name,position,age,nation,club,value,confederation,league
Nicolas Raskin,Central Midfield,24.0,Belgium,Rangers FC,€10.00m,,
Oliver Skipp,Defensive Midfield,24.0,England,Leicester City,€10.00m,,
Batista Mendy,Defensive Midfield,25.0,France,Trabzonspor,€10.00m,,
Salvatore Esposito,Defensive Midfield,24.0,Italy,Spezia Calcio,€10.00m,,
André Almeida,Attacking Midfield,25.0,Portugal,Valencia CF,€10.00m,,
Peer Koopmeiners,Defensive Midfield,25.0,Netherlands,AZ Alkmaar,€10.00m,,
Philip Billing,Central Midfield,29.0,Denmark,AFC Bournemouth,€10.00m,,
Dani Ceballos,Central Midfield,28.0,Spain,Real Madrid,€10.00m,,
Sammie Szmodics,Attacking Midfield,29.0,Ireland,Ipswich Town,€10.00m,,
Xaver Schlager,Central Midfield,27.0,Austria,RB Leipzig,€10.00m,,
Mario Pasalić,Central Midfield,30.0,Croatia,Atalanta BC,€10.00m,,
Ruben Loftus-Cheek,Central Midfield,29.0,England,AC Milan,€10.00m,,
Maximilian Eggestein,Central Midfield,28.0,Germany,SC Freiburg,€10.00m,,
Ryan Christie,Defensive Midfield,30.0,Scotland,AFC Bournemouth,€10.00m,,
Piotr Zieliński,Central Midfield,31.0,Poland,Inter Milan,€10.00m,,
Marcelo Brozović,Defensive Midfield,32.0,Croatia,Al-Nassr FC,€10.00m,,
Marco Verratti,Central Midfield,32.0,Italy,Al-Duhail SC,€10.00m,,
Andrea Colpani,Attacking Midfield,26.0,Italy,AC Monza,€9.50m,,
Stefan Bajcetic,Defensive Midfield,20.0,Spain,Liverpool FC,€9.00m,,
Mathias Delorge,Central Midfield,20.0,Belgium,KAA Gent,€9.00m,,
Tim Iroegbunam,Central Midfield,22.0,England,Everton FC,€9.00m,,
Sven Mijnans,Attacking Midfield,25.0,Netherlands,AZ Alkmaar,€9.00m,,
Kristian Thorstvedt,Attacking Midfield,26.0,Norway,US Sassuolo,€9.00m,,
Arsen Zakharyan,Attacking Midfield,22.0,Russia,Real Sociedad,€9.00m,,
Ivan Oblyakov,Attacking Midfield,27.0,Russia,CSKA Moscow,€9.00m,,
Tommaso Pobega,Central Midfield,26.0,Italy,Bologna FC 1909,€9.00m,,
Senne Lynen,Defensive Midfield,26.0,Belgium,SV Werder Bremen,€9.00m,,
Valentin Rongier,Central Midfield,30.0,France,Stade Rennais FC,€9.00m,,
Pepelu,Defensive Midfield,26.0,Spain,Valencia CF,€9.00m,,
Mahdi Camara,Central Midfield,27.0,France,Stade Brestois 29,€9.00m,,
Lorenzo Pellegrini,Attacking Midfield,29.0,Italy,AS Roma,€9.00m,,
Álvaro Fidalgo,Central Midfield,28.0,Spain,CF América,€9.00m,,
Aleksey Miranchuk,Attacking Midfield,29.0,Russia,Atlanta United FC,€9.00m,,
Harry Winks,Defensive Midfield,29.0,England,Leicester City,€9.00m,,
Robert Andrich,Defensive Midfield,30.0,Germany,Bayer 04 Leverkusen,€9.00m,,
Hans Nicolussi Caviglia,Central Midfield,25.0,Italy,Venezia FC,€8.50m,,
Sandi Lovrić,Central Midfield,27.0,Slovenia,Udinese Calcio,€8.50m,,
Jorthy Mokio,Defensive Midfield,17.0,Belgium,Ajax Amsterdam,€8.00m,,
Ibrahima Sory Bangoura,Defensive Midfield,21.0,Guinea,KRC Genk,€8.00m,,
Djaoui Cissé,Central Midfield,21.0,France,Stade Rennais FC,€8.00m,,
Johan Manzambi,Central Midfield,19.0,Switzerland,SC Freiburg,€8.00m,,
Lennon Miller,Central Midfield,18.0,Scotland,Motherwell FC,€8.00m,,
Pablo Marín,Attacking Midfield,22.0,Spain,Real Sociedad,€8.00m,,
Arthur Atta,Central Midfield,22.0,France,Udinese Calcio,€8.00m,,
Kévin Danois,Central Midfield,21.0,France,AJ Auxerre,€8.00m,,
Jordan James,Central Midfield,21.0,Wales,Stade Rennais FC,€8.00m,,
Matvey Kislyak,Central Midfield,19.0,Russia,CSKA Moscow,€8.00m,,
Lucas Gourna-Douath,Defensive Midfield,21.0,France,Red Bull Salzburg,€8.00m,,
Danil Glebov,Defensive Midfield,25.0,Russia,Dynamo Moscow,€8.00m,,
Lucien Agoumé,Defensive Midfield,23.0,France,Sevilla FC,€8.00m,,
Sergio Arribas,Attacking Midfield,23.0,Spain,UD Almería,€8.00m,,
Marco Brescianini,Central Midfield,25.0,Italy,Atalanta BC,€8.00m,,
Aleksandr Chernikov,Defensive Midfield,25.0,Russia,FC Krasnodar,€8.00m,,
Fran Beltrán,Central Midfield,26.0,Spain,Celta de Vigo,€8.00m,,
Daniil Fomin,Defensive Midfield,28.0,Russia,Dynamo Moscow,€8.00m,,
Albert Sambi Lokonga,Central Midfield,25.0,Belgium,Arsenal FC,€8.00m,,
Santi Comesaña,Central Midfield,28.0,Spain,Villarreal CF,€8.00m,,
Michal Sadílek,Central Midfield,26.0,Czech Republic,SK Slavia Prague,€8.00m,,
Timi Max Elsnik,Central Midfield,27.0,Slovenia,Red Star Belgrade,€8.00m,,
Azor Matusiwa,Defensive Midfield,27.0,Netherlands,Ipswich Town,€8.00m,,
Nikola Vlašić,Attacking Midfield,27.0,Croatia,Torino FC,€8.00m,,
Dmitriy Barinov,Defensive Midfield,28.0,Russia,Lokomotiv Moscow,€8.00m,,
James Ward-Prowse,Central Midfield,30.0,England,West Ham United,€8.00m,,
Marcel Sabitzer,Central Midfield,31.0,Austria,Borussia Dortmund,€8.00m,,
Koke,Central Midfield,33.0,Spain,Atlético de Madrid,€8.00m,,
Oscar Højlund,Central Midfield,20.0,Denmark,Eintracht Frankfurt,€7.50m,,
Sydie Peck,Central Midfield,20.0,England,Sheffield United,€7.50m,,
Dan Neil,Central Midfield,23.0,England,Sunderland AFC,€7.50m,,
Daniel Boloca,Defensive Midfield,26.0,Italy,US Sassuolo,€7.50m,,
Mateusz Bogusz,Attacking Midfield,23.0,Poland,CD Cruz Azul,€7.50m,,
Darius Olaru,Attacking Midfield,27.0,Romania,FCSB,€7.50m,,
Michel Aebischer,Central Midfield,28.0,Switzerland,Bologna FC 1909,€7.50m,,
Djibril Sow,Central Midfield,28.0,Switzerland,Sevilla FC,€7.50m,,
Assan Ouédraogo,Central Midfield,19.0,Germany,RB Leipzig,€7.00m,,
Muhammed Damar,Attacking Midfield,21.0,Germany,TSG 1899 Hoffenheim,€7.00m,,
Caspar Jander,Central Midfield,22.0,Germany,1.FC Nuremberg,€7.00m,,
Maxim De Cuyper,Left-Back,24.0,Belgium,Brighton & Hove Albion,€16.00m,,
Mykola Matvienko,Centre-Back,29.0,Ukraine,Shakhtar Donetsk,€16.00m,,
Javi Rodríguez,Centre-Back,22.0,Spain,Celta de Vigo,€15.00m,,
Joane Gadou,Centre-Back,18.0,France,Red Bull Salzburg,€15.00m,,
Christian Mawissa,Centre-Back,20.0,France,AS Monaco,€15.00m,,
Nathan Zézé,Centre-Back,20.0,France,FC Nantes,€15.00m,,
Jeanuël Belocian,Centre-Back,20.0,France,Bayer 04 Leverkusen,€15.00m,,
Callum Doyle,Centre-Back,21.0,England,Manchester City U21,€15.00m,,
Tiago Santos,Right-Back,23.0,Portugal,LOSC Lille,€15.00m,,
Álex Jiménez,Right-Back,20.0,Spain,AC Milan,€15.00m,,
Adrien Truffert,Left-Back,23.0,France,AFC Bournemouth,€15.00m,,
Victor Kristiansen,Left-Back,22.0,Denmark,Leicester City,€15.00m,,
Quentin Merlin,Left-Back,23.0,France,Stade Rennais FC,€15.00m,,
Melvin Bard,Left-Back,24.0,France,OGC Nice,€15.00m,,
Francisco Moura,Left-Back,25.0,Portugal,FC Porto,€15.00m,,
Nathan Patterson,Right-Back,23.0,Scotland,Everton FC,€15.00m,,
Ryan Sessegnon,Left-Back,25.0,England,Fulham FC,€15.00m,,
Juan Miranda,Left-Back,25.0,Spain,Bologna FC 1909,€15.00m,,
Kyle Walker-Peters,Right-Back,28.0,England,West Ham United,€15.00m,,
Rico Henry,Left-Back,28.0,England,Brentford FC,€15.00m,,
Ben Chilwell,Left-Back,28.0,England,Chelsea FC,€15.00m,,
Wout Faes,Centre-Back,27.0,Belgium,Leicester City,€15.00m,,
Gianluca Mancini,Centre-Back,29.0,Italy,AS Roma,€15.00m,,
Milan Škriniar,Centre-Back,30.0,Slovakia,Paris Saint-Germain,€15.00m,,
Benjamin Henrichs,Right-Back,28.0,Germany,RB Leipzig,€15.00m,,
João Cancelo,Right-Back,31.0,Portugal,Al-Hilal SFC,€15.00m,,
Aymeric Laporte,Centre-Back,31.0,Spain,Al-Nassr FC,€15.00m,,
Quilindschy Hartman,Left-Back,23.0,Netherlands,Burnley FC,€14.00m,,
Dara O'Shea,Centre-Back,26.0,Ireland,Ipswich Town,€14.00m,,
Rasmus Kristensen,Right-Back,28.0,Denmark,Eintracht Frankfurt,€14.00m,,
Joakim Maehle,Left-Back,28.0,Denmark,VfL Wolfsburg,€14.00m,,
Matteo Gabbia,Centre-Back,25.0,Italy,AC Milan,€14.00m,,
Ferland Mendy,Left-Back,30.0,France,Real Madrid,€14.00m,,
Issa Diop,Centre-Back,28.0,France,Fulham FC,€14.00m,,
Matte Smets,Centre-Back,21.0,Belgium,KRC Genk,€13.00m,,
Leopold Querfeld,Centre-Back,21.0,Austria,1.FC Union Berlin,€13.00m,,
Jayden Oosterwolde,Left-Back,24.0,Netherlands,Fenerbahce,€13.00m,,
Mattia Zanotti,Right-Back,22.0,Italy,FC Lugano,€13.00m,,
James Justin,Right-Back,27.0,England,Leicester City,€13.00m,,
Danilho Doekhi,Centre-Back,27.0,Netherlands,1.FC Union Berlin,€13.00m,,
Merih Demiral,Centre-Back,27.0,Türkiye,Al-Ahli SFC,€13.00m,,
Timothy Castagne,Right-Back,29.0,Belgium,Fulham FC,€13.00m,,
Kenny Tete,Right-Back,29.0,Netherlands,Fulham FC,€13.00m,,
Harry Maguire,Centre-Back,32.0,England,Manchester United,€13.00m,,
Yusuf Akçiçek,Centre-Back,19.0,Türkiye,Fenerbahce,€12.00m,,
Martim Fernandes,Right-Back,19.0,Portugal,FC Porto,€12.00m,,
Luka Vuskovic,Centre-Back,18.0,Croatia,Tottenham Hotspur,€12.00m,,
José Ángel Carmona,Right-Back,23.0,Spain,Sevilla FC,€12.00m,,
Nicolò Savona,Right-Back,22.0,Italy,Juventus FC,€12.00m,,
Gerard Martín,Left-Back,23.0,Spain,FC Barcelona,€12.00m,,
Juanlu Sánchez,Right-Back,21.0,Spain,Sevilla FC,€12.00m,,
Albian Hajdari,Centre-Back,22.0,Switzerland,FC Lugano,€12.00m,,
Daniel Svensson,Left-Back,23.0,Sweden,Borussia Dortmund,€12.00m,,
Youri Baas,Centre-Back,22.0,Netherlands,Ajax Amsterdam,€12.00m,,
Harrison Burrows,Left-Back,23.0,England,Sheffield United,€12.00m,,
Andrei Rațiu,Right-Back,27.0,Romania,Rayo Vallecano,€12.00m,,
Amar Dedic,Right-Back,22.0,Bosnia-Herzegovina,SL Benfica,€12.00m,,
Trai Hume,Right-Back,23.0,Northern Ireland,Sunderland AFC,€12.00m,,
Jesús Areso,Right-Back,26.0,Spain,Athletic Bilbao,€12.00m,,
Anthony Caci,Right-Back,28.0,France,1.FSV Mainz 05,€12.00m,,
Igor Zubeldia,Centre-Back,28.0,Spain,Real Sociedad,€12.00m,,
Luca Ranieri,Centre-Back,26.0,Italy,ACF Fiorentina,€12.00m,,
Ladislav Krejci,Centre-Back,26.0,Czech Republic,Girona FC,€12.00m,,
Jeff Chabot,Centre-Back,27.0,Germany,VfB Stuttgart,€12.00m,,
Ainsley Maitland-Niles,Right-Back,27.0,England,Olympique Lyon,€12.00m,,
Amir Rrahmani,Centre-Back,31.0,Kosovo,SSC Napoli,€12.00m,,
Philipp Lienhart,Centre-Back,29.0,Austria,SC Freiburg,€12.00m,,
Andreas Christensen,Centre-Back,29.0,Denmark,FC Barcelona,€12.00m,,
Luke Shaw,Left-Back,30.0,England,Manchester United,€12.00m,,
Giovanni Di Lorenzo,Right-Back,31.0,Italy,SSC Napoli,€12.00m,,
Marco Friedl,Centre-Back,27.0,Austria,SV Werder Bremen,€12.00m,,
Martin Vitík,Centre-Back,22.0,Czech Republic,Bologna FC 1909,€11.00m,,
Adam Webster,Centre-Back,30.0,England,Brighton & Hove Albion,€11.00m,,
Jérémy Jacquet,Centre-Back,20.0,France,Stade Rennais FC,€10.00m,,
Héctor Fort,Right-Back,18.0,Spain,FC Barcelona,€10.00m,,
Alberto Costa,Right-Back,21.0,Portugal,Juventus FC,€10.00m,,
Kosta Nedeljkovic,Right-Back,19.0,Serbia,RB Leipzig,€10.00m,,
Arnau Martínez,Right-Back,22.0,Spain,Girona FC,€10.00m,,
Zeno Van Den Bosch,Centre-Back,22.0,Belgium,Royal Antwerp FC,€10.00m,,
César Tárrega,Centre-Back,23.0,Spain,Valencia CF,€10.00m,,
Anthony Rouault,Centre-Back,24.0,France,Stade Rennais FC,€10.00m,,
Nnamdi Collins,Centre-Back,21.0,Germany,Eintracht Frankfurt,€10.00m,,
Sergi Cardona,Left-Back,26.0,Spain,Villarreal CF,€10.00m,,
Diego Coppola,Centre-Back,21.0,Italy,Brighton & Hove Albion,€10.00m,,
Wouter Goes,Centre-Back,21.0,Netherlands,AZ Alkmaar,€10.00m,,
Mika Mármol,Centre-Back,24.0,Spain,UD Las Palmas,€10.00m,,
Charlie Cresswell,Centre-Back,22.0,England,FC Toulouse,€10.00m,,
Aaron Hickey,Right-Back,23.0,Scotland,Brentford FC,€10.00m,,
Milan van Ewijk,Right-Back,24.0,Netherlands,Coventry City,€10.00m,,
Devyne Rensch,Right-Back,22.0,Netherlands,AS Roma,€10.00m,,
Kiliann Sildillia,Right-Back,23.0,France,PSV Eindhoven,€10.00m,,
João Mário,Right-Back,25.0,Portugal,FC Porto,€10.00m,,
Lilian Brassier,Centre-Back,25.0,France,Stade Rennais FC,€10.00m,,
Caleb Okoli,Centre-Back,24.0,Italy,Leicester City,€10.00m,,
Alexander Bah,Right-Back,27.0,Denmark,SL Benfica,€10.00m,,
Josha Vagnoman,Right-Back,24.0,Germany,VfB Stuttgart,€10.00m,,
Victor Nelsson,Centre-Back,26.0,Denmark,Galatasaray,€10.00m,,
Leo Østigård,Centre-Back,25.0,Norway,Stade Rennais FC,€10.00m,,
Nordi Mukiele,Right-Back,27.0,France,Paris Saint-Germain,€10.00m,,
Joe Rodon,Centre-Back,27.0,Wales,Leeds United,€10.00m,,
Marin Pongracic,Centre-Back,27.0,Croatia,ACF Fiorentina,€10.00m,,
Emerson,Left-Back,30.0,Italy,West Ham United,€10.00m,,
Kurt Zouma,Centre-Back,30.0,France,Without Club,€10.00m,,
Lucas Digne,Left-Back,32.0,France,Aston Villa,€10.00m,,
Bradley Locko,Left-Back,23.0,France,Stade Brestois 29,€9.00m,,
Jaouen Hadjam,Left-Back,22.0,Algeria,BSC Young Boys,€9.00m,,
Lorenz Assignon,Right-Back,25.0,France,VfB Stuttgart,€9.00m,,
David Møller Wolfe,Left-Back,23.0,Norway,AZ Alkmaar,€9.00m,,
Strahinja Erakovic,Centre-Back,24.0,Serbia,Zenit St. Petersburg,€9.00m,,
Ben Cabango,Centre-Back,25.0,Wales,Swansea City,€9.00m,,
Alexandre Penetra,Centre-Back,23.0,Portugal,AZ Alkmaar,€9.00m,,
Armel Bella-Kotchap,Centre-Back,23.0,Germany,Southampton FC,€9.00m,,
Jayden Bogle,Right-Back,24.0,England,Leeds United,€9.00m,,
Jordan Teze,Right-Back,25.0,Netherlands,AS Monaco,€9.00m,,
Ridle Baku,Right-Back,27.0,Germany,RB Leipzig,€9.00m,,
Kieran Tierney,Left-Back,28.0,Scotland,Celtic FC,€9.00m,,
Nuno Santos,Left-Back,30.0,Portugal,Sporting CP,€9.00m,,
Jan Bednarek,Centre-Back,29.0,Poland,Southampton FC,€9.00m,,
Nélson Semedo,Right-Back,31.0,Portugal,Without Club,€9.00m,,
José Gayà,Left-Back,30.0,Spain,Valencia CF,€9.00m,,
James Tarkowski,Centre-Back,32.0,England,Everton FC,€9.00m,,
Niccolò Fortini,Left-Back,19.0,Italy,ACF Fiorentina,€8.50m,,
Jon Martín,Centre-Back,19.0,Spain,Real Sociedad,€8.00m,,
Josh Acheampong,Right-Back,19.0,England,Chelsea FC,€8.00m,,
Joaquin Seys,Left-Back,20.0,Belgium,Club Brugge KV,€8.00m,,
Iván Fresneda,Right-Back,20.0,Spain,Sporting CP,€8.00m,,
Oliver Scarles,Left-Back,19.0,England,West Ham United,€8.00m,,
Saba Goglichidze,Centre-Back,21.0,Georgia,FC Empoli,€8.00m,,
Jackson Tchatchoua,Right-Back,23.0,Cameroon,Hellas Verona,€8.00m,,
Jan-Carlo Simić,Centre-Back,20.0,Serbia,RSC Anderlecht,€8.00m,,
Alfie Gilchrist,Right-Back,21.0,England,Chelsea FC,€8.00m,,
Lukas Ullrich,Left-Back,21.0,Germany,Borussia Mönchengladbach,€8.00m,,
Kike Salas,Centre-Back,23.0,Spain,Sevilla FC,€8.00m,,
Elias Baum,Right-Back,19.0,Germany,Eintracht Frankfurt,€8.00m,,
Hugo Bueno,Left-Back,22.0,Spain,Wolverhampton Wanderers,€8.00m,,
Lucas Piton,Left-Back,24.0,Italy,Clube de Regatas Vasco da Gama,€8.00m,,
Soumaïla Coulibaly,Centre-Back,21.0,France,RC Strasbourg Alsace,€8.00m,,
Samson Baidoo,Centre-Back,21.0,Austria,RC Lens,€8.00m,,
Andrew Omobamidele,Centre-Back,23.0,Ireland,RC Strasbourg Alsace,€8.00m,,
Max Rosenfelder,Centre-Back,22.0,Germany,SC Freiburg,€8.00m,,
Thomas Beelen,Centre-Back,24.0,Netherlands,Feyenoord Rotterdam,€8.00m,,
Eiran Cashin,Centre-Back,23.0,Ireland,Brighton & Hove Albion,€8.00m,,
Dennis Cirkin,Left-Back,23.0,England,Sunderland AFC,€8.00m,,
Georgios Vagiannidis,Right-Back,23.0,Greece,Panathinaikos FC,€8.00m,,
Igor Diveev,Centre-Back,25.0,Russia,CSKA Moscow,€8.00m,,
Daniel Ballard,Centre-Back,25.0,Northern Ireland,Sunderland AFC,€8.00m,,
Mujaid Sadick,Centre-Back,25.0,Spain,KRC Genk,€8.00m,,
Emil Holm,Right-Back,25.0,Sweden,Bologna FC 1909,€8.00m,,
Anass Salah-Eddine,Left-Back,23.0,Netherlands,AS Roma,€8.00m,,
Ben Johnson,Right-Back,25.0,England,Ipswich Town,€8.00m,,
Tiago Djaló,Centre-Back,25.0,Portugal,Juventus FC,€8.00m,,
Alberto Dossena,Centre-Back,26.0,Italy,Como 1907,€8.00m,,
Tyrell Malacia,Left-Back,25.0,Netherlands,Manchester United,€8.00m,,
Robin Gosens,Left-Back,31.0,Germany,ACF Fiorentina,€8.00m,,
Maximilian Wöber,Centre-Back,27.0,Austria,SV Werder Bremen,€8.00m,,
Stefan Posch,Centre-Back,28.0,Austria,Bologna FC 1909,€8.00m,,
Lukas Klostermann,Centre-Back,29.0,Germany,RB Leipzig,€8.00m,,
Nico Elvedi,Centre-Back,28.0,Switzerland,Borussia Mönchengladbach,€8.00m,,
Victor Lindelöf,Centre-Back,31.0,Sweden,Without Club,€8.00m,,
Eric Dier,Centre-Back,31.0,England,AS Monaco,€8.00m,,
Raphaël Guerreiro,Left-Back,31.0,Portugal,Bayern Munich,€8.00m,,
Niklas Süle,Centre-Back,29.0,Germany,Borussia Dortmund,€8.00m,,
Daniel Carvajal,Right-Back,33.0,Spain,Real Madrid,€8.00m,,
Willi Orbán,Centre-Back,32.0,Hungary,RB Leipzig,€8.00m,,
Yasin Özcan,Centre-Back,19.0,Türkiye,Aston Villa,€7.50m,,
Yarek Gasiorowski,Centre-Back,20.0,Spain,PSV Eindhoven,€7.50m,,
Luca Marianucci,Centre-Back,21.0,Italy,SSC Napoli,€7.50m,,
Aurèle Amenda,Centre-Back,21.0,Switzerland,Eintracht Frankfurt,€7.50m,,
Ameen Al-Dakhil,Centre-Back,23.0,Belgium,VfB Stuttgart,€7.50m,,
Javi López,Left-Back,23.0,Spain,Real Sociedad,€7.50m,,
Marash Kumbulla,Centre-Back,25.0,Albania,AS Roma,€7.50m,,
Clément Lenglet,Centre-Back,30.0,France,Atlético de Madrid,€7.50m,,
Andrés García,Right-Back,22.0,Spain,Aston Villa,€7.00m,,
Saël Kumbedi,Right-Back,20.0,France,Olympique Lyon,€7.00m,,
Kassoum Ouattara,Left-Back,20.0,France,AS Monaco,€7.00m,,
Martim Marques,Left-Back,21.0,Portugal,FC Lugano,€7.00m,,
Fredrik Sjøvold,Right-Back,21.0,Norway,FK Bodø/Glimt,€7.00m,,
Isaak Touré,Centre-Back,22.0,France,FC Lorient,€7.00m,,
Anton Gaaei,Right-Back,22.0,Denmark,Ajax Amsterdam,€7.00m,,
Tarik Muharemović,Centre-Back,22.0,Bosnia-Herzegovina,US Sassuolo,€7.00m,,
Rafa Marín,Centre-Back,23.0,Spain,Villarreal CF,€7.00m,,
Elias Jelert,Right-Back,22.0,Denmark,Galatasaray,€7.00m,,
Étienne Youté Kinkoué,Centre-Back,23.0,France,Le Havre AC,€7.00m,,
Bashir Humphreys,Left-Back,22.0,England,Burnley FC,€7.00m,,
Samuel Dahl,Left-Back,22.0,Sweden,SL Benfica,€7.00m,,
Archie Brown,Left-Back,23.0,England,Fenerbahce,€7.00m,,
Valentin Gendrey,Right-Back,25.0,France,TSG 1899 Hoffenheim,€7.00m,,
Mark McGuinness,Centre-Back,24.0,Ireland,Luton Town,€7.00m,,
Adrià Pedrosa,Left-Back,27.0,Spain,Sevilla FC,€7.00m,,
Cédric Zesiger,Centre-Back,27.0,Switzerland,FC Augsburg,€7.00m,,
Gijs Smal,Left-Back,27.0,Netherlands,Feyenoord Rotterdam,€7.00m,,
Gabriel Gudmundsson,Left-Back,26.0,Sweden,Leeds United,€7.00m,,
Mitchel Bakker,Left-Back,25.0,Netherlands,Atalanta BC,€7.00m,,
Simone Canestrelli,Centre-Back,24.0,Italy,Pisa Sporting Club,€7.00m,,
Sergio Akieme,Left-Back,27.0,Spain,Stade Reims,€7.00m,,
Çağlar Söyüncü,Centre-Back,29.0,Türkiye,Fenerbahce,€7.00m,,
David García,Centre-Back,31.0,Spain,Al-Rayyan SC,€7.00m,,
Ramy Bensebaini,Left-Back,30.0,Algeria,Borussia Dortmund,€7.00m,,
Mario Hermoso,Centre-Back,30.0,Spain,AS Roma,€7.00m,,
Aaron Ramsdale,Goalkeeper,27.0,England,Southampton FC,€16.00m,,
Vanja Milinković-Savić,Goalkeeper,28.0,Serbia,Torino FC,€16.00m,,
Antonín Kinský,Goalkeeper,22.0,Czech Republic,Tottenham Hotspur,€15.00m,,
Julen Agirrezabala,Goalkeeper,24.0,Spain,Valencia CF,€15.00m,,
Mads Hermansen,Goalkeeper,25.0,Denmark,Leicester City,€15.00m,,
Anthony Patterson,Goalkeeper,25.0,England,Sunderland AFC,€14.00m,,
Kamil Grabara,Goalkeeper,26.0,Poland,VfL Wolfsburg,€14.00m,,
Mike Penders,Goalkeeper,19.0,Belgium,Chelsea FC,€12.00m,,
Jonas Urbig,Goalkeeper,21.0,Germany,Bayern Munich,€12.00m,,
Josep Martínez,Goalkeeper,27.0,Spain,Inter Milan,€12.00m,,
Alexander Nübel,Goalkeeper,28.0,Germany,VfB Stuttgart,€12.00m,,
Brice Samba,Goalkeeper,31.0,France,Stade Rennais FC,€12.00m,,
Marc-André ter Stegen,Goalkeeper,33.0,Germany,FC Barcelona,€12.00m,,
Konstantinos Tzolakis,Goalkeeper,22.0,Greece,Olympiacos Piraeus,€10.00m,,
Christos Mandas,Goalkeeper,23.0,Greece,SS Lazio,€10.00m,,
Kepa Arrizabalaga,Goalkeeper,30.0,Spain,Arsenal FC,€10.00m,,
Mark Flekken,Goalkeeper,32.0,Netherlands,Bayer 04 Leverkusen,€10.00m,,
Bernd Leno,Goalkeeper,33.0,Germany,Fulham FC,€10.00m,,
Uğurcan Çakır,Goalkeeper,29.0,Türkiye,Trabzonspor,€9.50m,,
Gavin Bazunu,Goalkeeper,23.0,Ireland,Southampton FC,€9.00m,,
Michael Cooper,Goalkeeper,25.0,England,Sheffield United,€9.00m,,
Senne Lammens,Goalkeeper,23.0,Belgium,Royal Antwerp FC,€9.00m,,
Marvin Keller,Goalkeeper,23.0,Switzerland,BSC Young Boys,€9.00m,,
Elia Caprile,Goalkeeper,23.0,Italy,Cagliari Calcio,€9.00m,,
Dominik Kotarski,Goalkeeper,25.0,Croatia,FC Copenhagen,€9.00m,,
Finn Dahmen,Goalkeeper,27.0,Germany,FC Augsburg,€9.00m,,
Dominik Livakovic,Goalkeeper,30.0,Croatia,Fenerbahce,€9.00m,,
Alphonse Areola,Goalkeeper,32.0,France,West Ham United,€9.00m,,
Maarten Vandevoordt,Goalkeeper,23.0,Belgium,RB Leipzig,€8.00m,,
Altay Bayındır,Goalkeeper,27.0,Türkiye,Manchester United,€8.00m,,
Iñaki Peña,Goalkeeper,26.0,Spain,FC Barcelona,€8.00m,,
Viktor Johansson,Goalkeeper,26.0,Sweden,Stoke City,€8.00m,,
Nick Pope,Goalkeeper,33.0,England,Newcastle United,€8.00m,,
Predrag Rajković,Goalkeeper,29.0,Serbia,Al-Ittihad Club,€8.00m,,
Stefan Ortega,Goalkeeper,32.0,Germany,Manchester City,€8.00m,,
Stanislav Agkatsev,Goalkeeper,23.0,Russia,FC Krasnodar,€7.50m,,
Diego Conde,Goalkeeper,26.0,Spain,Villarreal CF,€7.50m,,
Dmytro Riznyk,Goalkeeper,26.0,Ukraine,Shakhtar Donetsk,€7.00m,,
Diant Ramaj,Goalkeeper,23.0,Germany,Borussia Dortmund,€7.00m,,
José Sá,Goalkeeper,32.0,Portugal,Wolverhampton Wanderers,€7.00m,,
Rui Silva,Goalkeeper,31.0,Portugal,Sporting CP,€7.00m,,
Matz Sels,Goalkeeper,33.0,Belgium,Nottingham Forest,€7.00m,,
Stefano Turati,Goalkeeper,23.0,Italy,US Sassuolo,€6.50m,,
Rome Jayden Owusu-Oduro,Goalkeeper,21.0,Netherlands,AZ Alkmaar,€6.00m,,
Lukáš Horníček,Goalkeeper,23.0,Czech Republic,SC Braga,€6.00m,,
Filip Stanković,Goalkeeper,23.0,Serbia,Venezia FC,€6.00m,,
Berke Özer,Goalkeeper,25.0,Türkiye,Eyüpspor,€6.00m,,
Radoslaw Majecki,Goalkeeper,25.0,Poland,AS Monaco,€6.00m,,
Dominik Greif,Goalkeeper,28.0,Slovakia,RCD Mallorca,€6.00m,,
Antonio Sivera,Goalkeeper,28.0,Spain,Deportivo Alavés,€6.00m,,
Timon Wellenreuther,Goalkeeper,29.0,Germany,Feyenoord Rotterdam,€6.00m,,
Sam Johnstone,Goalkeeper,32.0,England,Wolverhampton Wanderers,€6.00m,,
Obed Nkambadio,Goalkeeper,22.0,France,Paris FC,€5.00m,,
James Beadle,Goalkeeper,21.0,England,Birmingham City,€5.00m,,
Ștefan Târnovanu,Goalkeeper,25.0,Romania,FCSB,€5.00m,,
Leo Román,Goalkeeper,25.0,Spain,RCD Mallorca,€5.00m,,
Matej Kovar,Goalkeeper,25.0,Czech Republic,PSV Eindhoven,€5.00m,,
Kjell Scherpen,Goalkeeper,25.0,Netherlands,Brighton & Hove Albion,€5.00m,,
Arijanet Muric,Goalkeeper,26.0,Kosovo,Ipswich Town,€5.00m,,
Justin Bijlow,Goalkeeper,27.0,Netherlands,Feyenoord Rotterdam,€5.00m,,
Moritz Nicolas,Goalkeeper,27.0,Germany,Borussia Mönchengladbach,€5.00m,,
Philipp Köhn,Goalkeeper,27.0,Switzerland,AS Monaco,€5.00m,,
Georgiy Bushchan,Goalkeeper,31.0,Ukraine,Al-Shabab FC,€5.00m,,
