name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Marcos Senesi,DF,Centre_Back,28,Argentina,CONMEBOL,AFC Bournemouth,PremierLeague,357.5,marcossenesi_ARG
Marcus Antonsson,FW,Striker,34,Sweden,UEFA,IFK Värnamo,Allsvenskan,7.3,marcusantonsson_SWE
Marcus Edwards,FW,Right_Winger,26,England,UEFA,Burnley FC,PremierLeague,195.0,marcusedwards_ENG
Marcus Ingvartsen,FW,Striker,29,Denmark,UEFA,San Diego FC,MLS,65.0,marcusingvartsen_DEN
Marcus Linday,MF,Central_Midfielder,22,Sweden,UEFA,SC Heerenveen,Eredivisie,65.0,marcuslinday_SWE
Marcus Tavernier,MF,Side_Midfielder,26,England,UEFA,AFC Bournemouth,PremierLeague,292.5,marcustavernier_ENG
Marcus Thuram,FW,Striker,27,France,UEFA,Inter Milan,Serie_A,1218.8,marcusthuram_FRA
Marek Rodak,GK,Goalkeeper,28,Slovakia,UEFA,Al-Ettifaq FC,Saudi_ProLeague,48.8,marekrodak_SLO
Marian Aioani,GK,Goalkeeper,25,Romania,UEFA,FC Rapid 1923,Romaina_SuperLiga,16.2,marianaioani_ROM
Mariano Troilo,DF,Centre_Back,22,Argentina,CONMEBOL,Club Atlético Belgrano,Liga_Profesional,65.0,marianotroilo_ARG
Marino Hinestroza,FW,Right_Winger,23,Colombia,CONMEBOL,Atlético Nacional,Liga_Dimayor,97.5,marinohinestroza_COL
Marin Pongracic,DF,Centre_Back,27,Croatia,UEFA,ACF Fiorentina,Serie_A,162.5,marinpongracic_CRO
Marin Soticek,FW,Right_Winger,20,Croatia,UEFA,FC Basel 1893,Swiss_SuperLeague,40.6,marinsoticek_CRO
Mario Dorgeles,MF,Central_Midfielder,20,Cote d'Ivoire,CAF,SC Braga,Liga_Portugal,65.0,mariodorgeles_COT
Mario Gila,DF,Centre_Back,24,Spain,UEFA,SS Lazio,Serie_A,487.5,mariogila_SPA
Mario Lemina,MF,Defensive_Midfielder,31,Gabon,CAF,Galatasaray,SuperLig,121.9,mariolemina_GAB
Mario Pasalic,MF,Central_Midfielder,30,Croatia,UEFA,Atalanta BC,Serie_A,162.5,mariopasalic_CRO
Mario Rui,DF,Left_Back,34,Portugal,UEFA,Without Club,Without_Club,13.0,mariorui_POR
Mario Stroeykens,MF,Attacking_Midfielder,20,Belgium,UEFA,RSC Anderlecht,Jupiler_ProLeague,195.0,mariostroeykens_BEL
Marius Broholm,FW,Right_Winger,20,Norway,UEFA,LOSC Lille,Ligue1,113.8,mariusbroholm_NOR
Marius Mouandilmadji,FW,Striker,27,Chad,CAF,Samsunspor,SuperLig,56.9,mariusmouandilmadji_CHA
Marius Muller,GK,Goalkeeper,32,Germany,UEFA,VfL Wolfsburg,Bundesliga,24.4,mariusmuller_GER
Mark-Anthony Kaye,MF,Central_Midfielder,30,Canada,CONCACAF,San Jose Earthquakes,MLS,16.2,mark-anthonykaye_CAN
Mark Brink,MF,Defensive_Midfielder,27,Denmark,UEFA,FC Nordsjaelland,Danish_Superligaen,32.5,markbrink_DEN
Mark Delgado,MF,Central_Midfielder,30,United States,CONCACAF,Los Angeles FC,MLS,32.5,markdelgado_UNI
Mark Flekken,GK,Goalkeeper,32,Netherlands,UEFA,Bayer 04 Leverkusen,Bundesliga,162.5,markflekken_NET
Mark McGuinness,DF,Centre_Back,24,Ireland,UEFA,Luton Town,League_One,113.8,markmcguinness_IRE
Mark McKenzie,DF,Centre_Back,26,United States,CONCACAF,FC Toulouse,Ligue1,97.5,markmckenzie_UNI
Mark Natta,DF,Centre_Back,22,Australia,AFC,Newcastle United Jets,A_League,5.7,marknatta_AUS
Mark O'Hara,MF,Defensive_Midfielder,29,Scotland,UEFA,St. Mirren FC,Scottish_Premiership,11.4,marko'hara_SCO
Marko Arnautovic,FW,Striker,36,Austria,UEFA,Red Star Belgrade,Superliga_Srbjie,48.8,markoarnautovic_AUS
Marko Divkovic,DF,Left_Back,26,Croatia,UEFA,Bröndby IF,Danish_Superligaen,32.5,markodivkovic_CRO
Marko Grujic,MF,Defensive_Midfielder,29,Serbia,UEFA,FC Porto,Liga_Portugal,65.0,markogrujic_SER
Marko Stamenic,MF,Defensive_Midfielder,23,New Zealand,OFC,Nottingham Forest,PremierLeague,48.8,markostamenic_NEW
Mark Travers,GK,Goalkeeper,26,Ireland,UEFA,Everton FC,PremierLeague,65.0,marktravers_IRE
Marlon Gomes,MF,Central_Midfielder,21,Brazil,CONMEBOL,Shakhtar Donetsk,Ukrainian_PremierLeague,162.5,marlongomes_BRA
Marshall Munetsi,MF,Central_Midfielder,29,Zimbabwe,CAF,Wolverhampton Wanderers,PremierLeague,243.8,marshallmunetsi_ZIM
Marten de Roon,MF,Defensive_Midfielder,34,Netherlands,UEFA,Atalanta BC,Serie_A,81.2,martenderoon_NET
Martim Fernandes,DF,Right_Back,19,Portugal,UEFA,FC Porto,Liga_Portugal,195.0,martimfernandes_POR
Martim Marques,DF,Left_Back,21,Portugal,UEFA,FC Lugano,Swiss_SuperLeague,113.8,martimmarques_POR
Martin Baturina,MF,Attacking_Midfielder,22,Croatia,UEFA,Como 1907,Serie_A,357.5,martinbaturina_CRO
Martin Delavallee,GK,Goalkeeper,21,Belgium,UEFA,Royal Charleroi SC,Jupiler_ProLeague,24.4,martindelavallee_BEL
Martin Dubravka,GK,Goalkeeper,36,Slovakia,UEFA,Newcastle United,PremierLeague,16.2,martindubravka_SLO
Martin Jedlicka,GK,Goalkeeper,27,Czech Republic,UEFA,FC Viktoria Plzen,Chance_Liga,48.8,martinjedlicka_CZE
Martin Odegaard,MF,Attacking_Midfielder,26,Norway,UEFA,Arsenal FC,PremierLeague,1381.2,martinodegaard_NOR
Martin Payero,MF,Central_Midfielder,26,Argentina,CONMEBOL,Udinese Calcio,Serie_A,89.4,martinpayero_ARG
Martin Satriano,FW,Striker,24,Uruguay,CONMEBOL,RC Lens,Ligue1,81.2,martinsatriano_URU
Martin Terrier,FW,Left_Winger,28,France,UEFA,Bayer 04 Leverkusen,Bundesliga,276.2,martinterrier_FRA
Martin Vitik,DF,Centre_Back,22,Czech Republic,UEFA,Bologna FC 1909,Serie_A,178.8,martinvitik_CZE
Marvin Keller,GK,Goalkeeper,23,Switzerland,UEFA,BSC Young Boys,Swiss_SuperLeague,146.2,marvinkeller_SWI
Marvin Schwabe,GK,Goalkeeper,30,Germany,UEFA,1.FC Köln,Bundesliga,32.5,marvinschwabe_GER
Mason Mount,MF,Attacking_Midfielder,26,England,UEFA,Manchester United,PremierLeague,455.0,masonmount_ENG
Massimo Coda,FW,Striker,36,Italy,UEFA,UC Sampdoria,Serie_B,8.1,massimocoda_ITA
Matai Akinmboni,DF,Centre_Back,18,United States,CONCACAF,AFC Bournemouth,PremierLeague,16.2,mataiakinmboni_UNI
Matej Jurasek,FW,Right_Winger,21,Czech Republic,UEFA,Norwich City,Championship,113.8,matejjurasek_CZE
Matej Kovar,GK,Goalkeeper,25,Czech Republic,UEFA,PSV Eindhoven,Eredivisie,81.2,matejkovar_CZE
Mateo Coronel,FW,Striker,26,Argentina,CONMEBOL,Club Atlético Tucumán,Liga_Profesional,48.8,mateocoronel_ARG
Mateo Joseph,FW,Striker,21,Spain,UEFA,Leeds United,PremierLeague,56.9,mateojoseph_SPA
Mateo Kovacic,MF,Central_Midfielder,31,Croatia,UEFA,Manchester City,PremierLeague,325.0,mateokovacic_CRO
Mateo Pellegrino,FW,Striker,23,Argentina,CONMEBOL,Parma Calcio 1913,Serie_A,97.5,mateopellegrino_ARG
Mateo Retegui,FW,Striker,26,Italy,UEFA,Al-Qadsiah FC,Saudi_ProLeague,731.2,mateoretegui_ITA
Mateus,FW,Right_Winger,30,Brazil,CONMEBOL,Nagoya Grampus,J1_League,29.2,mateus_BRA
Mateus Fernandes,MF,Central_Midfielder,21,Portugal,UEFA,Southampton FC,Championship,243.8,mateusfernandes_POR
Mateusz Klich,MF,Central_Midfielder,35,Poland,UEFA,MLS Pool,Other_leagues,9.8,mateuszklich_POL
Mateusz Kochalski,GK,Goalkeeper,25,Poland,UEFA,Qarabağ FK,Other_leagues,24.4,mateuszkochalski_POL
Mateusz Lis,GK,Goalkeeper,28,Poland,UEFA,Göztepe,SuperLig,29.2,mateuszlis_POL
Matheus,GK,Goalkeeper,33,Brazil,CONMEBOL,Red Star Belgrade,Superliga_Srbjie,40.6,matheus_BRA
Matheus Franca,MF,Attacking_Midfielder,21,Brazil,CONMEBOL,Crystal Palace,PremierLeague,162.5,matheusfranca_BRA
Matheus Indio,MF,Defensive_Midfielder,25,Brazil,CONMEBOL,Qingdao West Coast,Chinese_SuperLeague,13.0,matheusindio_BRA
Matheus Jussa,MF,Defensive_Midfielder,29,Brazil,CONMEBOL,Shanghai Port,Chinese_SuperLeague,19.5,matheusjussa_BRA
Matheus Nunes,MF,Central_Midfielder,26,Portugal,UEFA,Manchester City,PremierLeague,568.8,matheusnunes_POR
Matheus Reis,DF,Left_Back,30,Brazil,CONMEBOL,Sporting CP,Liga_Portugal,97.5,matheusreis_BRA
Mathew Ryan,GK,Goalkeeper,33,Australia,AFC,Without Club,Without_Club,40.6,mathewryan_AUS
Mathias Delorge,MF,Central_Midfielder,20,Belgium,UEFA,KAA Gent,Jupiler_ProLeague,146.2,mathiasdelorge_BEL
Mathias Jensen,MF,Central_Midfielder,29,Denmark,UEFA,Brentford FC,PremierLeague,227.5,mathiasjensen_DEN
Mathias Kvistgaarden,FW,Striker,23,Denmark,UEFA,Norwich City,Championship,243.8,mathiaskvistgaarden_DEN
Mathias Lovik,DF,Left_Back,21,Norway,UEFA,Parma Calcio 1913,Serie_A,81.2,mathiaslovik_NOR
Mathias Olivera,DF,Left_Back,27,Uruguay,CONMEBOL,SSC Napoli,Serie_A,325.0,mathiasolivera_URU
Mathieu Choiniere,MF,Central_Midfielder,26,Canada,CONCACAF,Grasshopper Club Zurich,Swiss_SuperLeague,13.0,mathieuchoiniere_CAN
Mathys Tel,FW,Striker,20,France,UEFA,Tottenham Hotspur,PremierLeague,568.8,mathystel_FRA
Matias Galarza,MF,Defensive_Midfielder,23,Argentina,CONMEBOL,CA Talleres,Liga_Profesional,76.4,matiasgalarza_ARG
Matias Mansilla,GK,Goalkeeper,29,Argentina,CONMEBOL,Club Atlético Tucumán,Liga_Profesional,48.8,matiasmansilla_ARG
Matija Frigan,FW,Striker,22,Croatia,UEFA,KVC Westerlo,Jupiler_ProLeague,121.9,matijafrigan_CRO
Matko Miljevic,MF,Attacking_Midfielder,24,United States,CONCACAF,CA Huracán,Liga_Profesional,65.0,matkomiljevic_UNI
Mats Knoester,DF,Centre_Back,26,Netherlands,UEFA,Aberdeen FC,Scottish_Premiership,9.8,matsknoester_NET
Mats Kohlert,DF,Left_Back,27,Germany,UEFA,Bröndby IF,Danish_Superligaen,56.9,matskohlert_GER
Mats Wieffer,MF,Defensive_Midfielder,25,Netherlands,UEFA,Brighton & Hove Albion,PremierLeague,406.2,matswieffer_NET
Matt Dibley-Dias,MF,Central_Midfielder,21,New Zealand,OFC,Chesterfield FC,Other_leagues,4.9,mattdibley-dias_NEW
Matteo Darmian,DF,Right_Back,35,Italy,UEFA,Inter Milan,Serie_A,40.6,matteodarmian_ITA
Matteo Di Giusto,MF,Attacking_Midfielder,24,Switzerland,UEFA,FC Luzern,Swiss_SuperLeague,19.5,matteodigiusto_SWI
Matteo Gabbia,DF,Centre_Back,25,Italy,UEFA,AC Milan,Serie_A,227.5,matteogabbia_ITA
Matteo Guendouzi,MF,Central_Midfielder,26,France,UEFA,SS Lazio,Serie_A,520.0,matteoguendouzi_FRA
Matteo Politano,FW,Right_Winger,31,Italy,UEFA,SSC Napoli,Serie_A,162.5,matteopolitano_ITA
Matteo Prati,MF,Defensive_Midfielder,21,Italy,UEFA,Cagliari Calcio,Serie_A,97.5,matteoprati_ITA
Matte Smets,DF,Centre_Back,21,Belgium,UEFA,KRC Genk,Jupiler_ProLeague,211.2,mattesmets_BEL
Matt Freese,GK,Goalkeeper,26,United States,CONCACAF,New York City FC,MLS,13.0,mattfreese_UNI
Matt Grimes,MF,Defensive_Midfielder,30,England,UEFA,Coventry City,Championship,81.2,mattgrimes_ENG
Matthew Garbett,MF,Central_Midfielder,23,New Zealand,OFC,Without Club,Without_Club,6.5,matthewgarbett_NEW
Matthias Seidl,MF,Side_Midfielder,24,Austria,UEFA,Rapid Vienna,Austria_Bundesliga,48.8,matthiasseidl_AUS
Matthieu Epolo,GK,Goalkeeper,20,Belgium,UEFA,Standard Liège,Jupiler_ProLeague,65.0,matthieuepolo_BEL
Matthijs de Ligt,DF,Centre_Back,25,Netherlands,UEFA,Manchester United,PremierLeague,617.5,matthijsdeligt_NET
Matthis Abline,FW,Striker,22,France,UEFA,FC Nantes,Ligue1,292.5,matthisabline_FRA
Mattia Perin,GK,Goalkeeper,32,Italy,UEFA,Juventus FC,Serie_A,40.6,mattiaperin_ITA
Mattias Svanberg,MF,Central_Midfielder,26,Sweden,UEFA,VfL Wolfsburg,Bundesliga,195.0,mattiassvanberg_SWE
Mattia Zaccagni,FW,Left_Winger,30,Italy,UEFA,SS Lazio,Serie_A,325.0,mattiazaccagni_ITA
Mattia Zanotti,DF,Right_Back,22,Italy,UEFA,FC Lugano,Swiss_SuperLeague,211.2,mattiazanotti_ITA
Matt Miazga,DF,Centre_Back,30,United States,CONCACAF,FC Cincinnati,MLS,35.8,mattmiazga_UNI
Matt O'Riley,MF,Central_Midfielder,24,Denmark,UEFA,Brighton & Hove Albion,PremierLeague,357.5,matto'riley_DEN
Matt Turner,GK,Goalkeeper,31,United States,CONCACAF,Nottingham Forest,PremierLeague,40.6,mattturner_UNI
Matty Cash,DF,Right_Back,27,Poland,UEFA,Aston Villa,PremierLeague,406.2,mattycash_POL
Matvey Safonov,GK,Goalkeeper,26,Russia,UEFA,Paris Saint-Germain,Ligue1,325.0,matveysafonov_RUS
Matz Sels,GK,Goalkeeper,33,Belgium,UEFA,Nottingham Forest,PremierLeague,113.8,matzsels_BEL
Maurice Krattenmacher,MF,Attacking_Midfielder,19,Germany,UEFA,Hertha BSC,Bundesliga_2,56.9,mauricekrattenmacher_GER
Maurice Malone,FW,Striker,24,Germany,UEFA,Austria Vienna,Austria_Bundesliga,35.8,mauricemalone_GER
Mauricio Pineda,DF,Centre_Back,27,United States,CONCACAF,Chicago Fire FC,MLS,19.5,mauriciopineda_UNI
Maurits Kjaergaard,MF,Central_Midfielder,22,Denmark,UEFA,Red Bull Salzburg,Austria_Bundesliga,162.5,mauritskjaergaard_DEN
Mauro Arambarri,MF,Central_Midfielder,29,Uruguay,CONMEBOL,Getafe CF,LaLiga,195.0,mauroarambarri_URU
Mauro Icardi,FW,Striker,32,Argentina,CONMEBOL,Galatasaray,SuperLig,146.2,mauroicardi_ARG
Mauro Junior,DF,Left_Back,26,Brazil,CONMEBOL,PSV Eindhoven,Eredivisie,195.0,maurojunior_BRA
Max Aarons,DF,Right_Back,25,England,UEFA,Rangers FC,Scottish_Premiership,97.5,maxaarons_ENG
Max Balard,MF,Defensive_Midfielder,24,Australia,AFC,NAC Breda,Eredivisie,24.4,maxbalard_AUS
Max Caputo,FW,Striker,19,Australia,AFC,Melbourne City FC,A_League,6.5,maxcaputo_AUS
Max Crocombe,GK,Goalkeeper,31,New Zealand,OFC,Millwall FC,Championship,3.7,maxcrocombe_NEW
Max Dean,FW,Striker,21,England,UEFA,KAA Gent,Jupiler_ProLeague,56.9,maxdean_ENG
Maxence Caqueret,MF,Central_Midfielder,25,France,UEFA,Como 1907,Serie_A,260.0,maxencecaqueret_FRA
Maxence Lacroix,DF,Centre_Back,25,France,UEFA,Crystal Palace,PremierLeague,406.2,maxencelacroix_FRA
Max Finkgrafe,DF,Left_Back,21,Germany,UEFA,RB Leipzig,Bundesliga,65.0,maxfinkgrafe_GER
Maxim De Cuyper,DF,Left_Back,24,Belgium,UEFA,Brighton & Hove Albion,PremierLeague,260.0,maximdecuyper_BEL
Maxime Crepeau,GK,Goalkeeper,31,Canada,CONCACAF,Portland Timbers,MLS,48.8,maximecrepeau_CAN
Maxime Delanghe,GK,Goalkeeper,24,Belgium,UEFA,Cercle Brugge ,Other_leagues,19.5,maximedelanghe_BEL
Maxime Esteve,DF,Centre_Back,23,France,UEFA,Burnley FC,PremierLeague,325.0,maximeesteve_FRA
Maxime Soulas,DF,Centre_Back,26,France,UEFA,Sönderjyske Fodbold,Danish_Superligaen,21.1,maximesoulas_FRA
Maximilian Beier,FW,Striker,22,Germany,UEFA,Borussia Dortmund,Bundesliga,406.2,maximilianbeier_GER
Maximilian Dietz,DF,Centre_Back,23,United States,CONCACAF,SpVgg Greuther Fürth,Bundesliga_2,32.5,maximiliandietz_UNI
Maximilian Eggestein,MF,Central_Midfielder,28,Germany,UEFA,SC Freiburg,Bundesliga,162.5,maximilianeggestein_GER
Maximilian Entrup,FW,Striker,28,Austria,UEFA,LASK,Austria_Bundesliga,32.5,maximilianentrup_AUS
Maximilian Kilman,DF,Centre_Back,28,England,UEFA,West Ham United,PremierLeague,406.2,maximiliankilman_ENG
Maximilian Mittelstadt,DF,Left_Back,28,Germany,UEFA,VfB Stuttgart,Bundesliga,325.0,maximilianmittelstadt_GER
Maximiliano Salas,FW,Striker,27,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,61.8,maximilianosalas_ARG
Maximilian Wober,DF,Centre_Back,27,Austria,UEFA,SV Werder Bremen,Bundesliga,130.0,maximilianwober_AUS
Maximo Perrone,MF,Defensive_Midfielder,22,Argentina,CONMEBOL,Como 1907,Serie_A,195.0,maximoperrone_ARG
Maxi Oyedele,MF,Defensive_Midfielder,20,Poland,UEFA,RC Strasbourg Alsace,Ligue1,65.0,maxioyedele_POL
Max Johnston,DF,Right_Back,21,Scotland,UEFA,SK Sturm Graz,Austria_Bundesliga,56.9,maxjohnston_SCO
Max Mata,FW,Striker,25,New Zealand,OFC,Shrewsbury Town,Other_leagues,4.9,maxmata_NEW
Max Moerstedt,FW,Striker,19,Germany,UEFA,TSG 1899 Hoffenheim,Bundesliga,113.8,maxmoerstedt_GER
Max O'Leary,GK,Goalkeeper,28,Ireland,UEFA,Bristol City,Championship,45.5,maxo'leary_IRE
Max Rosenfelder,DF,Centre_Back,22,Germany,UEFA,SC Freiburg,Bundesliga,130.0,maxrosenfelder_GER
Max Weiss,GK,Goalkeeper,21,Germany,UEFA,Burnley FC,PremierLeague,65.0,maxweiss_GER
Maxwell Woledzi,DF,Centre_Back,24,Ghana,CAF,Fredrikstad FK,Eliteserien,35.8,maxwellwoledzi_GHA
Mayckel Lahdo,FW,Right_Winger,22,Sweden,UEFA,AZ Alkmaar,Eredivisie,48.8,mayckellahdo_SWE
Mees Hilgers,DF,Centre_Back,24,Indonesia,AFC,Twente Enschede FC,Eredivisie,105.6,meeshilgers_IND
Mehdi Taremi,FW,Striker,33,Iran,AFC,Inter Milan,Serie_A,56.9,mehditaremi_IRA
Melvin Bard,DF,Left_Back,24,France,UEFA,OGC Nice,Ligue1,243.8,melvinbard_FRA
Memo Rodriguez,MF,Attacking_Midfielder,29,United States,CONCACAF,Sporting Kansas City,MLS,16.2,memorodriguez_UNI
Merih Demiral,DF,Centre_Back,27,Turkey,UEFA,Al-Ahli SFC,Saudi_ProLeague,211.2,merihdemiral_TUR
Merlin Rohl,MF,Attacking_Midfielder,23,Germany,UEFA,SC Freiburg,Bundesliga,195.0,merlinrohl_GER
Mert Gunok,GK,Goalkeeper,36,Turkey,UEFA,Besiktas JK,SuperLig,16.2,mertgunok_TUR
Mert Komur,MF,Attacking_Midfielder,20,Germany,UEFA,FC Augsburg,Bundesliga,81.2,mertkomur_GER
Mert Muldur,DF,Right_Back,26,Turkey,UEFA,Fenerbahce,SuperLig,97.5,mertmuldur_TUR
Meschack Elia,FW,Striker,27,Congo,CAF,BSC Young Boys,Swiss_SuperLeague,65.0,meschackelia_CON
Mexx Meerdink,FW,Striker,22,Netherlands,UEFA,AZ Alkmaar,Eredivisie,130.0,mexxmeerdink_NET
Micael,DF,Centre_Back,24,Brazil,CONMEBOL,Sociedade Esportiva Palmeiras,Brasileiro_SerieA,81.2,micael_BRA
Michael Baidoo,MF,Attacking_Midfielder,26,Ghana,CAF,Umm Salal SC,QSL,40.6,michaelbaidoo_GHA
Michael Boxall,DF,Centre_Back,36,New Zealand,OFC,Minnesota United FC,MLS,2.4,michaelboxall_NEW
Michael Cooper,GK,Goalkeeper,25,England,UEFA,Sheffield United,Championship,146.2,michaelcooper_ENG
Michael Kayode,DF,Right_Back,21,Italy,UEFA,Brentford FC,PremierLeague,292.5,michaelkayode_ITA
Michael Ngadeu,DF,Centre_Back,34,Cameroon,CAF,Beijing Guoan,Chinese_SuperLeague,8.1,michaelngadeu_CAM
Michael Steinwender,DF,Centre_Back,25,Austria,UEFA,Heart of Midlothian FC,Scottish_Premiership,19.5,michaelsteinwender_AUS
Michael Woud,GK,Goalkeeper,26,New Zealand,OFC,Auckland FC,A_League,3.2,michaelwoud_NEW
Michael Zetterer,GK,Goalkeeper,30,Germany,UEFA,SV Werder Bremen,Bundesliga,73.1,michaelzetterer_GER
Michail Antonio,FW,Striker,35,Jamaica,CONCACAF,Without Club,Without_Club,11.4,michailantonio_JAM
Michal Gurgul,DF,Left_Back,19,Poland,UEFA,Lech Poznan,Ekstraklasa,56.9,michalgurgul_POL
Michal Sadilek,MF,Central_Midfielder,26,Czech Republic,UEFA,SK Slavia Prague,Chance_Liga,130.0,michalsadilek_CZE
Michel Aebischer,MF,Central_Midfielder,28,Switzerland,UEFA,Bologna FC 1909,Serie_A,121.9,michelaebischer_SWI
Michele Castagnetti,MF,Defensive_Midfielder,35,Italy,UEFA,US Cremonese,Serie_A,5.7,michelecastagnetti_ITA
Michele Di Gregorio,GK,Goalkeeper,28,Italy,UEFA,Juventus FC,Serie_A,292.5,micheledigregorio_ITA
Michel Vlap,MF,Attacking_Midfielder,28,Netherlands,UEFA,Twente Enschede FC,Eredivisie,81.2,michelvlap_NET
Micky van de Ven,DF,Centre_Back,24,Netherlands,UEFA,Tottenham Hotspur,PremierLeague,812.5,mickyvandeven_NET
Miguel Almiron,FW,Right_Winger,31,Paraguay,CONMEBOL,Atlanta United FC,MLS,162.5,miguelalmiron_PAR
Miguel Borja,FW,Striker,32,Colombia,CONMEBOL,CA River Plate,Liga_Profesional,56.9,miguelborja_COL
Miguel Chaiwa,MF,Defensive_Midfielder,21,Zambia,CAF,BSC Young Boys,Swiss_SuperLeague,19.5,miguelchaiwa_ZAM
Miguel Crespo,MF,Central_Midfielder,28,Portugal,UEFA,Basaksehir FK,SuperLig,52.0,miguelcrespo_POR
Miguel Gutierrez,DF,Left_Back,24,Spain,UEFA,Girona FC,LaLiga,325.0,miguelgutierrez_SPA
Miguel Tapias,DF,Centre_Back,28,Mexico,CONCACAF,Deportivo Guadalajara,Liga_MX,32.5,migueltapias_MEX
Mihailo Stevanovic,MF,Central_Midfielder,23,Serbia,UEFA,FC St. Gallen 1879,Swiss_SuperLeague,19.5,mihailostevanovic_SER
Mijat Gacinovic,MF,Attacking_Midfielder,30,Serbia,UEFA,AEK Athens,SuperLeague1,32.5,mijatgacinovic_SER
Mika Biereth,FW,Striker,22,Denmark,UEFA,AS Monaco,Ligue1,487.5,mikabiereth_DEN
Mika Godts,FW,Left_Winger,20,Belgium,UEFA,Ajax Amsterdam,Eredivisie,162.5,mikagodts_BEL
Mika Marmol,DF,Centre_Back,24,Spain,UEFA,UD Las Palmas,LaLiga_2,162.5,mikamarmol_SPA
Mikayil Faye,DF,Centre_Back,21,Senegal,CAF,Stade Rennais FC,Ligue1,97.5,mikayilfaye_SEN
Mikel Merino,MF,Central_Midfielder,29,Spain,UEFA,Arsenal FC,PremierLeague,568.8,mikelmerino_SPA
Mike Maignan,GK,Goalkeeper,30,France,UEFA,AC Milan,Serie_A,406.2,mikemaignan_FRA
Mike Penders,GK,Goalkeeper,19,Belgium,UEFA,Chelsea FC,PremierLeague,195.0,mikependers_BEL
Miki Yamane,DF,Right_Back,31,Japan,AFC,Los Angeles Galaxy,MLS,24.4,mikiyamane_JAP
Mikkel Damsgaard,MF,Attacking_Midfielder,25,Denmark,UEFA,Brentford FC,PremierLeague,455.0,mikkeldamsgaard_DEN
Milan Badelj,MF,Defensive_Midfielder,36,Croatia,UEFA,Without Club,Without_Club,13.0,milanbadelj_CRO
Milan Skriniar,DF,Centre_Back,30,Slovakia,UEFA,Paris Saint-Germain,Ligue1,243.8,milanskriniar_SLO
Milan van Ewijk,DF,Right_Back,24,Netherlands,UEFA,Coventry City,Championship,162.5,milanvanewijk_NET
Miles Robinson,DF,Centre_Back,28,United States,CONCACAF,FC Cincinnati,MLS,56.9,milesrobinson_UNI
Mile Svilar,GK,Goalkeeper,25,Serbia,UEFA,AS Roma,Serie_A,406.2,milesvilar_SER
Milos Kerkez,DF,Left_Back,21,Hungary,UEFA,Liverpool FC,PremierLeague,731.2,miloskerkez_HUN
Milton Delgado,MF,Defensive_Midfielder,20,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,89.4,miltondelgado_ARG
Milton Gimenez,FW,Striker,28,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,56.9,miltongimenez_ARG
Mio Backhaus,GK,Goalkeeper,21,Germany,UEFA,SV Werder Bremen,Bundesliga,32.5,miobackhaus_GER
Mirko Topic,MF,Defensive_Midfielder,24,Serbia,UEFA,FC Famalicão,Liga_Portugal,81.2,mirkotopic_SER
Miroslav Stevanovic,MF,Side_Midfielder,34,Bosnia-Herzegovina,UEFA,Servette FC,Swiss_SuperLeague,6.5,miroslavstevanovic_BOS
Modibo Sagnan,DF,Centre_Back,26,Mali,CAF,Montpellier HSC,Ligue2,48.8,modibosagnan_MAL
Mohamed-Ali Cho,FW,Right_Winger,21,France,UEFA,OGC Nice,Ligue1,243.8,mohamed-alicho_FRA
Mohamed Amoura,FW,Striker,25,Algeria,CAF,VfL Wolfsburg,Bundesliga,520.0,mohamedamoura_ALG
Mohamed Bayo,FW,Striker,27,Guinea,CAF,LOSC Lille,Ligue1,45.5,mohamedbayo_GUI
Mohamed Belhadj Mahmoud,MF,Defensive_Midfielder,25,Tunisia,CAF,FC Lugano,Swiss_SuperLeague,65.0,mohamedbelhadjmahmoud_TUN
Mohamed Belloumi,FW,Right_Winger,23,Algeria,CAF,Hull City,Championship,73.1,mohamedbelloumi_ALG
Mohamed Elyounoussi,FW,Right_Winger,30,Norway,UEFA,FC Copenhagen,Danish_Superligaen,81.2,mohamedelyounoussi_NOR
Mohamed Kone,GK,Goalkeeper,23,Cote d'Ivoire,CAF,Royal Charleroi SC,Jupiler_ProLeague,19.5,mohamedkone_COT
Mohamed Salah,FW,Right_Winger,33,Egypt,CAF,Liverpool FC,PremierLeague,812.5,mohamedsalah_EGY
Mohamed Simakan,DF,Centre_Back,25,France,UEFA,Al-Nassr FC,Saudi_ProLeague,373.8,mohamedsimakan_FRA
Mohamed Toure,FW,Striker,21,Australia,AFC,Randers FC,Danish_Superligaen,14.6,mohamedtoure_AUS
Mohammed Fuseini,FW,Striker,23,Ghana,CAF,Union Saint-Gilloise,Jupiler_ProLeague,73.1,mohammedfuseini_GHA
Mohammed Salisu,DF,Centre_Back,26,Ghana,CAF,AS Monaco,Ligue1,195.0,mohammedsalisu_GHA
Moise Bombito,DF,Centre_Back,25,Canada,CONCACAF,OGC Nice,Ligue1,162.5,moisebombito_CAN
Moise Kean,FW,Striker,25,Italy,UEFA,ACF Fiorentina,Serie_A,812.5,moisekean_ITA
Moises Caicedo,MF,Defensive_Midfielder,23,Ecuador,CONMEBOL,Chelsea FC,PremierLeague,1462.5,moisescaicedo_ECU
