Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Joe Mendes,22,Sweden,Right_Back,Samsunspor,SuperLig,UEFA,48.8,DF,71,85,40,60,73,65,62,joemendes
Leo Duarte,29,Brazil,Centre_Back,Basaksehir FK,SuperLig,CONMEBOL,48.8,DF,75,57,36,49,60,76,78,duarteleo
Enis Destan,23,Turkey,Striker,Trabzonspor,SuperLig,UEFA,48.8,FW,67,68,66,62,65,48,70,destanenis
Carl Rushworth,24,England,Goalkeeper,Coventry City,Championship,UEFA,48.8,GK,72,72,70,71,73,55,71,carlrushworth
Cezary Miszta,23,Poland,Goalkeeper,Rio Ave FC,Liga_Portugal,UEFA,48.8,GK,66,67,65,64,70,34,66,cezarymiszta
Zaid Romero,25,Argentina,Centre_Back,Club Brugge KV,Jupiler_ProLeague,CONMEBOL,48.8,DF,75,73,30,53,64,74,87,romerozaid
Yohei Takaoka,29,Japan,Goalkeeper,Vancouver Whitecaps FC,MLS,AFC,48.8,GK,73,76,72,67,74,29,70,takaokayohei
Joel Chima Fujita,23,Japan,Central_Midfielder,FC St. Pauli,Bundesliga,AFC,48.8,MF,67,67,57,61,65,64,67,chimafujitajoel
Anouar Ait El Hadj,23,Belgium,Attacking_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,48.8,MF,70,71,63,69,75,44,60,aitanouarelhadj
Kamiel Van De Perre,21,Belgium,Central_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,48.8,MF,53,73,39,52,59,41,42,dekamielperrevan
Fedde Leysen,22,Belgium,Centre_Back,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,48.8,DF,65,54,38,50,49,65,69,feddeleysen
Daniel Peretz,25,Israel,Goalkeeper,Hamburger SV,Bundesliga,UEFA,48.8,GK,72,74,74,69,73,35,63,danielperetz
Karl Hein,23,Estonia,Goalkeeper,Arsenal FC,PremierLeague,UEFA,48.8,GK,64,61,63,56,66,35,64,heinkarl
Benjamin Tahirovic,22,Bosnia-Herzegovina,Central_Midfielder,Bröndby IF,Danish_Superligaen,UEFA,48.8,MF,70,54,50,65,68,64,72,benjamintahirovic
Matias Mansilla,29,Argentina,Goalkeeper,Club Atlético Tucumán,Liga_Profesional,CONMEBOL,48.8,GK,73,70,71,68,75,25,76,mansillamatias
Yvan Neyou,28,Cameroon,Defensive_Midfielder,Getafe CF,LaLiga,CAF,48.8,MF,71,65,60,64,75,69,70,neyouyvan
Elisha Owusu,27,Ghana,Defensive_Midfielder,AJ Auxerre,Ligue1,CAF,48.8,MF,71,60,53,64,68,67,69,elishaowusu
Khalil Fayad,21,Morocco,Central_Midfielder,Montpellier HSC,Ligue2,CAF,48.8,MF,69,65,59,68,75,63,42,fayadkhalil
Makhtar Gueye,27,Senegal,Striker,Blackburn Rovers,Championship,CAF,48.8,FW,70,63,69,55,60,32,85,gueyemakhtar
Lazare Amani,27,Cote d'Ivoire,Central_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,CAF,48.8,MF,73,77,65,70,79,66,70,amanilazare
Jabes Saralegui,22,Argentina,Central_Midfielder,Club Atlético Tigre,Liga_Profesional,CONMEBOL,48.8,MF,63,69,55,60,66,56,62,jabessaralegui
Sebastien Haller,31,Cote d'Ivoire,Striker,Borussia Dortmund,Bundesliga,CAF,48.8,FW,79,56,79,63,75,51,73,hallersebastien
Santiago Solari,27,Argentina,Right_Winger,Racing Club,Liga_Profesional,CONMEBOL,48.8,FW,71,79,66,65,72,38,62,santiagosolari
Joaquin Garcia,23,Argentina,Right_Back,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,48.8,DF,72,82,46,65,72,65,73,garciajoaquin
Andres Vombergar,30,Slovenia,Striker,CA San Lorenzo de Almagro,Liga_Profesional,UEFA,48.8,FW,71,71,68,60,64,33,78,andresvombergar
Mateo Coronel,26,Argentina,Striker,Club Atlético Tucumán,Liga_Profesional,CONMEBOL,48.8,FW,69,83,69,67,68,36,59,coronelmateo
Juan Barinaga,24,Argentina,Right_Back,CA Boca Juniors,Liga_Profesional,CONMEBOL,48.8,DF,71,71,48,64,65,68,71,barinagajuan
Juan Gimenez,19,Argentina,Centre_Back,CA Rosario Central,Liga_Profesional,CONMEBOL,48.8,DF,59,57,31,53,43,60,59,gimenezjuan
Damian Puebla,22,Argentina,Attacking_Midfielder,Instituto ACC,Liga_Profesional,CONMEBOL,48.8,MF,65,69,72,60,68,25,48,damianpuebla
Nedim Bajrami,26,Albania,Attacking_Midfielder,Rangers FC,Scottish_Premiership,UEFA,48.8,MF,74,75,68,73,77,58,65,bajraminedim
Aiden O'Neill,27,Australia,Defensive_Midfielder,New York City FC,MLS,AFC,48.8,MF,70,76,61,65,69,66,78,aideno'neill
Riley McGree,26,Australia,Central_Midfielder,Middlesbrough FC,Championship,AFC,48.8,MF,72,78,67,69,73,63,74,mcgreeriley
Theo Leoni,25,Belgium,Central_Midfielder,RSC Anderlecht,Jupiler_ProLeague,UEFA,48.8,MF,73,70,67,73,71,64,63,leonitheo
Saud Abdulhamid,26,Saudi Arabia,Right_Back,AS Roma,Serie_A,AFC,48.8,DF,78,92,46,67,72,71,77,abdulhamidsaud
Nazareno Colombo,26,Argentina,Centre_Back,Racing Club,Liga_Profesional,CONMEBOL,48.8,DF,73,63,39,52,54,74,79,colombonazareno
Gabriel Rojas,28,Argentina,Left_Back,Racing Club,Liga_Profesional,CONMEBOL,48.8,DF,73,83,60,69,73,66,71,gabrielrojas
Ryoya Morishita,28,Japan,Attacking_Midfielder,Legia Warszawa,Ekstraklasa,AFC,48.8,MF,64,71,57,58,66,59,61,morishitaryoya
Roman Yaremchuk,29,Ukraine,Striker,Olympiacos Piraeus,SuperLeague1,UEFA,48.8,FW,74,73,72,68,69,44,75,romanyaremchuk
Gelson Martins,30,Portugal,Right_Winger,Olympiacos Piraeus,SuperLeague1,UEFA,48.8,FW,74,86,67,67,81,51,54,gelsonmartins
Lucas Vazquez,34,Spain,Right_Back,Without Club,Without_Club,UEFA,48.8,DF,81,81,74,80,81,74,69,lucasvazquez
Francesco Acerbi,37,Italy,Centre_Back,Inter Milan,Serie_A,UEFA,48.8,DF,84,60,50,64,65,86,80,acerbifrancesco
Ibrahim Salah,23,Morocco,Left_Winger,Stade Rennais FC,Ligue1,CAF,48.8,FW,70,73,69,58,72,30,67,ibrahimsalah
Aral Simsir,23,Turkey,Left_Winger,FC Midtjylland,Danish_Superligaen,UEFA,48.8,FW,70,76,62,65,72,36,60,aralsimsir
Marko Arnautovic,36,Austria,Striker,Red Star Belgrade,Superliga_Srbjie,UEFA,48.8,FW,80,70,79,78,79,44,78,arnautovicmarko
Georginio Wijnaldum,34,Netherlands,Central_Midfielder,Al-Ettifaq FC,Saudi_ProLeague,UEFA,48.8,MF,78,68,72,76,80,76,75,georginiowijnaldum
William Clem,21,Denmark,Defensive_Midfielder,FC Copenhagen,Danish_Superligaen,UEFA,48.8,MF,68,56,48,62,62,65,66,clemwilliam
Yvon Mvogo,31,Switzerland,Goalkeeper,Without Club,Without_Club,UEFA,48.8,GK,77,78,77,74,77,42,76,mvogoyvon
Martin Jedlicka,27,Czech Republic,Goalkeeper,FC Viktoria Plzen,Chance_Liga,UEFA,48.8,GK,74,73,74,70,75,35,72,jedlickamartin
Marco Bizot,34,Netherlands,Goalkeeper,Aston Villa,PremierLeague,UEFA,48.8,GK,79,79,76,72,80,46,79,bizotmarco
Frederik Ronnow,32,Denmark,Goalkeeper,1.FC Union Berlin,Bundesliga,UEFA,48.8,GK,79,79,79,69,81,47,78,frederikronnow
Oliver Baumann,35,Germany,Goalkeeper,TSG 1899 Hoffenheim,Bundesliga,UEFA,48.8,GK,82,81,80,78,83,39,79,baumannoliver
Leon Flach,24,United States,Defensive_Midfielder,Jagiellonia Bialystok,Ekstraklasa,CONCACAF,48.8,MF,68,82,54,63,69,68,70,flachleon
Richard Ledezma,24,United States,Right_Back,Deportivo Guadalajara,Liga_MX,CONCACAF,48.8,DF,67,68,60,66,70,48,47,ledezmarichard
Luis Palma,25,Honduras,Left_Winger,Lech Poznan,Ekstraklasa,CONCACAF,48.8,FW,74,77,74,75,75,32,63,luispalma
Viktor Claesson,33,Sweden,Striker,FC Copenhagen,Danish_Superligaen,UEFA,48.8,FW,74,72,71,72,76,63,76,claessonviktor
Alex Padilla,21,Mexico,Goalkeeper,Athletic Bilbao,LaLiga,CONCACAF,48.8,GK,63,64,64,60,62,31,67,alexpadilla
Joel Latibeaudiere,25,Jamaica,Centre_Back,Coventry City,Championship,CONCACAF,48.8,DF,70,66,38,58,63,70,74,joellatibeaudiere
Liam Millar,25,Canada,Left_Winger,Hull City,Championship,CONCACAF,48.8,FW,72,85,65,63,75,52,61,liammillar
Leonel Picco,26,Argentina,Defensive_Midfielder,Club Atlético Platense,Liga_Profesional,CONMEBOL,48.8,MF,68,54,58,61,63,65,73,leonelpicco
Gyrano Kerk,29,Suriname,Right_Winger,Royal Antwerp FC,Jupiler_ProLeague,CONCACAF,48.8,FW,71,84,70,62,71,35,72,gyranokerk
Aschraf El Mahdioui,29,Netherlands,Defensive_Midfielder,Al-Taawoun FC,Saudi_ProLeague,UEFA,48.8,MF,78,65,55,74,73,70,75,aschrafelmahdioui
Andrei Girotto,33,Brazil,Centre_Back,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,48.8,DF,76,49,65,67,66,77,75,andreigirotto
Mamady Diambou,22,Mali,Defensive_Midfielder,Red Bull Salzburg,Austria_Bundesliga,CAF,48.8,MF,65,74,52,59,66,60,65,diamboumamady
Aaron Molinas,24,Argentina,Attacking_Midfielder,Defensa y Justicia,Liga_Profesional,CONMEBOL,48.8,MF,72,73,57,72,76,51,63,aaronmolinas
Ignacio Vazquez,28,Argentina,Centre_Back,Club Atlético Platense,Liga_Profesional,CONMEBOL,48.8,DF,68,43,29,40,43,70,77,ignaciovazquez
Joao Rego,20,Portugal,Attacking_Midfielder,SL Benfica,Liga_Portugal,UEFA,48.8,MF,64,66,55,62,70,54,50,joaorego
Jackson Muleka,25,Congo,Striker,Al-Kholood Club,Saudi_ProLeague,CAF,48.8,FW,69,81,70,59,70,36,73,jacksonmuleka
Anis Slimane,24,Tunisia,Central_Midfielder,Norwich City,Championship,CAF,48.8,MF,67,65,59,62,68,58,75,anisslimane
Obinna Nwobodo,28,Nigeria,Defensive_Midfielder,FC Cincinnati,MLS,CAF,48.8,MF,73,82,61,64,70,73,74,nwobodoobinna
Alhassan Yusuf,25,Nigeria,Central_Midfielder,New England Revolution,MLS,CAF,48.8,MF,72,76,59,67,73,67,76,alhassanyusuf
Modibo Sagnan,26,Mali,Centre_Back,Montpellier HSC,Ligue2,CAF,48.8,DF,73,66,32,58,56,73,76,modibosagnan
Ali Ahmed,24,Canada,Side_Midfielder,Vancouver Whitecaps FC,MLS,CONCACAF,48.8,MF,64,75,55,60,66,61,63,ahmedali
James Sands,25,United States,Defensive_Midfielder,FC St. Pauli,Bundesliga,CONCACAF,48.8,MF,71,51,50,61,66,69,72,jamessands
Owen Wolff,20,United States,Central_Midfielder,Austin FC,MLS,CONCACAF,48.8,MF,64,72,44,61,67,61,53,owenwolff
Duncan McGuire,24,United States,Striker,Orlando City SC,MLS,CONCACAF,45.5,FW,67,65,64,43,60,25,67,duncanmcguire
Max O'Leary,28,Ireland,Goalkeeper,Bristol City,Championship,UEFA,45.5,GK,69,73,67,68,73,43,68,maxo'leary
Kenneth Paal,28,Suriname,Left_Back,Antalyaspor,SuperLig,CONCACAF,45.5,DF,71,81,51,68,72,65,72,kennethpaal
Paul Bernardoni,28,France,Goalkeeper,Yverdon Sport FC,Other_leagues,UEFA,45.5,GK,72,73,70,69,71,29,72,bernardonipaul
Irfan Can Egribayat,27,Turkey,Goalkeeper,Fenerbahce,SuperLig,UEFA,45.5,GK,70,70,70,69,73,47,68,canegribayatirfan
Kamal Miller,28,Canada,Centre_Back,Portland Timbers,MLS,CONCACAF,45.5,DF,71,76,48,60,63,69,80,kamalmiller
Daryl Dike,25,United States,Striker,West Bromwich Albion,Championship,CONCACAF,45.5,FW,70,65,70,47,62,20,79,daryldike
Zak Vyner,28,Kenya,Centre_Back,Bristol City,Championship,CAF,45.5,DF,70,68,35,56,62,70,72,vynerzak
Mohamed Bayo,27,Guinea,Striker,LOSC Lille,Ligue1,CAF,45.5,FW,73,67,75,60,72,26,65,bayomohamed
Fallou Fall,21,Senegal,Centre_Back,St. Louis CITY SC,MLS,CAF,45.5,DF,59,48,28,45,47,59,61,fallfallou
Olivier Ntcham,29,Cameroon,Attacking_Midfielder,Samsunspor,SuperLig,CAF,45.5,MF,71,67,69,73,75,63,73,ntchamolivier
Dayne St. Clair,28,Canada,Goalkeeper,Minnesota United FC,MLS,CONCACAF,45.5,GK,71,71,66,56,76,27,70,clairdaynest
Andrea Compagno,29,Italy,Striker,Jeonbuk Hyundai Motors,K_League1,UEFA,45.5,FW,70,61,70,50,61,33,79,andreacompagno
Bruno Onyemaechi,26,Nigeria,Left_Back,Olympiacos Piraeus,SuperLeague1,CAF,43.9,DF,71,81,42,58,63,69,72,brunoonyemaechi
Jordan Bos,22,Australia,Left_Back,Feyenoord Rotterdam,Eredivisie,AFC,43.9,DF,69,87,58,60,69,61,79,bosjordan
Tin Jedvaj,29,Croatia,Centre_Back,Panathinaikos FC,SuperLeague1,UEFA,43.9,DF,74,70,51,57,64,74,76,jedvajtin
John Tolkin,22,United States,Left_Back,Holstein Kiel,Bundesliga_2,CONCACAF,40.6,DF,70,81,46,63,64,65,68,johntolkin
Mathew Ryan,33,Australia,Goalkeeper,Without Club,Without_Club,AFC,40.6,GK,78,76,78,80,79,52,77,mathewryan
Roman Celentano,24,United States,Goalkeeper,FC Cincinnati,MLS,CONCACAF,40.6,GK,71,72,67,66,71,21,72,celentanoroman
Terry Yegbe,24,Ghana,Centre_Back,IF Elfsborg,Allsvenskan,CAF,40.6,DF,62,64,36,48,50,59,73,terryyegbe
Sheraldo Becker,30,Suriname,Left_Winger,Real Sociedad,LaLiga,CONCACAF,40.6,FW,76,93,74,70,78,35,69,beckersheraldo
Kaua Santos,22,Brazil,Goalkeeper,Eintracht Frankfurt,Bundesliga,CONMEBOL,40.6,GK,61,64,60,55,64,30,57,kauasantos
Razvan Sava,23,Romania,Goalkeeper,Udinese Calcio,Serie_A,UEFA,40.6,GK,69,70,69,63,71,25,70,razvansava
Drake Callender,27,United States,Goalkeeper,Inter Miami CF,MLS,CONCACAF,40.6,GK,70,71,68,63,76,25,66,callenderdrake
Sean Nealis,28,United States,Centre_Back,New York Red Bulls,MLS,CONCACAF,40.6,DF,70,67,32,39,49,69,84,nealissean
Bobby De Cordova-Reid,32,Jamaica,Right_Winger,Leicester City,Championship,CONCACAF,40.6,FW,75,74,72,72,76,60,63,bobbycordovadereid
Timothy Tillman,26,United States,Central_Midfielder,Los Angeles FC,MLS,CONCACAF,40.6,MF,71,75,56,67,75,54,68,tillmantimothy
Joseph Rosales,24,Honduras,Left_Back,Minnesota United FC,MLS,CONCACAF,40.6,DF,64,70,44,57,65,59,59,josephrosales
Walid Cheddira,27,Morocco,Striker,SSC Napoli,Serie_A,CAF,40.6,FW,74,80,73,64,68,41,76,cheddirawalid
Remy Cabella,35,France,Attacking_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,40.6,MF,76,68,71,76,80,40,50,cabellaremy
Luuk de Jong,34,Netherlands,Striker,Without Club,Without_Club,UEFA,40.6,FW,81,44,80,73,73,57,80,dejongluuk
David Ruiz,21,Honduras,Defensive_Midfielder,Inter Miami CF,MLS,CONCACAF,40.6,MF,64,68,49,59,68,61,57,davidruiz
Tino Kadewere,29,Zimbabwe,Striker,Aris Thessaloniki,SuperLeague1,CAF,40.6,FW,72,73,72,66,72,38,67,kadeweretino
Matteo Darmian,35,Italy,Right_Back,Inter Milan,Serie_A,UEFA,40.6,DF,81,72,62,75,76,80,75,darmianmatteo
Jordan Henderson,35,England,Defensive_Midfielder,Brentford FC,PremierLeague,UEFA,40.6,MF,80,64,72,81,76,75,78,hendersonjordan
Kevin Kampl,34,Slovenia,Central_Midfielder,RB Leipzig,Bundesliga,UEFA,40.6,MF,78,52,66,79,81,64,59,kamplkevin
Lassana Coulibaly,29,Mali,Central_Midfielder,US Lecce,Serie_A,CAF,40.6,MF,74,69,58,69,72,72,75,coulibalylassana
Thomas Strakosha,30,Albania,Goalkeeper,AEK Athens,SuperLeague1,UEFA,40.6,GK,74,74,73,72,75,43,71,strakoshathomas
Paulo Gazzaniga,33,Argentina,Goalkeeper,Girona FC,LaLiga,CONMEBOL,40.6,GK,82,82,80,83,81,57,82,gazzanigapaulo
Alexander Schlager,29,Austria,Goalkeeper,Red Bull Salzburg,Austria_Bundesliga,UEFA,40.6,GK,74,73,72,66,76,46,73,alexanderschlager
Matheus,33,Brazil,Goalkeeper,Red Star Belgrade,Superliga_Srbjie,CONMEBOL,40.6,GK,79,82,75,81,80,45,77,matheus
Niklas Hedl,24,Austria,Goalkeeper,Rapid Vienna,Austria_Bundesliga,UEFA,40.6,GK,71,73,70,65,73,29,69,hedlniklas
Tobias Lawal,25,Austria,Goalkeeper,KRC Genk,Jupiler_ProLeague,UEFA,40.6,GK,72,77,68,64,74,30,70,lawaltobias
Mattia Perin,32,Italy,Goalkeeper,Juventus FC,Serie_A,UEFA,40.6,GK,79,79,79,71,81,57,79,mattiaperin
Yoram Zague,19,France,Right_Back,FC Copenhagen,Danish_Superligaen,UEFA,40.6,DF,64,74,47,59,65,59,56,yoramzague
Frederik Alves,25,Denmark,Centre_Back,Bröndby IF,Danish_Superligaen,UEFA,40.6,DF,67,49,31,44,51,67,73,alvesfrederik
Warleson,28,Brazil,Goalkeeper,Cercle Brugge ,Other_leagues,CONMEBOL,40.6,GK,72,72,70,75,76,27,69,warleson
Alvaro Valles,28,Spain,Goalkeeper,Real Betis Balompié,LaLiga,UEFA,40.6,GK,81,80,79,79,83,41,81,alvarovalles
Arnaud Bodart,27,Belgium,Goalkeeper,LOSC Lille,Ligue1,UEFA,40.6,GK,74,77,71,69,74,55,74,arnaudbodart
Nediljko Labrovic,25,Croatia,Goalkeeper,FC Augsburg,Bundesliga,UEFA,40.6,GK,73,76,70,63,74,40,73,labrovicnediljko
Josh Atencio,23,United States,Defensive_Midfielder,Colorado Rapids,MLS,CONCACAF,40.6,MF,64,64,46,52,54,66,74,atenciojosh
Andre Gomes,20,Portugal,Goalkeeper,FC Alverca,Liga_Portugal,UEFA,40.6,GK,65,66,62,61,67,41,64,andregomes
Justen Glad,28,United States,Centre_Back,Real Salt Lake City,MLS,CONCACAF,40.6,DF,69,69,35,50,50,70,74,gladjusten
Florian Lejeune,34,France,Centre_Back,Rayo Vallecano,LaLiga,UEFA,40.6,DF,77,48,57,64,65,77,70,florianlejeune
Connor Metcalfe,25,Australia,Central_Midfielder,FC St. Pauli,Bundesliga,AFC,40.6,MF,69,76,60,66,70,62,76,connormetcalfe
Jonas Omlin,31,Switzerland,Goalkeeper,Borussia Mönchengladbach,Bundesliga,UEFA,40.6,GK,79,79,77,76,82,52,75,jonasomlin
Daniel Iversen,28,Denmark,Goalkeeper,Preston North End,Championship,UEFA,40.6,GK,71,71,70,67,71,45,69,danieliversen
Kevin Trapp,35,Germany,Goalkeeper,Eintracht Frankfurt,Bundesliga,UEFA,40.6,GK,82,82,80,76,84,46,79,kevintrapp
Lukasz Skorupski,34,Poland,Goalkeeper,Bologna FC 1909,Serie_A,UEFA,40.6,GK,79,79,76,68,83,51,78,lukaszskorupski
Nikolas Polster,23,Austria,Goalkeeper,Wolfsberger AC,Austria_Bundesliga,UEFA,40.6,GK,61,65,59,54,64,19,53,nikolaspolster
Justin Hammel,24,Switzerland,Goalkeeper,Grasshopper Club Zurich,Swiss_SuperLeague,UEFA,40.6,GK,69,69,68,67,74,23,69,hammeljustin
Tjark Ernst,22,Germany,Goalkeeper,Hertha BSC,Bundesliga_2,UEFA,40.6,GK,68,72,68,58,71,29,67,ernsttjark
Oliver Dovin,23,Sweden,Goalkeeper,Coventry City,Championship,UEFA,40.6,GK,67,68,65,66,68,45,66,dovinoliver
Jacob Widell Zetterstrom,27,Sweden,Goalkeeper,Derby County,Championship,UEFA,40.6,GK,71,78,70,67,75,20,67,jacobwidellzetterstrom
Dennis Seimen,19,Germany,Goalkeeper,SC Paderborn 07,Bundesliga_2,UEFA,40.6,GK,63,64,58,61,65,40,59,dennisseimen
Michael Baidoo,26,Ghana,Attacking_Midfielder,Umm Salal SC,QSL,CAF,40.6,MF,70,81,64,63,71,52,63,baidoomichael
Rafik Belghali,23,Algeria,Right_Back,KV Mechelen,Jupiler_ProLeague,CAF,40.6,DF,65,82,60,61,66,60,59,belghalirafik
Ahmed Touba,27,Algeria,Centre_Back,Panathinaikos FC,SuperLeague1,CAF,40.6,DF,70,72,53,61,62,68,80,ahmedtouba
Lawrence Shankland,29,Scotland,Striker,Heart of Midlothian FC,Scottish_Premiership,UEFA,40.6,FW,75,63,78,64,74,28,80,lawrenceshankland
Ali Al-Hamadi,23,Iraq,Striker,Ipswich Town,Championship,AFC,40.6,FW,66,80,63,47,64,18,73,alalihamadi
Sang-bin Jeong,23,"Korea, South",Striker,St. Louis CITY SC,MLS,AFC,40.6,FW,66,87,62,57,69,24,66,binjeongsang
Pathe Mboup,21,Senegal,Left_Winger,Pau FC,Ligue2,CAF,40.6,FW,65,82,62,57,69,27,49,mbouppathe
Marcos Lopez,25,Peru,Left_Back,FC Copenhagen,Danish_Superligaen,CONMEBOL,40.6,DF,68,76,54,64,71,65,71,lopezmarcos
Kristian Arnstad,21,Norway,Central_Midfielder,Aarhus GF,Danish_Superligaen,UEFA,40.6,MF,66,68,56,65,70,60,64,arnstadkristian
Sambou Soumano,24,Senegal,Striker,FC Lorient,Ligue1,CAF,40.6,FW,68,69,69,52,69,25,53,sambousoumano
Augustine Boakye,24,Ghana,Right_Winger,AS Saint-Étienne,Ligue2,CAF,40.6,FW,69,86,61,59,72,26,54,augustineboakye
Bruno Varela,30,Cabo Verde,Goalkeeper,Vitória Guimarães SC,Liga_Portugal,CAF,40.6,GK,75,75,73,69,76,39,73,brunovarela
Joao Paulo,30,Brazil,Goalkeeper,Santos FC,Brasileiro_SerieA,CONMEBOL,40.6,GK,76,65,69,76,75,72,77,joaopaulo
Jordan Larsson,28,Sweden,Right_Winger,FC Copenhagen,Danish_Superligaen,UEFA,40.6,FW,71,81,70,68,72,34,70,jordanlarsson
Birger Meling,30,Norway,Left_Back,FC Copenhagen,Danish_Superligaen,UEFA,40.6,DF,73,79,55,68,72,69,66,birgermeling
Dani Silva,25,Portugal,Defensive_Midfielder,FC Midtjylland,Danish_Superligaen,UEFA,40.6,MF,69,64,55,67,71,60,68,danisilva
Tobias Bech,23,Denmark,Striker,Aarhus GF,Danish_Superligaen,UEFA,40.6,FW,69,82,66,65,70,58,69,bechtobias
Patrick Pentz,28,Austria,Goalkeeper,Bröndby IF,Danish_Superligaen,UEFA,40.6,GK,74,73,71,71,76,53,72,patrickpentz
Pau Lopez,30,Spain,Goalkeeper,Real Betis Balompié,LaLiga,UEFA,40.6,GK,79,77,77,79,82,48,80,lopezpau
Wilfried Kanga,27,Cote d'Ivoire,Striker,KAA Gent,Jupiler_ProLeague,CAF,40.6,FW,72,71,69,57,65,25,84,kangawilfried
Andreas Hountondji,23,Benin,Striker,FC St. Pauli,Bundesliga,CAF,40.6,FW,69,75,67,58,72,21,58,andreashountondji
Connor Barron,22,Scotland,Central_Midfielder,Rangers FC,Scottish_Premiership,UEFA,40.6,MF,71,69,60,71,68,67,75,barronconnor
Jasper Schendelaar,24,Netherlands,Goalkeeper,PEC Zwolle,Eredivisie,UEFA,40.6,GK,69,68,66,62,73,25,66,jasperschendelaar
Santiago Mele,27,Uruguay,Goalkeeper,CF Monterrey,Liga_MX,CONMEBOL,40.6,GK,73,75,70,68,76,50,68,melesantiago
Edwin Cerrillo,24,United States,Defensive_Midfielder,Los Angeles Galaxy,MLS,CONCACAF,40.6,MF,67,63,46,60,63,63,71,cerrilloedwin
Davy Roef,31,Belgium,Goalkeeper,KAA Gent,Jupiler_ProLeague,UEFA,40.6,GK,72,73,71,71,72,51,71,davyroef
Kevin Akpoguma,30,Nigeria,Centre_Back,TSG 1899 Hoffenheim,Bundesliga,CAF,40.6,DF,74,74,48,59,70,75,74,akpogumakevin
Stole Dimitrievski,31,North Macedonia,Goalkeeper,Valencia CF,LaLiga,UEFA,40.6,GK,79,78,80,74,79,36,78,dimitrievskistole
Luke McCowan,27,Scotland,Central_Midfielder,Celtic FC,Scottish_Premiership,UEFA,40.6,MF,69,75,70,70,73,57,62,lukemccowan
Jordan Ayew,33,Ghana,Right_Winger,Leicester City,Championship,CAF,40.6,FW,75,71,73,71,78,57,74,ayewjordan
Ilyas Chaira,24,Morocco,Left_Winger,Real Oviedo,LaLiga,CAF,40.6,FW,65,74,61,59,68,40,54,chairailyas
Aimen Moueffek,24,Morocco,Central_Midfielder,AS Saint-Étienne,Ligue2,CAF,40.6,MF,68,65,56,64,72,65,66,aimenmoueffek
Loic Lapoussin,29,Madagascar,Side_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,CAF,40.6,MF,74,75,67,70,77,66,72,lapoussinloic
Daniel Mancini,28,Argentina,Right_Winger,Panathinaikos FC,SuperLeague1,CONMEBOL,40.6,FW,75,81,72,70,76,59,68,danielmancini
Giulian Biancone,25,France,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,40.6,DF,70,64,45,62,65,69,72,bianconegiulian
Sverrir Ingi Ingason,31,Iceland,Centre_Back,Panathinaikos FC,SuperLeague1,UEFA,40.6,DF,72,52,53,57,57,72,75,ingasoningisverrir
Cheikh Niasse,25,Senegal,Defensive_Midfielder,Hellas Verona,Serie_A,CAF,40.6,MF,72,61,44,61,67,71,75,cheikhniasse
Morlaye Sylla,27,Guinea,Left_Winger,Without Club,Without_Club,CAF,40.6,FW,73,81,66,67,75,61,64,morlayesylla
Munashe Garananga,24,Zimbabwe,Centre_Back,FC Copenhagen,Danish_Superligaen,CAF,40.6,DF,67,64,34,47,46,66,71,garanangamunashe
Leon Grgic,19,Austria,Striker,SK Sturm Graz,Austria_Bundesliga,UEFA,40.6,FW,60,64,62,48,58,19,56,grgicleon
Filip Rozga,18,Poland,Attacking_Midfielder,SK Sturm Graz,Austria_Bundesliga,UEFA,40.6,MF,60,80,44,53,65,25,54,filiprozga
Bendeguz Bolla,25,Hungary,Right_Back,Rapid Vienna,Austria_Bundesliga,UEFA,40.6,DF,67,78,54,60,68,60,65,bendeguzbolla
Shola Shoretire,21,England,Left_Winger,PAOK Thessaloniki,SuperLeague1,UEFA,40.6,FW,62,73,54,57,67,37,54,sholashoretire
Jonjoe Kenny,28,England,Right_Back,PAOK Thessaloniki,SuperLeague1,UEFA,40.6,DF,72,69,54,65,69,70,71,jonjoekenny
Tomasz Kedziora,31,Poland,Centre_Back,PAOK Thessaloniki,SuperLeague1,UEFA,40.6,DF,73,76,45,65,65,72,75,kedzioratomasz
Montader Madjed,20,Iraq,Right_Winger,Hammarby IF,Allsvenskan,AFC,40.6,FW,59,75,52,48,68,23,45,madjedmontader
Hyun-jun Yang,23,"Korea, South",Right_Winger,Celtic FC,Scottish_Premiership,AFC,40.6,FW,69,73,64,66,74,35,66,hyunjunyang
Patrick Yazbek,23,Australia,Central_Midfielder,Nashville SC,MLS,AFC,40.6,MF,66,68,54,62,62,62,73,patrickyazbek
Marin Soticek,20,Croatia,Right_Winger,FC Basel 1893,Swiss_SuperLeague,UEFA,40.6,FW,60,75,64,46,58,24,47,marinsoticek
