Name,Age,Nation,Position,Club,League,Confederation,MarketValue,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Marin Pongracic,27,Croatia,Centre_Back,ACF Fiorentina,Serie_A,UEFA,162,DF,75,61,26,52,62,75,75
Marin Soticek,20,Croatia,Right_Winger,FC Basel 1893,Swiss_SuperLeague,UEFA,41,FW,60,75,64,46,58,24,47
Mario Dorgeles,20,Cote d'Ivoire,Central_Midfielder,SC Braga,Liga_Portugal,CAF,65,MF,63,77,46,61,69,51,50
Mario Gila,24,Spain,Centre_Back,SS Lazio,Serie_A,UEFA,488,DF,76,75,53,67,72,78,68
Mario Lemina,31,Gabon,Defensive_Midfielder,Galatasaray,SuperLig,CAF,122,MF,79,69,67,75,75,78,80
Mario Pasalic,30,Croatia,Central_Midfielder,Atalanta BC,Serie_A,UEFA,162,MF,80,69,78,77,81,67,77
Mario Rui,34,Portugal,Left_Back,SSC Napoli,Serie_A,UEFA,13,DF,79,80,56,77,80,74,68
Mario Stroeykens,20,Belgium,Attacking_Midfielder,RSC Anderlecht,Jupiler_ProLeague,UEFA,195,MF,72,74,69,68,74,42,67
Marius Broholm,20,Norway,Right_Winger,LOSC Lille,Ligue1,UEFA,114,FW,63,70,55,60,65,49,48
Marius Mouandilmadji,27,Chad,Striker,Samsunspor,SuperLig,CAF,57,FW,69,73,72,48,65,31,74
Marius Muller,32,Germany,Goalkeeper,VfL Wolfsburg,Bundesliga,UEFA,24,GK,74,75,71,59,78,30,75
Mark-Anthony Kaye,30,Canada,Central_Midfielder,San Jose Earthquakes,MLS,CONCACAF,16,MF,68,70,53,64,64,68,73
Mark Brink,27,Denmark,Defensive_Midfielder,FC Nordsjaelland,Danish_Superligaen,UEFA,32,MF,69,64,56,67,69,62,71
Mark Delgado,30,United States,Central_Midfielder,Los Angeles FC,MLS,CONCACAF,32,MF,71,67,52,66,66,65,70
Mark Flekken,32,Netherlands,Goalkeeper,Bayer 04 Leverkusen,Bundesliga,UEFA,162,GK,79,80,74,83,82,32,77
Mark McGuinness,24,Ireland,Centre_Back,Luton Town,League_One,UEFA,114,DF,70,54,35,50,58,69,79
Mark McKenzie,26,United States,Centre_Back,FC Toulouse,Ligue1,CONCACAF,98,DF,74,81,36,50,64,73,78
Mark Natta,22,Australia,Centre_Back,Newcastle United Jets,A_League,AFC,6,DF,63,76,33,49,56,61,76
Mark O'Hara,29,Scotland,Defensive_Midfielder,St. Mirren FC,Scottish_Premiership,UEFA,11,MF,68,71,66,64,68,64,74
Marko Arnautovic,36,Austria,Striker,Red Star Belgrade,Superliga_Srbjie,UEFA,49,FW,80,70,79,78,79,44,78
Marko Divkovic,26,Croatia,Left_Back,Bröndby IF,Danish_Superligaen,UEFA,32,DF,65,80,58,62,65,56,64
Marko Grujic,29,Serbia,Defensive_Midfielder,FC Porto,Liga_Portugal,UEFA,65,MF,75,59,71,71,75,74,82
Marko Stamenic,23,New Zealand,Defensive_Midfielder,Nottingham Forest,PremierLeague,OFC,49,MF,72,67,60,68,72,66,75
Mark Travers,26,Ireland,Goalkeeper,Everton FC,PremierLeague,UEFA,65,GK,73,73,69,70,76,40,73
Marlon Gomes,21,Brazil,Central_Midfielder,Shakhtar Donetsk,Ukrainian_PremierLeague,CONMEBOL,162,MF,71,74,64,69,73,62,64
Marshall Munetsi,29,Zimbabwe,Central_Midfielder,Wolverhampton Wanderers,PremierLeague,CAF,244,MF,76,69,69,71,72,73,80
Marten de Roon,34,Netherlands,Defensive_Midfielder,Atalanta BC,Serie_A,UEFA,81,MF,79,64,71,75,75,82,83
Martim Fernandes,19,Portugal,Right_Back,FC Porto,Liga_Portugal,UEFA,195,DF,67,72,40,54,68,63,57
Martim Marques,21,Portugal,Left_Back,FC Lugano,Swiss_SuperLeague,UEFA,114,DF,61,68,33,56,66,57,43
Martin Baturina,22,Croatia,Attacking_Midfielder,Como 1907,Serie_A,UEFA,358,MF,76,76,70,77,81,59,67
Martin Delavallee,21,Belgium,Goalkeeper,Royal Charleroi SC,Jupiler_ProLeague,UEFA,24,GK,59,60,56,62,59,46,59
Martin Dubravka,36,Slovakia,Goalkeeper,Newcastle United,PremierLeague,UEFA,16,GK,76,76,74,78,78,38,75
Martin Jedlicka,27,Czech Republic,Goalkeeper,FC Viktoria Plzen,Chance_Liga,UEFA,49,GK,74,73,74,70,75,35,72
Martin Odegaard,26,Norway,Attacking_Midfielder,Arsenal FC,PremierLeague,UEFA,1381,MF,89,70,82,89,89,67,66
Martin Payero,26,Argentina,Central_Midfielder,Udinese Calcio,Serie_A,CONMEBOL,89,MF,73,70,65,73,76,63,73
Martin Satriano,24,Uruguay,Striker,RC Lens,Ligue1,CONMEBOL,81,FW,75,67,74,62,73,34,69
Martin Terrier,28,France,Left_Winger,Bayer 04 Leverkusen,Bundesliga,UEFA,276,FW,79,82,80,75,79,36,72
Martin Vitik,22,Czech Republic,Centre_Back,Bologna FC 1909,Serie_A,UEFA,179,DF,75,73,39,56,63,75,75
Marvin Keller,23,Switzerland,Goalkeeper,BSC Young Boys,Swiss_SuperLeague,UEFA,146,GK,70,71,68,67,71,38,72
Marvin Schwabe,30,Germany,Goalkeeper,1.FC Köln,Bundesliga,UEFA,32,GK,77,77,74,75,81,47,74
Mason Mount,26,England,Attacking_Midfielder,Manchester United,PremierLeague,UEFA,455,MF,78,70,77,81,79,61,65
Massimo Coda,36,Italy,Striker,UC Sampdoria,Serie_B,UEFA,8,FW,75,57,76,60,71,25,66
Matai Akinmboni,18,United States,Centre_Back,AFC Bournemouth,PremierLeague,CONCACAF,16,DF,53,54,25,36,37,53,60
Matej Jurasek,21,Czech Republic,Right_Winger,Norwich City,Championship,UEFA,114,FW,73,81,71,67,74,54,70
Matej Kovar,25,Czech Republic,Goalkeeper,PSV Eindhoven,Eredivisie,UEFA,81,GK,76,74,77,78,76,30,78
Mateo Coronel,26,Argentina,Striker,Club Atlético Tucumán,Liga_Profesional,CONMEBOL,49,FW,69,83,69,67,68,36,59
Mateo Joseph,21,Spain,Striker,Leeds United,PremierLeague,UEFA,57,FW,68,82,67,50,67,28,63
Mateo Kovacic,31,Croatia,Central_Midfielder,Manchester City,PremierLeague,UEFA,325,MF,83,69,67,82,87,71,70
Mateo Pellegrino,23,Argentina,Striker,Parma Calcio 1913,Serie_A,CONMEBOL,98,FW,62,54,63,46,57,30,69
Mateo Retegui,26,Italy,Striker,Al-Qadsiah FC,Saudi_ProLeague,UEFA,731,FW,76,72,76,64,70,35,77
Mateus,30,Brazil,Right_Winger,Nagoya Grampus,J1_League,CONMEBOL,29,FW,75,82,74,71,76,53,69
Mateus Fernandes,21,Portugal,Central_Midfielder,Southampton FC,Championship,UEFA,244,MF,74,75,65,73,79,58,62
Mateusz Klich,35,Poland,Central_Midfielder,MLS Pool,Other_leagues,UEFA,10,MF,74,64,70,74,72,65,74
Mateusz Kochalski,25,Poland,Goalkeeper,Qarabağ FK,Other_leagues,UEFA,24,GK,68,69,63,59,72,39,69
Mateusz Lis,28,Poland,Goalkeeper,Göztepe,SuperLig,UEFA,29,GK,73,75,73,68,74,27,75
Matheus,33,Brazil,Goalkeeper,Red Star Belgrade,Superliga_Srbjie,CONMEBOL,41,GK,79,82,75,81,80,45,77
Matheus Franca,21,Brazil,Attacking_Midfielder,Crystal Palace,PremierLeague,CONMEBOL,162,MF,69,77,70,61,75,36,65
Matheus Indio,25,Brazil,Defensive_Midfielder,Qingdao West Coast,Chinese_SuperLeague,CONMEBOL,13,MF,66,68,41,57,63,63,72
Matheus Jussa,29,Brazil,Defensive_Midfielder,Shanghai Port,Chinese_SuperLeague,CONMEBOL,20,MF,71,65,55,63,67,68,78
Matheus Nunes,26,Portugal,Central_Midfielder,Manchester City,PremierLeague,UEFA,569,MF,78,83,71,74,81,73,76
Matheus Reis,30,Brazil,Left_Back,Sporting CP,Liga_Portugal,CONMEBOL,98,DF,78,77,55,70,77,78,83
Mathew Ryan,33,Australia,Goalkeeper,RC Lens,Ligue1,AFC,41,GK,78,76,78,80,79,52,77
Mathias Delorge,20,Belgium,Central_Midfielder,KAA Gent,Jupiler_ProLeague,UEFA,146,MF,71,63,59,71,68,61,70
Mathias Jensen,29,Denmark,Central_Midfielder,Brentford FC,PremierLeague,UEFA,228,MF,77,67,64,79,75,69,74
Mathias Kvistgaarden,23,Denmark,Striker,Norwich City,Championship,UEFA,244,FW,69,81,66,57,70,41,70
Mathias Lovik,21,Norway,Left_Back,Parma Calcio 1913,Serie_A,UEFA,81,DF,64,81,39,52,63,57,65
Mathias Olivera,27,Uruguay,Left_Back,SSC Napoli,Serie_A,CONMEBOL,325,DF,77,71,50,68,71,75,73
Mathieu Choiniere,26,Canada,Central_Midfielder,Grasshopper Club Zurich,Swiss_SuperLeague,CONCACAF,13,MF,70,62,60,69,72,62,58
Mathys Tel,20,France,Striker,Tottenham Hotspur,PremierLeague,UEFA,569,FW,77,86,80,64,77,29,64
Matias Galarza,23,Argentina,Defensive_Midfielder,CA Talleres,Liga_Profesional,CONMEBOL,76,MF,71,69,57,68,74,64,70
Matias Mansilla,29,Argentina,Goalkeeper,Club Atlético Tucumán,Liga_Profesional,CONMEBOL,49,GK,73,70,71,68,75,25,76
Matija Frigan,22,Croatia,Striker,KVC Westerlo,Jupiler_ProLeague,UEFA,122,FW,69,79,68,59,68,36,74
Matko Miljevic,24,United States,Attacking_Midfielder,CA Huracán,Liga_Profesional,CONCACAF,65,MF,65,58,60,63,71,44,57
Mats Knoester,26,Netherlands,Centre_Back,Aberdeen FC,Scottish_Premiership,UEFA,10,DF,67,63,29,49,55,65,78
Mats Kohlert,27,Germany,Left_Back,Bröndby IF,Danish_Superligaen,UEFA,57,DF,72,79,63,72,72,63,68
Mats Wieffer,25,Netherlands,Defensive_Midfielder,Brighton & Hove Albion,PremierLeague,UEFA,406,MF,80,70,66,74,75,76,83
Matt Dibley-Dias,21,New Zealand,Central_Midfielder,Chesterfield FC,Other_leagues,OFC,5,MF,58,68,58,59,63,53,54
Matteo Darmian,35,Italy,Right_Back,Inter Milan,Serie_A,UEFA,41,DF,81,72,62,75,76,80,75
Matteo Di Giusto,24,Switzerland,Attacking_Midfielder,FC Luzern,Swiss_SuperLeague,UEFA,20,MF,71,78,65,69,75,30,53
Matteo Gabbia,25,Italy,Centre_Back,AC Milan,Serie_A,UEFA,228,DF,77,48,35,52,58,79,75
Matteo Guendouzi,26,France,Central_Midfielder,SS Lazio,Serie_A,UEFA,520,MF,80,72,71,78,79,75,81
Matteo Politano,31,Italy,Right_Winger,SSC Napoli,Serie_A,UEFA,162,FW,80,80,78,78,83,42,54
Matteo Prati,21,Italy,Defensive_Midfielder,Cagliari Calcio,Serie_A,UEFA,98,MF,72,59,65,72,71,69,68
Matte Smets,21,Belgium,Centre_Back,KRC Genk,Jupiler_ProLeague,UEFA,211,DF,71,67,33,64,65,73,73
Matt Freese,26,United States,Goalkeeper,New York City FC,MLS,CONCACAF,13,GK,67,69,67,68,68,29,67
Matt Grimes,30,England,Defensive_Midfielder,Coventry City,Championship,UEFA,81,MF,72,59,58,74,71,66,69
Matthew Garbett,23,New Zealand,Central_Midfielder,NAC Breda,Eredivisie,OFC,6,MF,64,73,60,61,66,51,66
Matthias Seidl,24,Austria,Side_Midfielder,Rapid Vienna,Austria_Bundesliga,UEFA,49,MF,71,67,70,69,71,36,62
Matthieu Epolo,20,Belgium,Goalkeeper,Standard Liège,Jupiler_ProLeague,UEFA,65,GK,64,66,65,59,66,32,59
Matthijs de Ligt,25,Netherlands,Centre_Back,Manchester United,PremierLeague,UEFA,618,DF,84,62,61,63,67,85,83
Matthis Abline,22,France,Striker,FC Nantes,Ligue1,UEFA,292,FW,71,77,72,56,72,24,55
Mattia Perin,32,Italy,Goalkeeper,Juventus FC,Serie_A,UEFA,41,GK,79,79,79,71,81,57,79
Mattias Svanberg,26,Sweden,Central_Midfielder,VfL Wolfsburg,Bundesliga,UEFA,195,MF,77,81,69,75,77,63,73
Mattia Zaccagni,30,Italy,Left_Winger,SS Lazio,Serie_A,UEFA,325,FW,83,87,77,75,88,57,66
Mattia Zanotti,22,Italy,Right_Back,FC Lugano,Swiss_SuperLeague,UEFA,211,DF,73,78,59,69,72,68,72
Matt Miazga,30,United States,Centre_Back,FC Cincinnati,MLS,CONCACAF,36,DF,73,46,26,47,57,73,78
Matt O'Riley,24,Denmark,Central_Midfielder,Brighton & Hove Albion,PremierLeague,UEFA,358,MF,79,69,77,80,77,67,76
Matt Turner,31,United States,Goalkeeper,Nottingham Forest,PremierLeague,CONCACAF,41,GK,74,74,72,67,74,40,73
Matty Cash,27,Poland,Right_Back,Aston Villa,PremierLeague,UEFA,406,DF,79,77,66,71,75,75,76
Matvey Safonov,26,Russia,Goalkeeper,Paris Saint-Germain,Ligue1,UEFA,325,GK,77,78,74,75,80,44,77
Matz Sels,33,Belgium,Goalkeeper,Nottingham Forest,PremierLeague,UEFA,114,GK,77,76,76,79,77,36,77
Maurice Krattenmacher,19,Germany,Attacking_Midfielder,Hertha BSC,Bundesliga_2,UEFA,57,MF,65,74,63,58,67,46,58
Maurice Malone,24,Germany,Striker,Austria Vienna,Austria_Bundesliga,UEFA,36,FW,67,76,66,63,68,31,70
Mauricio Pineda,27,United States,Centre_Back,Chicago Fire FC,MLS,CONCACAF,20,DF,65,50,31,48,58,66,70
Maurits Kjaergaard,22,Denmark,Central_Midfielder,Red Bull Salzburg,Austria_Bundesliga,UEFA,162,MF,73,75,71,72,73,64,77
Mauro Arambarri,29,Uruguay,Central_Midfielder,Getafe CF,LaLiga,CONMEBOL,195,MF,78,60,65,72,74,78,78
Mauro Icardi,32,Argentina,Striker,Galatasaray,SuperLig,CONMEBOL,146,FW,83,68,83,71,76,40,75
Mauro Junior,26,Brazil,Left_Back,PSV Eindhoven,Eredivisie,CONMEBOL,195,DF,76,83,66,76,80,69,56
Max Aarons,25,England,Right_Back,Rangers FC,Scottish_Premiership,UEFA,98,DF,73,81,42,62,73,69,74
Max Balard,24,Australia,Defensive_Midfielder,NAC Breda,Eredivisie,AFC,24,MF,67,63,53,63,67,58,69
Max Caputo,19,Australia,Striker,Melbourne City FC,A_League,AFC,6,FW,58,69,55,49,55,30,63
Max Crocombe,31,New Zealand,Goalkeeper,Millwall FC,Championship,OFC,4,GK,65,65,65,62,65,47,63
Max Dean,21,England,Striker,KAA Gent,Jupiler_ProLeague,UEFA,57,FW,64,70,64,50,62,26,68
Maxence Caqueret,25,France,Central_Midfielder,Como 1907,Serie_A,UEFA,260,MF,78,75,62,75,79,75,73
Maxence Lacroix,25,France,Centre_Back,Crystal Palace,PremierLeague,UEFA,406,DF,76,88,41,55,67,76,77
Max Finkgrafe,21,Germany,Left_Back,RB Leipzig,Bundesliga,UEFA,65,DF,69,76,43,60,72,64,67
Maxim De Cuyper,24,Belgium,Left_Back,Brighton & Hove Albion,PremierLeague,UEFA,260,DF,76,76,72,79,77,68,70
Maxime Crepeau,31,Canada,Goalkeeper,Portland Timbers,MLS,CONCACAF,49,GK,73,74,71,70,75,49,71
Maxime Delanghe,24,Belgium,Goalkeeper,Cercle Brugge,Other_leagues,UEFA,20,GK,63,63,62,63,65,21,64
Maxime Esteve,23,France,Centre_Back,Burnley FC,PremierLeague,UEFA,325,DF,74,61,33,52,54,74,77
Maxime Soulas,26,France,Centre_Back,Sönderjyske Fodbold,Danish_Superligaen,UEFA,21,DF,61,62,35,49,51,60,66
Maximilian Beier,22,Germany,Striker,Borussia Dortmund,Bundesliga,UEFA,406,FW,78,89,79,65,79,26,60
Maximilian Dietz,23,United States,Centre_Back,SpVgg Greuther Fürth,Bundesliga_2,CONCACAF,32,DF,69,63,26,42,54,71,70
Maximilian Eggestein,28,Germany,Central_Midfielder,SC Freiburg,Bundesliga,UEFA,162,MF,75,63,60,69,71,72,74
Maximilian Entrup,28,Austria,Striker,LASK,Austria_Bundesliga,UEFA,32,FW,71,71,73,55,67,28,71
Maximilian Kilman,28,England,Centre_Back,West Ham United,PremierLeague,UEFA,406,DF,77,61,42,66,64,77,78
Maximilian Mittelstadt,28,Germany,Left_Back,VfB Stuttgart,Bundesliga,UEFA,325,DF,79,74,62,72,77,77,72
Maximiliano Salas,27,Argentina,Striker,CA River Plate,Liga_Profesional,CONMEBOL,62,FW,72,72,74,67,73,27,66
Maximilian Wober,27,Austria,Centre_Back,SV Werder Bremen,Bundesliga,UEFA,130,DF,77,65,52,67,65,78,78
Maximo Perrone,22,Argentina,Defensive_Midfielder,Como 1907,Serie_A,CONMEBOL,195,MF,71,68,54,66,74,68,69
Maxi Oyedele,20,Poland,Defensive_Midfielder,RC Strasbourg Alsace,Ligue1,UEFA,65,MF,61,73,54,55,60,60,66
Max Johnston,21,Scotland,Right_Back,SK Sturm Graz,Austria_Bundesliga,UEFA,57,DF,64,81,36,58,60,57,64
Max Mata,25,New Zealand,Striker,Shrewsbury Town,Other_leagues,OFC,5,FW,62,72,61,48,58,24,72
Max Moerstedt,19,Germany,Striker,TSG 1899 Hoffenheim,Bundesliga,UEFA,114,FW,60,60,59,41,51,28,60
Max O'Leary,28,Ireland,Goalkeeper,Bristol City,Championship,UEFA,46,GK,69,73,67,68,73,43,68
Max Rosenfelder,22,Germany,Centre_Back,SC Freiburg,Bundesliga,UEFA,130,DF,66,58,22,48,51,67,61
Max Weiss,21,Germany,Goalkeeper,Burnley FC,PremierLeague,UEFA,65,GK,62,64,60,64,70,32,52
Maxwell Woledzi,24,Ghana,Centre_Back,Fredrikstad FK,Eliteserien,CAF,36,DF,65,68,36,51,52,63,72
Mayckel Lahdo,22,Sweden,Right_Winger,AZ Alkmaar,Eredivisie,UEFA,49,FW,69,80,64,59,74,27,58
Mees Hilgers,24,Indonesia,Centre_Back,Twente Enschede FC,Eredivisie,AFC,106,DF,74,74,43,54,59,75,76
Mehdi Taremi,33,Iran,Striker,Inter Milan,Serie_A,AFC,57,FW,80,78,79,75,81,38,73
Melvin Bard,24,France,Left_Back,OGC Nice,Ligue1,UEFA,244,DF,78,78,52,69,74,75,76
Memo Rodriguez,29,United States,Attacking_Midfielder,Sporting Kansas City,MLS,CONCACAF,16,MF,66,63,63,64,67,49,57
Merih Demiral,27,Turkey,Centre_Back,Al-Ahli SFC,Saudi_ProLeague,UEFA,211,DF,76,72,39,47,60,77,80
Merlin Rohl,23,Germany,Attacking_Midfielder,SC Freiburg,Bundesliga,UEFA,195,MF,75,81,65,69,77,62,72
Mert Gunok,36,Turkey,Goalkeeper,Besiktas JK,SuperLig,UEFA,16,GK,77,74,76,75,77,56,78
Mert Komur,20,Germany,Attacking_Midfielder,FC Augsburg,Bundesliga,UEFA,81,MF,64,65,61,59,70,38,51
Mert Muldur,26,Turkey,Right_Back,Fenerbahce,SuperLig,UEFA,98,DF,74,74,53,65,74,71,74
Meschack Elia,27,Congo,Striker,BSC Young Boys,Swiss_SuperLeague,CAF,65,FW,74,92,72,67,78,26,71
Mexx Meerdink,22,Netherlands,Striker,AZ Alkmaar,Eredivisie,UEFA,130,FW,66,58,67,50,62,32,67
Micael,24,Brazil,Centre_Back,Sociedade Esportiva Palmeiras,Brasileiro_SerieA,CONMEBOL,81,DF,65,70,26,45,51,64,71
Michael Baidoo,26,Ghana,Attacking_Midfielder,Umm Salal SC,QSL,CAF,41,MF,70,81,64,63,71,52,63
Michael Boxall,36,New Zealand,Centre_Back,Minnesota United FC,MLS,OFC,2,DF,69,54,42,58,57,67,80
Michael Cooper,25,England,Goalkeeper,Sheffield United,Championship,UEFA,146,GK,71,70,69,67,74,32,71
Michael Kayode,21,Italy,Right_Back,Brentford FC,PremierLeague,UEFA,292,DF,71,65,35,56,71,72,58
Michael Ngadeu,34,Cameroon,Centre_Back,Beijing Guoan,Chinese_SuperLeague,CAF,8,DF,74,64,43,55,55,74,83
Michael Steinwender,25,Austria,Centre_Back,Heart of Midlothian FC,Scottish_Premiership,UEFA,20,DF,66,42,29,44,40,66,75
Michael Woud,26,New Zealand,Goalkeeper,Auckland FC,A_League,OFC,3,GK,62,70,50,60,67,39,56
Michael Zetterer,30,Germany,Goalkeeper,SV Werder Bremen,Bundesliga,UEFA,73,GK,76,76,72,81,76,41,73
Michail Antonio,35,Jamaica,Striker,West Ham United,PremierLeague,CONCACAF,11,FW,78,77,74,72,76,54,82
Michal Gurgul,19,Poland,Left_Back,Lech Poznan,Ekstraklasa,UEFA,57,DF,60,68,29,53,55,61,63
Michal Sadilek,26,Czech Republic,Central_Midfielder,SK Slavia Prague,Chance_Liga,UEFA,130,MF,76,56,65,74,72,72,78
Michel Aebischer,28,Switzerland,Central_Midfielder,Bologna FC 1909,Serie_A,UEFA,122,MF,76,66,67,74,75,74,74
Michele Castagnetti,35,Italy,Defensive_Midfielder,US Cremonese,Serie_A,UEFA,6,MF,70,46,70,66,68,68,75
Michele Di Gregorio,28,Italy,Goalkeeper,Juventus FC,Serie_A,UEFA,292,GK,80,82,78,78,82,56,82
Michel Vlap,28,Netherlands,Attacking_Midfielder,Twente Enschede FC,Eredivisie,UEFA,81,MF,73,66,69,72,73,49,69
Micky van de Ven,24,Netherlands,Centre_Back,Tottenham Hotspur,PremierLeague,UEFA,812,DF,82,88,47,64,71,83,81
Miguel Almiron,31,Paraguay,Right_Winger,Atlanta United FC,MLS,CONMEBOL,162,FW,78,87,75,73,80,57,65
Miguel Borja,32,Colombia,Striker,CA River Plate,Liga_Profesional,CONMEBOL,57,FW,76,77,76,66,71,41,82
Miguel Chaiwa,21,Zambia,Defensive_Midfielder,BSC Young Boys,Swiss_SuperLeague,CAF,20,MF,59,74,36,50,59,57,68
Miguel Crespo,28,Portugal,Central_Midfielder,Basaksehir FK,SuperLig,UEFA,52,MF,73,70,64,72,74,72,76
Miguel Gutierrez,24,Spain,Left_Back,Girona FC,LaLiga,UEFA,325,DF,80,81,64,76,80,75,72
Miguel Tapias,28,Mexico,Centre_Back,Deportivo Guadalajara,Liga_MX,CONCACAF,32,DF,69,68,37,50,52,69,69
Mihailo Stevanovic,23,Serbia,Central_Midfielder,FC St. Gallen 1879,Swiss_SuperLeague,UEFA,20,MF,65,71,59,60,66,61,70
Mijat Gacinovic,30,Serbia,Attacking_Midfielder,AEK Athens,SuperLeague1,UEFA,32,MF,75,78,67,72,78,63,67
Mika Biereth,22,Denmark,Striker,AS Monaco,Ligue1,UEFA,488,FW,68,79,68,54,64,30,72
Mika Godts,20,Belgium,Left_Winger,Ajax Amsterdam,Eredivisie,UEFA,162,FW,69,73,58,65,76,39,59
Mika Marmol,24,Spain,Centre_Back,UD Las Palmas,LaLiga_2,UEFA,162,DF,76,80,38,67,73,76,74
Mikayil Faye,21,Senegal,Centre_Back,Stade Rennais FC,Ligue1,CAF,98,DF,63,74,41,51,54,59,73
Mikel Merino,29,Spain,Central_Midfielder,Arsenal FC,PremierLeague,UEFA,569,MF,85,72,79,82,82,83,82
Mike Maignan,30,France,Goalkeeper,AC Milan,Serie_A,UEFA,406,GK,87,84,83,85,88,64,84
Mike Penders,19,Belgium,Goalkeeper,Chelsea FC,PremierLeague,UEFA,195,GK,65,67,64,63,68,20,64
Miki Yamane,31,Japan,Right_Back,Los Angeles Galaxy,MLS,AFC,24,DF,72,77,61,65,65,68,74
Mikkel Damsgaard,25,Denmark,Attacking_Midfielder,Brentford FC,PremierLeague,UEFA,455,MF,73,81,69,71,78,61,65
Milan Badelj,36,Croatia,Defensive_Midfielder,Genoa CFC,Serie_A,UEFA,13,MF,73,44,61,71,71,70,70
Milan Skriniar,30,Slovakia,Centre_Back,Paris Saint-Germain,Ligue1,UEFA,244,DF,81,57,45,60,65,83,80
Milan van Ewijk,24,Netherlands,Right_Back,Coventry City,Championship,UEFA,162,DF,74,92,57,64,71,69,71
Miles Robinson,28,United States,Centre_Back,FC Cincinnati,MLS,CONCACAF,57,DF,72,82,35,54,67,70,78
Mile Svilar,25,Serbia,Goalkeeper,AS Roma,Serie_A,UEFA,406,GK,75,75,73,70,78,58,75
Milos Kerkez,21,Hungary,Left_Back,Liverpool FC,PremierLeague,UEFA,731,DF,77,83,55,70,75,70,75
Milton Delgado,20,Argentina,Defensive_Midfielder,CA Boca Juniors,Liga_Profesional,CONMEBOL,89,MF,61,64,35,53,56,61,55
Milton Gimenez,28,Argentina,Striker,CA Boca Juniors,Liga_Profesional,CONMEBOL,57,FW,69,60,72,47,62,28,77
Mio Backhaus,21,Germany,Goalkeeper,SV Werder Bremen,Bundesliga,UEFA,32,GK,65,65,60,60,69,19,63
Mirko Topic,24,Serbia,Defensive_Midfielder,FC Famalicão,Liga_Portugal,UEFA,81,MF,70,65,48,61,61,71,74
Miroslav Stevanovic,34,Bosnia-Herzegovina,Side_Midfielder,Servette FC,Swiss_SuperLeague,UEFA,6,MF,75,78,70,75,73,39,69
Modibo Sagnan,26,Mali,Centre_Back,Montpellier HSC,Ligue2,CAF,49,DF,73,66,32,58,56,73,76
Mohamed-Ali Cho,21,France,Right_Winger,OGC Nice,Ligue1,UEFA,244,FW,74,80,69,64,76,26,56
Mohamed Amoura,25,Algeria,Striker,VfL Wolfsburg,Bundesliga,CAF,520,FW,75,93,77,62,77,46,55
Mohamed Bayo,27,Guinea,Striker,LOSC Lille,Ligue1,CAF,46,FW,73,67,75,60,72,26,65
Mohamed Belhadj Mahmoud,25,Tunisia,Defensive_Midfielder,FC Lugano,Swiss_SuperLeague,CAF,65,MF,65,67,58,62,66,64,69
Mohamed Belloumi,23,Algeria,Right_Winger,Hull City,Championship,CAF,73,FW,71,77,66,67,73,39,54
Mohamed Elyounoussi,30,Norway,Right_Winger,FC Copenhagen,Danish_Superligaen,UEFA,81,FW,73,72,70,70,75,60,72
Mohamed Kone,23,Cote d'Ivoire,Goalkeeper,Royal Charleroi SC,Jupiler_ProLeague,CAF,20,GK,66,66,65,62,69,31,62
Mohamed Salah,33,Egypt,Right_Winger,Liverpool FC,PremierLeague,CAF,812,FW,89,89,87,82,88,45,75
Mohamed Simakan,25,France,Centre_Back,Al-Nassr FC,Saudi_ProLeague,UEFA,374,DF,80,75,43,65,69,81,80
Mohamed Toure,21,Australia,Striker,Randers FC,Danish_Superligaen,AFC,15,FW,64,85,60,52,65,31,66
Mohammed Fuseini,23,Ghana,Striker,Union Saint-Gilloise,Jupiler_ProLeague,CAF,73,FW,66,90,65,58,70,26,44
Mohammed Salisu,26,Ghana,Centre_Back,AS Monaco,Ligue1,CAF,195,DF,76,63,36,50,54,77,79
Moise Bombito,25,Canada,Centre_Back,OGC Nice,Ligue1,CONCACAF,162,DF,67,91,47,57,62,66,70
Moise Kean,25,Italy,Striker,ACF Fiorentina,Serie_A,UEFA,812,FW,78,84,76,58,76,40,75
Moises Caicedo,23,Ecuador,Defensive_Midfielder,Chelsea FC,PremierLeague,CONMEBOL,1462,MF,82,75,63,75,78,79,78
Momodou Lamin Sonko,20,Sweden,Left_Winger,KAA Gent,Jupiler_ProLeague,UEFA,49,FW,63,80,61,50,69,17,52
Montader Madjed,20,Iraq,Right_Winger,Hammarby IF,Allsvenskan,AFC,41,FW,59,75,52,48,68,23,45
Montassar Talbi,27,Tunisia,Centre_Back,FC Lorient,Ligue1,CAF,98,DF,73,60,30,42,57,73,76
Morato,24,Brazil,Centre_Back,Nottingham Forest,PremierLeague,CONMEBOL,228,DF,76,68,37,57,61,76,82
Morgan Gibbs-White,25,England,Attacking_Midfielder,Nottingham Forest,PremierLeague,UEFA,812,MF,79,75,74,79,80,57,69
Morgan Guilavogui,27,Guinea,Right_Winger,RC Lens,Ligue1,CAF,65,FW,72,80,70,66,71,32,70
Morgan Rogers,23,England,Attacking_Midfielder,Aston Villa,PremierLeague,UEFA,894,MF,75,77,71,71,77,56,71
Morgan Whittaker,24,England,Right_Winger,Middlesbrough FC,Championship,UEFA,162,FW,74,78,73,67,74,38,65
