name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Adam Aznou,DF,Left_Back,19,Morocco,CAF,Bayern Munich,Bundesliga,65.0,adamaznou_MOR
Lucas Olaza,DF,Left_Back,31,Uruguay,CONMEBOL,FC Krasnodar,Russian_PremierLiga,65.0,lucasolaza_URU
Vanja Drkusic,DF,Centre_Back,25,Slovenia,UEFA,Zenit St. Petersburg,Russian_PremierLiga,65.0,vanjadrkusic_SLO
Andrey Mostovoy,FW,Left_Winger,27,Russia,UEFA,Zenit St. Petersburg,Russian_PremierLiga,65.0,andreymostovoy_RUS
Nicolas Moumi Ngamaleu,FW,Left_Winger,31,Cameroon,CAF,Dynamo Moscow,Russian_PremierLiga,65.0,nicolasmoumingamaleu_CAM
Yaroslav Gladyshev,FW,Right_Winger,22,Russia,UEFA,Dynamo Moscow,Russian_PremierLiga,65.0,yaroslavgladyshev_RUS
Milan Gajic,DF,Right_Back,29,Serbia,UEFA,CSKA Moscow,Russian_PremierLiga,65.0,milangajic_SER
Nikita Krivtsov,MF,Attacking_Midfielder,22,Russia,UEFA,FC Krasnodar,Russian_PremierLiga,65.0,nikitakrivtsov_RUS
Danil Prutsev,MF,Central_Midfielder,25,Russia,UEFA,Spartak Moscow,Russian_PremierLiga,65.0,danilprutsev_RUS
Nail Umyarov,MF,Defensive_Midfielder,25,Russia,UEFA,Spartak Moscow,Russian_PremierLiga,65.0,nailumyarov_RUS
Oleg Reabciuk,DF,Left_Back,27,Moldova,UEFA,Spartak Moscow,Russian_PremierLiga,65.0,olegreabciuk_MOL
Aleksandr Soldatenkov,DF,Centre_Back,28,Russia,UEFA,Krylya Sovetov Samara,Russian_PremierLiga,65.0,aleksandrsoldatenkov_RUS
Nathan Ngoumou,FW,Right_Winger,25,Cameroon,CAF,Borussia Mönchengladbach,Bundesliga,65.0,nathanngoumou_CAM
Christian Kouame,FW,Striker,27,Cote d'Ivoire,CAF,ACF Fiorentina,Serie_A,65.0,christiankouame_COT
Issa Kabore,DF,Right_Back,24,Burkina Faso,CAF,Manchester City,PremierLeague,65.0,issakabore_BUR
Mohamed Abdelmonem,DF,Centre_Back,26,Egypt,CAF,OGC Nice,Ligue1,65.0,mohamedabdelmonem_EGY
Daniil Denisov,DF,Right_Back,22,Russia,UEFA,Spartak Moscow,Russian_PremierLiga,65.0,daniildenisov_RUS
Idrissa Gueye,FW,Striker,18,Senegal,CAF,FC Metz,Ligue1,65.0,idrissagueye_SEN
Fashion Sakala,FW,Striker,28,Zambia,CAF,Al-Fayha FC,Saudi_ProLeague,65.0,fashionsakala_ZAM
Moustapha Mbow,DF,Centre_Back,25,Senegal,CAF,Paris FC,Ligue1,65.0,moustaphambow_SEN
Mama Balde,FW,Striker,29,Guinea-Bissau,CAF,Stade Brestois 29,Ligue1,65.0,mamabalde_GUI
Thibault Klidje,FW,Striker,24,Togo,CAF,Hibernian FC,Scottish_Premiership,65.0,thibaultklidje_TOG
Kamory Doumbia,MF,Attacking_Midfielder,22,Mali,CAF,Stade Brestois 29,Ligue1,65.0,kamorydoumbia_MAL
Richard Sanchez,MF,Central_Midfielder,29,Paraguay,CONMEBOL,Racing Club,Liga_Profesional,65.0,richardsanchez_PAR
Carlos Palacios,MF,Attacking_Midfielder,25,Chile,CONMEBOL,CA Boca Juniors,Liga_Profesional,65.0,carlospalacios_CHI
Malcom Braida,MF,Side_Midfielder,28,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,65.0,malcombraida_ARG
Francisco Alvarez,DF,Centre_Back,25,Argentina,CONMEBOL,AA Argentinos Juniors,Liga_Profesional,65.0,franciscoalvarez_ARG
Walter Mazzantti,FW,Right_Winger,28,Argentina,CONMEBOL,CA Independiente,Liga_Profesional,65.0,waltermazzantti_ARG
Elias Saad,FW,Left_Winger,25,Tunisia,CAF,FC Augsburg,Bundesliga,65.0,eliassaad_TUN
Agustin Palavecino,MF,Central_Midfielder,28,Argentina,CONMEBOL,Club Necaxa,Liga_MX,65.0,agustinpalavecino_ARG
Gaston Togni,FW,Left_Winger,27,Argentina,CONMEBOL,CF Pachuca,Liga_MX,65.0,gastontogni_ARG
Oscar Estupinan,FW,Striker,28,Colombia,CONMEBOL,FC Juárez,Liga_MX,65.0,oscarestupinan_COL
Oliver Torres,MF,Central_Midfielder,30,Spain,UEFA,CF Monterrey,Liga_MX,65.0,olivertorres_SPA
Marco Pellegrino,DF,Centre_Back,23,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,65.0,marcopellegrino_ARG
Ricardo Mathias,FW,Striker,19,Brazil,CONMEBOL,Sport Club Internacional,Brasileiro_SerieA,65.0,ricardomathias_BRA
Enso Gonzalez,FW,Left_Winger,20,Paraguay,CONMEBOL,Wolverhampton Wanderers,PremierLeague,65.0,ensogonzalez_PAR
Agustin Ojeda,FW,Left_Winger,21,Argentina,CONMEBOL,New York City FC,MLS,65.0,agustinojeda_ARG
Carlos Andres Gomez,FW,Right_Winger,22,Colombia,CONMEBOL,Stade Rennais FC,Ligue1,65.0,carlosandresgomez_COL
Julian Fernandez,FW,Right_Winger,21,Argentina,CONMEBOL,New York City FC,MLS,65.0,julianfernandez_ARG
Tomas Palacios,DF,Centre_Back,22,Argentina,CONMEBOL,Inter Milan,Serie_A,65.0,tomaspalacios_ARG
Tobias Ramirez,DF,Centre_Back,18,Argentina,CONMEBOL,AA Argentinos Juniors,Liga_Profesional,65.0,tobiasramirez_ARG
Wesley,FW,Left_Winger,20,Brazil,CONMEBOL,Al-Nassr FC,Saudi_ProLeague,65.0,wesley_BRA
Eguinaldo,FW,Left_Winger,20,Brazil,CONMEBOL,Shakhtar Donetsk,Ukrainian_PremierLeague,65.0,eguinaldo_BRA
Ruben Lezcano,MF,Attacking_Midfielder,21,Paraguay,CONMEBOL,Fluminense Football Club,Brasileiro_SerieA,65.0,rubenlezcano_PAR
Bruno Zapelli,MF,Attacking_Midfielder,23,Argentina,CONMEBOL,Club Athletico Paranaense,Other_leagues,65.0,brunozapelli_ARG
Anthoni,GK,Goalkeeper,23,Brazil,CONMEBOL,Sport Club Internacional,Brasileiro_SerieA,65.0,anthoni_BRA
Patrick de Paula,MF,Defensive_Midfielder,25,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,65.0,patrickdepaula_BRA
Rafik Guitane,FW,Right_Winger,26,Algeria,CAF,GD Estoril Praia,Liga_Portugal,65.0,rafikguitane_ALG
Anthony Dennis,MF,Defensive_Midfielder,21,Nigeria,CAF,Göztepe,SuperLig,65.0,anthonydennis_NIG
Gabriel Xavier,DF,Centre_Back,24,Brazil,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,65.0,gabrielxavier_BRA
Nicolas Fernandez Mercau,MF,Attacking_Midfielder,25,Argentina,CONMEBOL,New York City FC,MLS,65.0,nicolasfernandezmercau_ARG
Luka Romero,FW,Right_Winger,20,Argentina,CONMEBOL,CD Cruz Azul,Liga_MX,65.0,lukaromero_ARG
Diego Leon,DF,Left_Back,18,Paraguay,CONMEBOL,Manchester United,PremierLeague,65.0,diegoleon_PAR
Orlando Gill,GK,Goalkeeper,25,Paraguay,CONMEBOL,CA San Lorenzo de Almagro,Liga_Profesional,65.0,orlandogill_PAR
Rodrigo Villagra,MF,Defensive_Midfielder,24,Argentina,CONMEBOL,CSKA Moscow,Russian_PremierLiga,65.0,rodrigovillagra_ARG
Allan,FW,Right_Winger,21,Brazil,CONMEBOL,Sociedade Esportiva Palmeiras,Brasileiro_SerieA,65.0,allan_BRA
Carlos Miguel,GK,Goalkeeper,26,Brazil,CONMEBOL,Nottingham Forest,PremierLeague,65.0,carlosmiguel_BRA
Eduard Lowen,MF,Central_Midfielder,28,Germany,UEFA,St. Louis CITY SC,MLS,65.0,eduardlowen_GER
Pedro de la Vega,FW,Right_Winger,24,Argentina,CONMEBOL,Seattle Sounders FC,MLS,65.0,pedrodelavega_ARG
Marcus Ingvartsen,FW,Striker,29,Denmark,UEFA,San Diego FC,MLS,65.0,marcusingvartsen_DEN
Braian Ojeda,MF,Central_Midfielder,25,Paraguay,CONMEBOL,Real Salt Lake City,MLS,65.0,braianojeda_PAR
Sivert Mannsverk,MF,Defensive_Midfielder,23,Norway,UEFA,Ajax Amsterdam,Eredivisie,65.0,sivertmannsverk_NOR
Sam Lammers,FW,Striker,28,Netherlands,UEFA,Twente Enschede FC,Eredivisie,65.0,samlammers_NET
David Ayala,MF,Defensive_Midfielder,23,Argentina,CONMEBOL,Portland Timbers,MLS,65.0,davidayala_ARG
Hernan Lopez,MF,Attacking_Midfielder,24,Argentina,CONMEBOL,AA Argentinos Juniors,Liga_Profesional,65.0,hernanlopez_ARG
Stije Resink,MF,Defensive_Midfielder,22,Netherlands,UEFA,FC Groningen,Eredivisie,65.0,stijeresink_NET
Wout Weghorst,FW,Striker,32,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,65.0,woutweghorst_NET
Jacob Trenskow,FW,Right_Winger,24,Denmark,UEFA,SC Heerenveen,Eredivisie,65.0,jacobtrenskow_DEN
Sontje Hansen,FW,Right_Winger,23,Netherlands,UEFA,NEC Nijmegen,Eredivisie,65.0,sontjehansen_NET
Andrej Kramaric,MF,Attacking_Midfielder,34,Croatia,UEFA,TSG 1899 Hoffenheim,Bundesliga,65.0,andrejkramaric_CRO
Luka Modric,MF,Central_Midfielder,39,Croatia,UEFA,AC Milan,Serie_A,65.0,lukamodric_CRO
Cole Bassett,MF,Attacking_Midfielder,23,United States,CONCACAF,Colorado Rapids,MLS,65.0,colebassett_UNI
Mason Holgate,DF,Centre_Back,28,Jamaica,CONCACAF,Al-Gharafa SC,QSL,65.0,masonholgate_JAM
Alex Roldan,DF,Right_Back,28,El Salvador,CONCACAF,Seattle Sounders FC,MLS,65.0,alexroldan_EL 
Henrikh Mkhitaryan,MF,Central_Midfielder,36,Armenia,UEFA,Inter Milan,Serie_A,65.0,henrikhmkhitaryan_ARM
Patrick Sequeira,GK,Goalkeeper,26,Costa Rica,CONCACAF,Casa Pia AC,Liga_Portugal,65.0,patricksequeira_COS
Jesus Ferreira,FW,Striker,24,United States,CONCACAF,Seattle Sounders FC,MLS,65.0,jesusferreira_UNI
Jordan Morris,FW,Striker,30,United States,CONCACAF,Seattle Sounders FC,MLS,65.0,jordanmorris_UNI
Santiago Castaneda,MF,Defensive_Midfielder,20,United States,CONCACAF,SC Paderborn 07,Bundesliga_2,65.0,santiagocastaneda_UNI
Daan Rots,FW,Right_Winger,24,Netherlands,UEFA,Twente Enschede FC,Eredivisie,65.0,daanrots_NET
Denso Kasius,DF,Right_Back,22,Netherlands,UEFA,AZ Alkmaar,Eredivisie,65.0,densokasius_NET
Brian Aguirre,FW,Left_Winger,22,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,65.0,brianaguirre_ARG
Israel Reyes,DF,Centre_Back,25,Mexico,CONCACAF,CF América,Liga_MX,65.0,israelreyes_MEX
Vicente Taborda,MF,Attacking_Midfielder,24,Argentina,CONMEBOL,Club Atlético Platense,Liga_Profesional,65.0,vicentetaborda_ARG
Wagner Leonardo,DF,Centre_Back,26,Brazil,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,65.0,wagnerleonardo_BRA
Romulo,MF,Defensive_Midfielder,25,Brazil,CONMEBOL,Tigres UANL,Liga_MX,65.0,romulo_BRA
Nicolas Acevedo,MF,Defensive_Midfielder,26,Uruguay,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,65.0,nicolasacevedo_URU
Eros Mancuso,DF,Right_Back,26,Argentina,CONMEBOL,Fortaleza Esporte Clube,Brasileiro_SerieA,65.0,erosmancuso_ARG
Santiago Pierotti,FW,Right_Winger,24,Argentina,CONMEBOL,US Lecce,Serie_A,65.0,santiagopierotti_ARG
Mariano Troilo,DF,Centre_Back,22,Argentina,CONMEBOL,Club Atlético Belgrano,Liga_Profesional,65.0,marianotroilo_ARG
Lucas Sanabria,MF,Defensive_Midfielder,21,Uruguay,CONMEBOL,Los Angeles Galaxy,MLS,65.0,lucassanabria_URU
Lautaro Rivero,DF,Centre_Back,21,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,65.0,lautarorivero_ARG
Agustin Alvarez,FW,Striker,24,Uruguay,CONMEBOL,US Sassuolo,Serie_A,65.0,agustinalvarez_URU
Caio Vidal,FW,Left_Winger,24,Brazil,CONMEBOL,Ludogorets Razgrad,Efbet_Liga,65.0,caiovidal_BRA
Lucas Barbosa,FW,Right_Winger,24,Brazil,CONMEBOL,Red Bull Bragantino,Brasileiro_SerieA,65.0,lucasbarbosa_BRA
Jefte,DF,Left_Back,21,Brazil,CONMEBOL,Rangers FC,Scottish_Premiership,65.0,jefte_BRA
Kevin Kelsy,FW,Striker,21,Venezuela,CONMEBOL,Portland Timbers,MLS,65.0,kevinkelsy_VEN
Ronaldo,FW,Right_Winger,24,Brazil,CONMEBOL,FC Rostov,Russian_PremierLiga,65.0,ronaldo_BRA
Gabriel Bontempo,MF,Central_Midfielder,20,Brazil,CONMEBOL,Santos FC,Brasileiro_SerieA,65.0,gabrielbontempo_BRA
Jan Ziolkowski,DF,Centre_Back,20,Poland,UEFA,Legia Warszawa,Ekstraklasa,65.0,janziolkowski_POL
Gora Diouf,DF,Centre_Back,21,Senegal,CAF,KV Mechelen,Jupiler_ProLeague,65.0,goradiouf_SEN
Adrian Przyborek,MF,Attacking_Midfielder,18,Poland,UEFA,Pogon Szczecin,Ekstraklasa,65.0,adrianprzyborek_POL
Ernest Poku,FW,Right_Winger,21,Netherlands,UEFA,AZ Alkmaar,Eredivisie,65.0,ernestpoku_NET
Keke Topp,FW,Striker,21,Germany,UEFA,SV Werder Bremen,Bundesliga,65.0,keketopp_GER
Ilyas Ansah,FW,Striker,20,Germany,UEFA,1.FC Union Berlin,Bundesliga,65.0,ilyasansah_GER
Alexandru Mitrita,FW,Left_Winger,30,Romania,UEFA,Zhejiang FC,Chinese_SuperLeague,65.0,alexandrumitrita_ROM
Livan Burcu,FW,Left_Winger,20,Turkey,UEFA,1.FC Union Berlin,Bundesliga,65.0,livanburcu_TUR
Cryzan,FW,Striker,29,Brazil,CONMEBOL,Shandong Taishan,Chinese_SuperLeague,65.0,cryzan_BRA
Cade Cowell,FW,Left_Winger,21,United States,CONCACAF,Deportivo Guadalajara,Liga_MX,65.0,cadecowell_UNI
Divin Mubama,FW,Striker,20,England,UEFA,Stoke City,Championship,65.0,divinmubama_ENG
Gjivai Zechiel,MF,Defensive_Midfielder,21,Netherlands,UEFA,FC Utrecht,Eredivisie,65.0,gjivaizechiel_NET
Kristian Hlynsson,MF,Attacking_Midfielder,21,Iceland,UEFA,Twente Enschede FC,Eredivisie,65.0,kristianhlynsson_ICE
Markus Karlsson,MF,Central_Midfielder,21,Sweden,UEFA,Hammarby IF,Allsvenskan,65.0,markuskarlsson_SWE
Christopher Operi,DF,Left_Back,28,Cote d'Ivoire,CAF,Basaksehir FK,SuperLig,61.8,christopheroperi_COT
Shamar Nicholson,FW,Striker,28,Jamaica,CONCACAF,Club Tijuana,Liga_MX,61.8,shamarnicholson_JAM
Omar Campos,DF,Left_Back,23,Mexico,CONCACAF,CD Cruz Azul,Liga_MX,61.8,omarcampos_MEX
Adalberto Carrasquilla,MF,Central_Midfielder,26,Panama,CONCACAF,UNAM Pumas,Liga_MX,61.8,adalbertocarrasquilla_PAN
Gaston Lodico,MF,Central_Midfielder,27,Argentina,CONMEBOL,Instituto ACC,Liga_Profesional,61.8,gastonlodico_ARG
Maximiliano Salas,FW,Striker,27,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,61.8,maximilianosalas_ARG
Juan Pablo Cozzani,GK,Goalkeeper,26,Argentina,CONMEBOL,Club Atlético Platense,Liga_Profesional,61.8,juanpablocozzani_ARG
Tomas Marchiori,GK,Goalkeeper,30,Argentina,CONMEBOL,CA Vélez Sarsfield,Liga_Profesional,61.8,tomasmarchiori_ARG
Adonis Frias,DF,Centre_Back,27,Argentina,CONMEBOL,Club León FC,Liga_MX,61.8,adonisfrias_ARG
Rodrigo Echeverria,MF,Defensive_Midfielder,30,Chile,CONMEBOL,Club León FC,Liga_MX,61.8,rodrigoecheverria_CHI
Yusuf Sari,FW,Right_Winger,26,Turkey,UEFA,Basaksehir FK,SuperLig,61.8,yusufsari_TUR
Carlo Holse,MF,Attacking_Midfielder,26,Denmark,UEFA,Samsunspor,SuperLig,61.8,carloholse_DEN
Antonio Raimondo,FW,Striker,21,Italy,UEFA,Frosinone Calcio,Serie_B,61.8,antonioraimondo_ITA
Sebastian Boselli,DF,Centre_Back,21,Uruguay,CONMEBOL,CA River Plate,Liga_Profesional,61.8,sebastianboselli_URU
Lautaro Blanco,DF,Left_Back,26,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,61.8,lautaroblanco_ARG
Enzo Copetti,FW,Striker,29,Argentina,CONMEBOL,CA Rosario Central,Liga_Profesional,61.8,enzocopetti_ARG
Abdulkadir Omur,MF,Attacking_Midfielder,26,Turkey,UEFA,Antalyaspor,SuperLig,58.5,abdulkadiromur_TUR
Ricardo Gomes,FW,Striker,33,Cabo Verde,CAF,Al-Khor SC,QSL,56.9,ricardogomes_CAB
Andrew Moran,MF,Attacking_Midfielder,21,Ireland,UEFA,Brighton & Hove Albion,PremierLeague,56.9,andrewmoran_IRE
Lennard Maloney,MF,Defensive_Midfielder,25,United States,CONCACAF,1.FSV Mainz 05,Bundesliga,56.9,lennardmaloney_UNI
Nathan-Dylan Saliba,MF,Central_Midfielder,21,Canada,CONCACAF,RSC Anderlecht,Jupiler_ProLeague,56.9,nathan-dylansaliba_CAN
Lorenzo Scipioni,MF,Central_Midfielder,20,Argentina,CONMEBOL,Olympiacos Piraeus,SuperLeague1,56.9,lorenzoscipioni_ARG
Vinicinho,FW,Left_Winger,21,Brazil,CONMEBOL,Red Bull Bragantino,Brasileiro_SerieA,56.9,vinicinho_BRA
Marco Palestra,MF,Side_Midfielder,20,Italy,UEFA,Atalanta BC,Serie_A,56.9,marcopalestra_ITA
Thiago Helguera,MF,Defensive_Midfielder,19,Uruguay,CONMEBOL,SC Braga,Liga_Portugal,56.9,thiagohelguera_URU
Yaimar Medina,DF,Left_Back,20,Ecuador,CONMEBOL,KRC Genk,Jupiler_ProLeague,56.9,yaimarmedina_ECU
Bongokuhle Hlongwane,FW,Right_Winger,25,South Africa,CAF,Minnesota United FC,MLS,56.9,bongokuhlehlongwane_SOU
Yanis Begraoui,FW,Striker,24,Morocco,CAF,GD Estoril Praia,Liga_Portugal,56.9,yanisbegraoui_MOR
Adama Traore,FW,Right_Winger,30,Mali,CAF,Ferencvárosi TC,Other_leagues,56.9,adamatraore_MAL
Ondrej Duda,MF,Central_Midfielder,30,Slovakia,UEFA,Al-Ettifaq FC,Saudi_ProLeague,56.9,ondrejduda_SLO
Isaiah Jones,FW,Right_Winger,26,Guyana,CONCACAF,Luton Town,League_One,56.9,isaiahjones_GUY
Farid El Melali,FW,Left_Winger,28,Algeria,CAF,Without Club,Without_Club,56.9,faridelmelali_ALG
Benson Manuel,FW,Right_Winger,28,Angola,CAF,Burnley FC,PremierLeague,56.9,bensonmanuel_ANG
Cyle Larin,FW,Striker,30,Canada,CONCACAF,RCD Mallorca,LaLiga,56.9,cylelarin_CAN
Iker Fimbres,MF,Attacking_Midfielder,20,Mexico,CONCACAF,CF Monterrey,Liga_MX,56.9,ikerfimbres_MEX
Hassani Dotson,MF,Central_Midfielder,27,United States,CONCACAF,Minnesota United FC,MLS,56.9,hassanidotson_UNI
Davy Klaassen,MF,Central_Midfielder,32,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,56.9,davyklaassen_NET
Steven Berghuis,FW,Right_Winger,33,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,56.9,stevenberghuis_NET
Zico Buurmeester,MF,Central_Midfielder,23,Netherlands,UEFA,AZ Alkmaar,Eredivisie,56.9,zicobuurmeester_NET
Patrick Schulte,GK,Goalkeeper,24,United States,CONCACAF,Columbus Crew,MLS,56.9,patrickschulte_UNI
Paul Arriola,FW,Right_Winger,30,United States,CONCACAF,Seattle Sounders FC,MLS,56.9,paularriola_UNI
Miles Robinson,DF,Centre_Back,28,United States,CONCACAF,FC Cincinnati,MLS,56.9,milesrobinson_UNI
Jesus Gallardo,DF,Left_Back,30,Mexico,CONCACAF,Deportivo Toluca,Liga_MX,56.9,jesusgallardo_MEX
Tarik Tissoudali,FW,Striker,32,Morocco,CAF,Khor Fakkan SSC,UAE_ProLeague,56.9,tariktissoudali_MOR
Brandon Thomas-Asante,FW,Striker,26,Ghana,CAF,Coventry City,Championship,56.9,brandonthomas-asante_GHA
Romeo Amane,MF,Central_Midfielder,22,Cote d'Ivoire,CAF,Rapid Vienna,Austria_Bundesliga,56.9,romeoamane_COT
Siyabonga Ngezana,DF,Centre_Back,28,South Africa,CAF,FCSB,Romaina_SuperLiga,56.9,siyabongangezana_SOU
Bartosz Mrozek,GK,Goalkeeper,25,Poland,UEFA,Lech Poznan,Ekstraklasa,56.9,bartoszmrozek_POL
Adrian Semper,GK,Goalkeeper,27,Croatia,UEFA,Pisa Sporting Club,Serie_A,56.9,adriansemper_CRO
Jean Butez,GK,Goalkeeper,30,France,UEFA,Como 1907,Serie_A,56.9,jeanbutez_FRA
Marcos Felipe,GK,Goalkeeper,29,Brazil,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,56.9,marcosfelipe_BRA
Nouhou,DF,Left_Back,28,Cameroon,CAF,Seattle Sounders FC,MLS,56.9,nouhou_CAM
Kodjo Laba,FW,Striker,33,Togo,CAF,Al-Ain FC,UAE_ProLeague,56.9,kodjolaba_TOG
Vyacheslav Karavaev,DF,Right_Back,30,Russia,UEFA,Zenit St. Petersburg,Russian_PremierLiga,56.9,vyacheslavkaravaev_RUS
Arthur Gomes,FW,Left_Winger,27,Brazil,CONMEBOL,Dynamo Moscow,Russian_PremierLiga,56.9,arthurgomes_BRA
Siebe Horemans,DF,Right_Back,27,Belgium,UEFA,FC Utrecht,Eredivisie,56.9,siebehoremans_BEL
Kristijan Belic,MF,Defensive_Midfielder,24,Serbia,UEFA,AZ Alkmaar,Eredivisie,56.9,kristijanbelic_SER
Keaton Parks,MF,Defensive_Midfielder,27,United States,CONCACAF,New York City FC,MLS,56.9,keatonparks_UNI
Roberto Fernandez,DF,Centre_Back,25,Paraguay,CONMEBOL,Dynamo Moscow,Russian_PremierLiga,56.9,robertofernandez_PAR
Dominik Takac,GK,Goalkeeper,26,Slovakia,UEFA,Slovan Bratislava,Other_leagues,56.9,dominiktakac_SLO
Sergio Rochet,GK,Goalkeeper,32,Uruguay,CONMEBOL,Sport Club Internacional,Brasileiro_SerieA,56.9,sergiorochet_URU
Juan Jose Caceres,DF,Right_Back,25,Paraguay,CONMEBOL,Dynamo Moscow,Russian_PremierLiga,56.9,juanjosecaceres_PAR
Ilya Samoshnikov,DF,Left_Back,27,Russia,UEFA,Lokomotiv Moscow,Russian_PremierLiga,56.9,ilyasamoshnikov_RUS
Tamerlan Musaev,FW,Striker,23,Russia,UEFA,CSKA Moscow,Russian_PremierLiga,56.9,tamerlanmusaev_RUS
Nikolay Komlichenko,FW,Striker,30,Russia,UEFA,Lokomotiv Moscow,Russian_PremierLiga,56.9,nikolaykomlichenko_RUS
Nicolas Marichal,DF,Centre_Back,24,Uruguay,CONMEBOL,Dynamo Moscow,Russian_PremierLiga,56.9,nicolasmarichal_URU
Duvan Zapata,FW,Striker,34,Colombia,CONMEBOL,Torino FC,Serie_A,56.9,duvanzapata_COL
Rodrigo,FW,Striker,34,Spain,UEFA,Al-Rayyan SC,QSL,56.9,rodrigo_SPA
Leandro Lozano,DF,Right_Back,26,Uruguay,CONMEBOL,AA Argentinos Juniors,Liga_Profesional,56.9,leandrolozano_URU
Kevin Gutierrez,MF,Defensive_Midfielder,28,Argentina,CONMEBOL,Defensa y Justicia,Liga_Profesional,56.9,kevingutierrez_ARG
Nicolas Castro,MF,Attacking_Midfielder,24,Argentina,CONMEBOL,Deportivo Toluca,Liga_MX,56.9,nicolascastro_ARG
Juan Portilla,MF,Central_Midfielder,26,Colombia,CONMEBOL,CA Talleres,Liga_Profesional,56.9,juanportilla_COL
Lorenzo Amatucci,MF,Defensive_Midfielder,21,Italy,UEFA,UD Las Palmas,LaLiga_2,56.9,lorenzoamatucci_ITA
Alerrandro,FW,Striker,25,Brazil,CONMEBOL,CSKA Moscow,Russian_PremierLiga,56.9,alerrandro_BRA
Danilo,DF,Centre_Back,34,Brazil,CONMEBOL,CR Flamengo,Brasileiro_SerieA,56.9,danilo_BRA
DeJuan Jones,DF,Left_Back,28,United States,CONCACAF,San Jose Earthquakes,MLS,56.9,dejuanjones_UNI
Sebastian Cordova,MF,Attacking_Midfielder,28,Mexico,CONCACAF,Tigres UANL,Liga_MX,56.9,sebastiancordova_MEX
Matheus Alves,MF,Attacking_Midfielder,20,Brazil,CONMEBOL,CSKA Moscow,Russian_PremierLiga,56.9,matheusalves_BRA
Clinton Mata,DF,Centre_Back,32,Angola,CAF,Olympique Lyon,Ligue1,56.9,clintonmata_ANG
Ibrahim Sadiq,FW,Right_Winger,25,Ghana,CAF,AZ Alkmaar,Eredivisie,56.9,ibrahimsadiq_GHA
Zizo,FW,Right_Winger,29,Egypt,CAF,Al Ahly FC,Saudi_ProLeague,56.9,zizo_EGY
Grady Diangana,FW,Right_Winger,27,Congo,CAF,Without Club,Without_Club,56.9,gradydiangana_CON
Daniel Elfadli,MF,Defensive_Midfielder,28,Libya,CAF,Hamburger SV,Bundesliga,56.9,danielelfadli_LIB
Jordan Holsgrove,MF,Defensive_Midfielder,25,Scotland,UEFA,GD Estoril Praia,Liga_Portugal,56.9,jordanholsgrove_SCO
Pierre-Emerick Aubameyang,FW,Striker,36,Gabon,CAF,Without Club,Without_Club,56.9,pierre-emerickaubameyang_GAB
Kialonda Gaspar,DF,Centre_Back,27,Angola,CAF,US Lecce,Serie_A,56.9,kialondagaspar_ANG
Jonathan Bamba,FW,Left_Winger,29,Cote d'Ivoire,CAF,Chicago Fire FC,MLS,56.9,jonathanbamba_COT
Anton Matkovic,FW,Striker,19,Croatia,UEFA,NK Osijek,SuperSport_HNL,56.9,antonmatkovic_CRO
Luca Lipani,MF,Defensive_Midfielder,20,Italy,UEFA,US Sassuolo,Serie_A,56.9,lucalipani_ITA
Gerardo Arteaga,DF,Left_Back,26,Mexico,CONCACAF,CF Monterrey,Liga_MX,56.9,gerardoarteaga_MEX
Alan Velasco,FW,Left_Winger,23,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,56.9,alanvelasco_ARG
Gaston Hernandez,DF,Centre_Back,27,Argentina,CONMEBOL,CA San Lorenzo de Almagro,Liga_Profesional,56.9,gastonhernandez_ARG
Diego Lainez,FW,Right_Winger,25,Mexico,CONCACAF,Tigres UANL,Liga_MX,56.9,diegolainez_MEX
Jorge Ruvalcaba,FW,Left_Winger,24,Mexico,CONCACAF,UNAM Pumas,Liga_MX,56.9,jorgeruvalcaba_MEX
Bryan Reynolds,DF,Right_Back,24,United States,CONCACAF,KVC Westerlo,Jupiler_ProLeague,56.9,bryanreynolds_UNI
Gabriel Slonina,GK,Goalkeeper,21,United States,CONCACAF,Chelsea FC,PremierLeague,56.9,gabrielslonina_UNI
Jorge Rodriguez,MF,Defensive_Midfielder,29,Argentina,CONMEBOL,CF Monterrey,Liga_MX,56.9,jorgerodriguez_ARG
Jhonder Cadiz,FW,Striker,29,Venezuela,CONMEBOL,CF Pachuca,Liga_MX,56.9,jhondercadiz_VEN
Nicolas Fonseca,MF,Defensive_Midfielder,26,Uruguay,CONMEBOL,Club León FC,Liga_MX,56.9,nicolasfonseca_URU
