name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Roman Vega,Argentina,Argentinos Jrs.,LB,68,71,31,60,65,63,67
Dylan Vente,Suriname,PEC Zwolle,ST,68,74,68,55,66,27,57
Jesper Verlaat,Netherlands,1860 München,CB,68,50,26,47,55,67,79
Clement Vidal,France,AC Ajaccio,CB,68,47,35,47,57,69,68
Gabriel Vidovic,Croatia,1. FSV Mainz 05,LW,68,67,67,61,74,26,53
Vieirinha,Portugal,PAOK FC,LB,68,64,73,73,72,65,57
Leonardo Villagra,Paraguay,S. Ameliano,ST,68,70,70,58,63,23,66
Guido Villar,Argentina,IDV,GK,68,68,65,65,69,18,66
Zan Vipotnik,Slovenia,Swansea City,ST,68,63,68,55,66,22,62
Tabare Viudez,Uruguay,Wanderers,RM,68,67,68,70,71,26,54
Kostyantyn Vivcharenko,Ukraine,Dynamo Kyiv,LB,68,71,48,64,67,64,65
Kevin Viveros,Colombia,Atl. Nacional,RM,68,75,63,65,71,49,55
Cristian Volpato,Italy,Sassuolo,MOC,68,61,64,67,70,39,60
Linus Egnell Wahlqvist,Sweden,Pogoń Szczecin,RB,68,86,51,61,64,61,79
Sandy Walsh,Indonesia,KV Mechelen,RB,68,58,37,61,64,66,72
Christian Walton,England,Ipswich,GK,68,69,68,64,69,35,66
Wang Shangyuan,China,Henan FC,CM,68,72,61,68,69,65,80
Paul Wanner,Germany,Heidenheim,MOC,68,69,55,66,73,44,49
Duncan Watmore,England,Millwall,ST,68,81,67,62,69,36,62
Bartlomiej Wdowik,Poland,Hannover 96,LB,68,74,61,67,66,61,65
Wei Shihao,China,Rongcheng FC,LM,68,87,62,61,71,35,64
Nahki Wells,Bermuda,Bristol City,ST,68,73,68,63,68,44,65
Stephen Welsh,Scotland,Celtic,CB,68,66,31,57,62,67,69
Erick Wiemberg,Chile,Colo-Colo,LB,68,70,51,62,64,65,72
Caleb Wiley,United States,Strasbourg,LB,68,76,52,63,72,62,63
Jetro Willems,Netherlands,CD Castellón,LB,68,64,63,69,68,66,72
Loic Williams,Spain,Granada CF,CB,68,69,37,53,59,67,77
Ben Wilson,England,Coventry City,GK,68,71,67,62,72,44,65
Marten Winkler,Germany,Hertha BSC,RM,68,90,63,58,70,24,61
Przemyslaw Wisniewski,Poland,Spezia,CB,68,84,25,45,51,65,80
Szymon Wlodarczyk,Poland,Salernitana,ST,68,71,68,51,65,23,72
Cauley Woodrow,England,Luton Town,ST,68,56,71,59,68,30,65
Taulant Xhaka,Albania,FC Basel 1893,CDM,68,64,62,66,67,64,76
Xie Pengfei,China,Shanghai Shenhua,RM,68,80,62,64,67,49,68
Kevin Yakob,Iraq,AGF,CM,68,70,63,69,72,62,66
Erencan Yardimci,Turkey,SK Sturm Graz,ST,68,76,64,52,67,28,72
Yehor Yarmoliuk,Ukraine,Brentford,MOC,68,67,61,68,71,47,64
Yaw Yeboah,Ghana,Columbus Crew,LM,68,89,61,59,69,58,59
Kartal Yilmaz,Turkey,Kayserispor,CDM,68,67,52,71,66,64,68
Frank Ysique,Peru,UCV,CDM,68,56,55,61,64,64,64
Facundo Zabala,Argentina,Olimpia,LB,68,74,36,59,60,63,56
Zan Zaletel,Slovenia,Viborg FF,CB,68,53,28,47,53,68,71
Franco Zanelatto,Paraguay,Alianza Lima,RM,68,75,66,62,69,50,66
Gyasi Zardes,United States,Austin FC,ST,68,68,65,52,62,43,76
Cristian Zavala,Chile,Colo-Colo,RW,68,89,57,61,71,36,55
Moustafa Zeidan,Palestine,Rosenborg BK,MOC,68,61,64,68,73,52,67
Manuel Zeitz,Germany,Saarbrücken,CB,68,51,54,57,58,67,77
Jordan Zemura,Zimbabwe,Udinese,LB,68,73,39,59,67,64,59
Altin Zeqiri,Kosovo,Çaykur Rizespor,LW,68,72,71,62,69,32,55
Nathan Zeze,France,FC Nantes,CB,68,64,31,45,49,70,63
Reto Ziegler,Switzerland,FC Sion,CB,68,43,63,71,65,68,70
Lukas Zima,Czech Republic,FC Petrolul,GK,68,69,66,62,67,42,69
Dilan Zuniga,Chile,Palestino,LB,68,79,45,59,67,62,65
Shiloh 't Zand,Netherlands,Heracles Almelo,MOC,67,76,67,63,70,54,63
Toni Abad,Spain,SD Huesca,RB,67,74,34,60,61,61,72
Nelson Abbey,England,Swansea City,CB,67,74,25,47,56,66,71
Luciano Abecasis,Argentina,Ind. Rivadavia,RB,67,75,49,62,65,63,75
Fabio Abiuso,Italy,Modena,ST,67,58,68,56,64,35,69
Peter Abrahamsson,Sweden,BK Häcken,GK,67,67,68,67,68,41,65
Giorgi Aburjania,Georgia,AVS Futebol SAD,CM,67,52,62,67,68,63,72
Sargis Adamyan,Armenia,1. FC Köln,ST,67,70,68,62,71,34,67
Nathaniel Adjei,Ghana,FC Lorient,CB,67,78,25,44,57,66,71
Bismark Adjei-Boateng,Ghana,Jeonbuk Hyundai,CDM,67,74,63,58,66,62,81
Daniel Afriyie,Ghana,FC Zürich,ST,67,84,67,59,72,38,55
Bashkim Ajdini,Kosovo,VfL Osnabrück,RB,67,78,63,65,69,59,59
Alban Ajdini,Kosovo,Lausanne-Sport,ST,67,74,69,63,69,33,65
Albian Ajeti,Switzerland,FC Basel 1893,ST,67,71,67,55,66,28,70
Ebenezer Akinsanmiro,Nigeria,Sampdoria,CM,67,76,67,67,70,61,72
Abdullah Al Ammar,Saudi Arabia,Al Ahli,LB,67,76,51,64,69,59,68
Saleh Al Amri,Saudi Arabia,Al Raed,LM,67,79,60,63,66,27,65
Faisal Al Ghamdi,Saudi Arabia,K. Beerschot VA,CM,67,66,53,63,70,63,78
Khaled Al Hashmi,United Arab Emirates,Al Ain FC,CB,67,67,31,43,47,68,72
Musab Al Juwair,Saudi Arabia,Al Shabab,CM,67,66,62,70,68,52,68
Fawaz Al Sagour,Saudi Arabia,Al Ittihad,RB,67,92,45,61,64,55,64
Muhannad Al Shanqeeti,Saudi Arabia,Al Ittihad,RB,67,81,42,55,64,61,69
Andreas Albers,Denmark,FC St. Pauli,ST,67,53,65,45,59,29,75
Juan Fernando Alfaro,Argentina,Club Nacional,CDM,67,66,50,64,67,64,65
Baba Alhassan,Ghana,FCSB,CM,67,81,65,61,69,60,80
Isnik Alimi,North Macedonia,Sepsi OSK,CDM,67,64,58,66,64,63,66
Fidan Aliti,Kosovo,Alanyaspor,CB,67,63,46,57,60,65,80
Julio Alonso,Spain,CD Mirandés,LB,67,70,36,54,64,67,59
Favio Alvarez,Argentina,Lanús,MOC,67,64,65,67,67,40,66
Iker Alvarez,Andorra,Villarreal CF,GK,67,67,66,67,68,38,68
Frederik Alves,Denmark,Brøndby IF,CB,67,49,31,44,51,67,73
Leo Chu,Brazil,Sounders FC,LM,67,87,64,54,75,28,47
Kelvin,Brazil,Daejeon,LM,67,74,60,62,69,24,50
Gustavo Henrique,Brazil,Estrela Amadora,RW,67,70,66,59,70,32,64
Etienne Amenyido,Togo,Preußen Münster,ST,67,75,63,58,71,38,65
Jamal Amofa,Netherlands,Go Ahead Eagles,CB,67,75,34,49,65,65,73
An Jae Jun,"Korea, South",Pohang Steelers,ST,67,79,66,47,65,24,59
Gregori Anangono,Ecuador,U. Católica,RB,67,81,53,62,65,62,70
Emiliano Ancheta,Uruguay,Danubio,RB,67,66,30,58,63,69,71
Jeppe Andersen,Denmark,Silkeborg IF,CM,67,67,61,64,67,61,81
Elias Andersson,Sweden,Lech Poznań,LB,67,65,60,70,68,60,68
Adam Andersson,Sweden,Rosenborg BK,RB,67,75,45,60,65,61,67
Lorenzo Andrenacci,Italy,Brescia,GK,67,67,68,61,68,50,68
Ryan Andrews,England,Watford,RB,67,85,45,57,67,61,58
Nilson Angulo,Ecuador,RSC Anderlecht,LW,67,80,60,60,70,34,50
Peter Ankersen,Denmark,FC Nordsjælland,RB,67,74,54,60,67,61,67
Janis Antiste,France,Sassuolo,ST,67,79,67,50,67,20,62
Mateo Antoni,Uruguay,Nacional,CB,67,53,38,55,52,68,67
Valentin Antov,Bulgaria,Cremonese,CB,67,56,38,48,57,66,76
Francisco Apaolaza,Argentina,Carabobo FC,ST,67,68,68,54,63,35,66
Leonardo Aponte,Venezuela,Carabobo FC,CB,67,70,30,52,62,68,68
Jon Mikel Aramburu,Venezuela,Real Sociedad,RB,67,71,46,59,62,64,62
Arana,Spain,R. Racing Club,ST,67,71,67,54,68,33,62
Diego Armas,Ecuador,Técnico U.,MOC,67,68,65,65,65,53,64
Yoel Armougom,France,Clermont Foot 63,LB,67,79,42,55,65,60,66
Jaime Arrascaita,Bolivia,The Strongest,RM,67,82,56,61,67,37,46
Ahmet Arslan,Germany,Rot-Weiss Essen,CM,67,66,68,67,71,57,67
Andrei Artean,Romania,CFR 1907 Cluj,CDM,67,66,62,60,62,65,77
Gjermund Asen,Norway,Lillestrøm SK,CM,67,55,65,69,69,51,70
Kristoffer Askildsen,Norway,FC Midtjylland,CM,67,53,55,64,66,61,70
Dairon Asprilla,Colombia,Atl. Nacional,LM,67,74,69,61,68,44,70
Tomas Asta-Buruaga,Chile,Everton,CB,67,62,42,51,51,68,72
Jani Atanasov,North Macedonia,Cracovia,CM,67,71,60,68,66,61,73
Julian Aude,Argentina,LA Galaxy,LB,67,72,46,62,75,60,64
Rafal Augustyniak,Poland,Legia Warszawa,CB,67,65,48,59,59,66,78
Giuseppe Aurelio,Italy,Spezia,LB,67,83,63,63,66,60,74
Douglas Aurelio,Brazil,CD Castellón,LM,67,78,66,62,68,56,63
David Ayala,Argentina,Portland Timbers,CDM,67,72,45,62,67,63,56
Julian Baas,Netherlands,Sparta Rotterdam,CM,67,62,56,68,65,57,74
Youri Baas,Netherlands,Ajax,LB,67,70,39,58,65,63,63
Isaac Babadi,Netherlands,PSV,MOC,67,71,52,59,73,43,57
Renzo Bacchia,Uruguay,Racing Club,GK,67,67,66,62,66,31,66
Felix Bacher,Austria,Estoril Praia,CB,67,57,34,41,46,65,80
Janik Bachmann,Germany,FC Schalke 04,CDM,67,63,55,59,57,64,80
William Baeten,Belgium,FCSB,RM,67,76,63,62,67,52,68
Jean-Matteo Bahoya,France,Frankfurt,LM,67,76,64,60,72,40,56
Mike-Steven Bahre,Germany,SCR Altach,CM,67,74,63,65,70,57,70
Stefan Baiaram,Romania,Univ. Craiova,MOC,67,84,59,61,69,29,60
Said Bakari,Netherlands,Sparta Rotterdam,RB,67,78,57,60,67,61,74
Younes Bakiz,Denmark,Silkeborg IF,LW,67,75,65,62,68,29,64
Max Balard,Australia,NAC Breda,CM,67,63,53,63,67,58,69
Silviu Balaure,Romania,FC Hermannstadt,RM,67,77,60,62,68,43,66
Thierno Balde,France,ESTAC Troyes,RB,67,77,48,59,67,63,63
Radinio Balker,Suriname,Huddersfield,CB,67,86,30,53,48,66,74
Florian Ballas,Germany,Jahn Regensburg,CB,67,54,41,43,38,66,78
Tiago Banega,Argentina,Unión,CM,67,70,65,66,71,57,61
Ezechiel Banzuzi,Netherlands,OH Leuven,CM,67,67,61,62,64,59,71
Marcel Bar,Germany,FC Erzgebirge Aue,ST,67,82,65,60,66,40,67
Jorge Teixeira,Brazil,Pohang Steelers,ST,67,79,62,47,61,25,81
Ahmed Barman,United Arab Emirates,Al Ain FC,CDM,67,60,47,58,60,66,74
Daniel Barrea,Argentina,Godoy Cruz,RW,67,81,66,58,68,29,71
Mons Bassouamina,Congo,Clermont Foot 63,LM,67,82,65,54,69,21,63
Bastida,Spain,Cádiz CF,CDM,67,52,41,58,57,67,48
Nick Batzner,Germany,Wehen Wiesbaden,MOC,67,68,60,68,70,53,59
Patrick Bauer,Germany,Preston,CB,67,29,38,47,40,67,70
Dominic Baumann,Germany,SV Sandhausen,ST,67,66,67,53,62,29,74
Raul Becerra,Argentina,Dep. Cuenca,ST,67,53,69,46,63,28,67
Timo Beermann,Germany,VfL Osnabrück,CB,67,32,39,47,43,67,76
Aziz Behich,Australia,Melbourne City,LB,67,76,60,65,69,61,68
Raffael Behounek,Austria,Willem II,CB,67,58,27,44,44,66,79
Lukasz Bejger,Poland,Śląsk Wrocław,CB,67,78,31,51,56,67,70
Ismajl Beka,Kosovo,FC Luzern,CB,67,57,39,44,43,65,74
Zineddine Belaid,Algeria,STVV,CB,67,63,28,56,54,68,67
Luca Belardinelli,Italy,Empoli,CDM,67,68,51,63,61,64,70
Joe Bell,New Zealand,Viking FK,CM,67,63,61,66,66,63,78
Steven Benda,Germany,Fulham,GK,67,67,65,61,70,37,66
Leonardo Benedetti,Italy,Sampdoria,CM,67,73,53,66,69,58,64
Nicolas Benegas,Argentina,Dep. Riestra,ST,67,57,67,48,66,27,78
Florin Berenguer,France,Brisbane Roar,MOC,67,57,62,67,68,53,65
Gustav Berggren,Sweden,Raków,CM,67,56,53,64,65,62,76
Antoine Bernier,Belgium,Sp. Charleroi,ST,67,80,67,63,70,37,63
Luke Berry,England,Charlton Ath,CM,67,59,65,66,70,62,62
Adriano Bertaccini,Belgium,STVV,ST,67,75,67,59,68,28,60
Ovidiu Bic,Romania,FC Univ. Cluj,CDM,67,68,56,60,63,62,75
Vahan Bichakhchyan,Armenia,Pogoń Szczecin,RM,67,78,67,64,67,55,61
Tyler Bindon,New Zealand,Reading,CB,67,60,32,49,58,67,70
Tayfur Bingol,Turkey,Eyüpspor,LB,67,76,60,64,66,60,69
Juan Bisanz,Argentina,Banfield,RM,67,75,62,59,68,47,55
Birkir Bjarnason,Iceland,Brescia,MOC,67,62,67,66,67,63,75
Martin Bjornbak,Norway,Molde FK,CB,67,36,47,57,50,65,80
Sondre Flem Bjorshol,Norway,Viking FK,RB,67,76,41,58,61,61,73
Jeremy Blasco,France,SD Huesca,CB,67,66,41,59,55,66,77
Roberto Bochi,Argentina,Instituto,CDM,67,63,45,63,66,62,61
Rodrigo Bogarin,Paraguay,Defensa,MOC,67,72,61,64,69,22,66
Marc Bola,England,Samsunspor,LB,67,74,35,53,63,64,70
Marcos Bolados,Chile,Colo-Colo,RW,67,80,60,61,69,49,58
Bendeguz Bolla,Hungary,SK Rapid,RB,67,78,54,60,68,60,65
Moise Bombito,Canada,OGC Nice,CB,67,91,47,57,62,66,70
Nicholas Bonfanti,Italy,Pisa,ST,67,71,67,48,67,29,61
Leonel Bontempo,Argentina,Wanderers,LB,67,71,48,56,63,61,58
Gui Guedes,Portugal,UD Almería,CM,67,66,60,65,68,59,57
Benjamin Bouchouari,Morocco,AS Saint-Étienne,CM,67,64,54,67,71,52,55
Khalid Boutaib,Morocco,Pau FC,ST,67,49,68,60,66,36,77
Amine Boutrah,France,SC Bastia,LM,67,87,62,61,69,29,61
Robbie Brady,Ireland,Preston,LB,67,61,64,73,69,64,64
Per Kristian Bratveit,Norway,Strømsgodset IF,GK,67,66,64,68,68,48,66
Pedro Brazao,Portugal,Bodrum FK,RM,67,75,55,64,73,39,48
Michael Breij,Netherlands,Sepsi OSK,RW,67,73,65,66,66,42,62
Rhian Brewster,England,Sheffield Utd,ST,67,76,68,55,70,20,61
Nicolo Brighenti,Italy,Catanzaro,CB,67,70,40,51,55,67,73
Jake Brimmer,Australia,Auckland FC,MOC,67,66,60,68,69,58,67
Brandt Bronico,United States,Charlotte FC,CM,67,67,59,63,67,64,72
Luuk Brouwers,Netherlands,sc Heerenveen,MOC,67,63,62,67,67,62,74
Ciaron Brown,Northern Ireland,Oxford United,CB,67,66,46,53,58,67,73
Buatu,Angola,Gil Vicente,CB,67,56,41,51,54,65,77
Constantin Budescu,Romania,FC Gloria Buzău,LW,67,39,70,75,71,26,50
Gonzalo Bueno,Uruguay,Danubio,LW,67,76,67,67,67,25,57
Oliver Bundgaard,Denmark,Viborg FF,LB,67,84,49,59,66,60,60
Filip Bundgaard,Denmark,Brøndby IF,ST,67,74,68,64,73,38,59
Sascha Burchert,Germany,FC St. Pauli,GK,67,66,66,62,64,43,70
Guillermo Burdisso,Argentina,Huracán,CB,67,32,41,52,48,66,73
Valentin Burgoa,Argentina,Sarmiento,MOC,67,77,57,63,73,54,60
Esteban Burgos,Argentina,Ind. Rivadavia,CB,67,50,47,46,53,66,81
Oliver Burke,Scotland,SV Werder Bremen,RM,67,87,63,61,62,37,73
Graham Burke,Ireland,Shamrock Rovers,LW,67,63,69,66,69,29,60
Oriol Busquets,Spain,Arouca,CDM,67,36,43,64,61,64,67
Butzke,Spain,Nacional,ST,67,71,66,46,64,23,58
Zico Buurmeester,Netherlands,AZ,CM,67,60,60,65,67,61,69
Catalin Cabuz,Romania,FC Hermannstadt,GK,67,69,62,62,72,35,63
Elvin Cafarquliyev,Azerbaijan,Qarabağ FK,LB,67,72,46,62,67,63,63
Ibrahima Camara,Guinea,Boavista FC,CDM,67,55,47,62,63,65,72
Ousmane Camara,France,Angers SCO,CB,67,37,47,57,57,65,77
Alfred Canales,Chile,Uni. Católica,CM,67,67,56,61,67,59,65
Jhonatan Candia,Uruguay,Barracas Central,ST,67,68,67,63,67,36,63
Mihai Capatina,Romania,Univ. Craiova,RB,67,67,63,65,67,60,70
Alessandro Capello,Italy,Carrarese Calcio,ST,67,78,67,57,64,30,62
Nicolas Capraro,Argentina,Barracas Central,CB,67,71,33,49,56,67,74
Wagner Pina,Cabo Verde,Estoril Praia,RM,67,76,43,60,68,53,62
Andre Sousa,Portugal,Nacional,CM,67,60,67,67,68,59,73
Julio Cascante,Costa Rica,Austin FC,CB,67,57,37,47,54,65,72
Dan Casey,Ireland,Motherwell,CB,67,52,37,45,51,67,76
Jesus Castillo,Peru,Gil Vicente,CDM,67,56,57,64,63,61,69
Jesus Castillo,Peru,Alianza Lima,CDM,67,61,58,59,61,65,66
David Castro,Spain,Racing de Ferrol,CB,67,62,34,58,61,65,79
Yoann Cathline,France,FC Utrecht,LM,67,80,61,60,71,45,55
Cristian Cauz,Italy,Modena,CB,67,75,50,59,62,66,67
Tomas Cavanagh,Argentina,Tigre,LB,67,82,36,56,66,61,64
Jose Luis Cazares,Ecuador,Técnico U.,CDM,67,69,50,61,63,64,70
Joseph Ceesay,Gambia,Cesena,RM,67,92,54,58,66,58,71
Alberto Cerri,Italy,Como,ST,67,40,71,51,61,37,73
Edwin Cerrillo,United States,LA Galaxy,CDM,67,63,46,60,63,63,71
Boris Cespedes,Bolivia,Yverdon Sport FC,CDM,67,66,53,59,65,63,69
Daniel Chacon,Costa Rica,Colorado Rapids,CB,67,62,22,43,46,68,63
Moutir Chajia,Belgium,Como,LM,67,75,64,67,73,34,34
Shea Charles,Northern Ireland,Sheffield Wed,CDM,67,59,47,65,61,65,69
Yevgen Cheberko,Ukraine,Columbus Crew,CB,67,68,31,59,64,66,69
Samir Chergui,France,Paris FC,CB,67,52,43,62,63,68,63
Lallianzuala Chhangte,India,Mumbai City FC,RW,67,87,62,61,66,37,65
Riccardo Chiarello,Italy,Cesena,MOC,67,68,61,63,69,46,62
Daniel Chima Chukwu,Nigeria,Chennaiyin FC,ST,67,61,69,51,61,30,82
Alexandru Chipciu,Romania,FC Univ. Cluj,LM,67,68,64,64,66,56,69
Jeyson Chura,Bolivia,The Strongest,RM,67,88,58,58,69,23,55
Jonathan Cisse,Cote d'Ivoire,SC Oțelul Galați,CB,67,65,35,42,53,65,80
Clemente,Spain,Real Zaragoza,CB,67,68,32,52,54,67,70
Denilho Cleonise,Netherlands,RKC Waalwijk,RM,67,88,60,61,69,34,57
Zach Clough,England,Adelaide United,LM,67,68,61,65,69,45,62
Josh Cohen,United States,Atlanta United,GK,67,67,66,62,63,28,68
Archie Collins,England,Peterborough,CDM,67,72,57,64,68,62,70
James Collins,Ireland,Derby County,ST,67,53,66,55,64,41,78
Rubin Colwill,Wales,Cardiff City,MOC,67,66,63,63,68,45,66
Luca Connell,Ireland,Barnsley,CDM,67,65,58,66,66,60,70
Jomaine Consbruch,Germany,Fürth,MOC,67,73,57,62,70,55,49
Sirlord Conteh,Germany,Heidenheim,ST,67,93,63,54,70,37,63
Christian Conteh,Germany,Braunschweig,RW,67,93,51,51,74,28,57
Nicolas Contin,Argentina,Tigre,ST,67,71,63,52,63,33,71
Nikita Contini,Ukraine,SSC Napoli,GK,67,68,66,61,69,48,64
Alberto Contrera,Paraguay,S. Ameliano,MOC,67,71,64,70,66,44,65
Mauro Coppolaro,Italy,Carrarese Calcio,CB,67,68,42,53,57,67,73
Gabriele Corbo,Italy,CF Montréal,CB,67,56,40,49,57,66,68
Marius Corbu,Romania,APOEL FC,MOC,67,68,59,64,69,52,62
Harry Cornick,England,Bristol City,ST,67,80,65,59,68,37,60
Niccolo Corrado,Italy,Brescia,LM,67,67,47,66,67,64,60
Lincoln,Brazil,SCR Altach,ST,67,72,66,58,70,22,63
Patrick Andrade,Cabo Verde,Qarabağ FK,CDM,67,67,57,64,68,63,65
Luciano Cosentino,Uruguay,Cerro Largo,RW,67,79,55,61,68,25,46
Marcel Costly,Germany,FC Ingolstadt 04,RB,67,88,52,56,67,56,71
Guillermo Cotugno,Uruguay,Racing Club,CB,67,52,26,41,40,68,70
Ismaila Coulibaly,Mali,Sheffield Utd,CM,67,77,63,62,70,62,68
Hayden Coulson,England,Blackpool,LB,67,76,38,56,66,62,61
Benjamin Cremaschi,United States,Inter Miami CF,CM,67,74,57,63,71,58,57
Alexandru Cretu,Romania,Al Wehda,CDM,67,54,58,56,60,67,78
Iulian Cristea,Romania,FC Univ. Cluj,CB,67,72,38,48,57,66,75
Domen Crnigoj,Slovenia,Venezia,CM,67,72,61,68,69,54,69
Daniel Crowley,England,Notts County,MOC,67,77,64,67,69,47,52
Ivan Cuellar,Spain,RCD Mallorca,GK,67,65,67,64,67,47,66
Jamie Cumming,England,Oxford United,GK,67,66,65,66,67,39,65
Christopher Cvetko,Austria,Austria Klagenfurt,CM,67,60,60,63,64,65,76
Luca D'Andrea,Italy,Sassuolo,RM,67,77,58,64,71,39,53
Joao Gamboa,Portugal,Pogoń Szczecin,CDM,67,65,58,64,64,64,74
Alessio Da Cruz,Cabo Verde,Fortuna Sittard,ST,67,70,67,60,71,36,62
Felipe Augusto,Brazil,Cercle Brugge,ST,67,71,66,47,63,27,67
Show,Angola,FC Dallas,CDM,67,63,47,62,66,64,67
Pedro Trigueira,Portugal,AVS Futebol SAD,GK,67,65,64,66,64,45,67
Cristian Dajome,Colombia,D.C. United,LM,67,81,61,60,67,55,71
Wessel Dammers,Netherlands,Randers FC,CB,67,58,56,53,59,67,74
Tendayi Darikwa,Zimbabwe,Lincoln City,RB,67,84,50,61,63,62,76
Simone Davi,Italy,Südtirol,LB,67,83,48,60,66,58,65
Isaak Davies,Wales,Cardiff City,ST,67,83,65,51,68,24,58
Brian De Keersmaecker,Belgium,Heracles Almelo,CDM,67,76,53,64,66,61,70
Fabian de Keijzer,Netherlands,Heracles Almelo,GK,67,67,63,67,69,31,66
Luis de la Cruz,Paraguay,S. Trinidense,CDM,67,70,57,60,69,64,70
Erik De Los Santos,Uruguay,Racing Club,RM,67,77,48,65,67,62,62
Sebastian De Maio,France,Mantova,CB,67,40,42,43,58,66,70
Dion De Neve,Belgium,KV Kortrijk,LM,67,81,59,59,68,49,42
Nicolas De Preville,France,ESTAC Troyes,ST,67,72,68,66,67,39,64
Gabriel Debeljuh,Croatia,Sepsi OSK,ST,67,60,63,48,63,25,77
Yusuf Demir,Austria,Galatasaray,RM,67,79,59,61,76,19,47
Deng Hanwen,China,Wuhan Three Towns,RB,67,82,57,60,66,61,71
Will Dennis,England,AFC Bournemouth,GK,67,70,65,63,69,33,66
Halil Ibrahim Dervisoglu,Turkey,Galatasaray,ST,67,73,65,63,72,39,61
Enis Destan,Turkey,Trabzonspor,ST,67,68,66,62,65,48,70
Fousseni Diabate,Mali,Lausanne-Sport,RW,67,84,62,60,71,42,46
Abdoulaye Diaby,Mali,FC St. Gallen,CB,67,61,27,41,41,64,82
Bambo Diaby,Senegal,Elche CF,CB,67,67,32,54,57,63,79
Lamine Diack,Senegal,Hatayspor,CDM,67,76,59,61,65,64,75
Djibril Diani,France,Charlotte FC,CDM,67,62,45,58,61,64,80
Mahamadou Diawara,France,OL,CM,67,67,55,65,67,61,69
Ismael Diawara,Mali,AIK,GK,67,72,63,62,71,18,64
Matisse Didden,Belgium,FC Utrecht,CB,67,54,36,55,57,64,77
Thomas Didillon-Hodl,France,Willem II,GK,67,68,62,68,71,56,66
Guillaume Dietsch,France,FCV Dender EH,GK,67,69,65,63,70,19,63
Ouparine Djoco,Guinea-Bissau,Clermont Foot 63,GK,67,70,66,68,69,29,64
Dejan Djokic,Switzerland,FC Sion,ST,67,68,66,52,63,21,60
Greg Docherty,Scotland,Charlton Ath,CM,67,68,65,64,68,66,80
Maciej Domanski,Poland,Stal Mielec,MOC,67,69,66,66,69,56,68
Mehdi Dorval,France,Bari,RB,67,73,36,57,66,59,63
David Douline,France,Servette FC,CDM,67,45,58,60,62,65,72
Oliver Dovin,Sweden,Coventry City,GK,67,68,65,66,68,45,66
Stefan Drazic,Serbia,APOEL FC,ST,67,65,66,56,63,27,70
Bryce Duke,United States,CF Montréal,MOC,67,68,58,69,71,46,58
Kyle Duncan,United States,Red Bulls,RB,67,83,44,51,67,63,71
Chey Dunkley,England,Chesterfield,CB,67,49,36,42,49,65,79
Pierre Dwomoh,Belgium,Watford,CM,67,72,54,66,73,55,72
Patryk Dziczek,Poland,Piast Gliwice,CDM,67,57,54,60,65,64,70
Santiago Echeverria,Argentina,Wilstermann,CB,67,54,23,41,41,69,71
Joe Edwards,England,Plymouth Argyle,RB,67,66,59,63,66,63,75
Amine El Ouazzani,Morocco,SC Braga,ST,67,64,67,60,65,20,64
Juergen Elitim,Colombia,Legia Warszawa,CM,67,79,62,68,70,51,61
Dimitrios Emmanouilidis,Greece,Vejle Boldklub,LM,67,84,65,57,71,24,58
Mahir Emreli,Azerbaijan,1. FC Nürnberg,ST,67,76,70,55,68,28,70
Dogan Erdogan,Turkey,Göztepe,CDM,67,56,54,65,66,62,70
Onur Ergun,Turkey,Başakşehir,CDM,67,56,63,63,63,66,72
August Erlingmark,Sweden,IFK Göteborg,CDM,67,63,55,57,60,66,75
Pablo Erustes,Argentina,Dep. Garcilaso,ST,67,72,68,52,63,20,58
Florian Escales,France,FC Annecy,GK,67,70,69,64,65,28,68
Anderson Esiti,Nigeria,Ferencvárosi TC,CDM,67,52,45,56,56,68,78
Mustafa Eskihellac,Turkey,Gaziantep,RM,67,86,55,59,68,53,59
Dani Tasende,Spain,Real Zaragoza,LB,67,71,50,67,63,63,54
Derrick Etienne Jr.,Haiti,Toronto FC,LM,67,81,62,61,67,40,64
Ched Evans,Wales,Preston,ST,67,52,68,59,66,39,79
Lee Evans,Wales,Blackpool,CM,67,52,63,67,65,66,78
Noah Fadiga,Senegal,KAA Gent,RB,67,83,49,60,66,61,64
Diego Falcinelli,Italy,Spezia,ST,67,48,69,53,68,23,58
Akin Famewo,England,Sheffield Wed,CB,67,69,22,44,53,65,79
Marco Farfan,United States,FC Dallas,LB,67,70,45,54,67,64,67
Goncalo Costa,Portugal,Estoril Praia,LB,67,76,41,49,73,62,62
Jacob Farrell,Australia,Portsmouth,LB,67,64,43,49,59,66,79
Mohamed Farsi,Canada,Columbus Crew,RM,67,83,52,61,68,60,56
Timothy Fayulu,Congo,FC Sion,GK,67,68,66,62,69,25,65
Manuel Feil,Germany,SV Elversberg,RM,67,63,58,62,71,42,55
Hugo Fernandez,Paraguay,Olimpia,LM,67,78,59,63,66,43,55
Guillermo,Spain,NorthEast United,ST,67,72,68,59,66,32,70
Matias Fernandez-Pardo,Belgium,LOSC Lille,MOC,67,75,64,64,70,39,53
Gianluca Ferrari,Argentina,Atlético Tucumán,CB,67,71,43,59,60,63,79
Rodi Ferreira,Paraguay,Sportivo Luqueño,RB,67,83,35,48,64,63,64
Miguel Sousa,Portugal,Casa Pia AC,MOC,67,64,62,68,68,41,48
