name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Identifier
Ozan Can Kokcu,Azerbaijan,HJK Helsinki,MOC,64,64,59,65,62,43,50,ozancankokcu_AZE
Leo Kokubo,Japan,STVV,GK,64,63,62,60,65,41,63,leokokubo_JAP
Niklas Kolle,Germany,SSV Ulm 1846,LM,64,80,48,55,62,59,70,niklaskolle_GER
Zan Kolmanic,Slovenia,Austin FC,LB,64,66,52,67,62,56,64,zankolmanic_SLO
Aleksander Komor,Poland,GKS Katowice,CB,64,61,24,46,49,63,74,aleksanderkomor_POL
Mert Komur,Germany,FC Augsburg,MOC,64,65,61,59,70,38,51,mertkomur_GER
Vegard Kongsro,Norway,HamKam Fotball,LB,64,77,42,56,59,58,67,vegardkongsro_NOR
Morten Agnes Konradsen,Norway,FK Haugesund,CM,64,67,57,63,66,61,66,mortenagneskonradsen_NOR
Koo Ja Ryong,"Korea, South",Jeonbuk Hyundai,CB,64,66,29,45,48,62,73,koojaryong_KOR
Emil Kornvig,Denmark,SK Brann,CM,64,64,57,62,65,59,65,emilkornvig_DEN
Roy Kortsmit,Netherlands,NAC Breda,GK,64,65,61,59,63,27,64,roykortsmit_NET
Mirko Kos,Austria,FK Austria Wien,GK,64,64,62,57,67,41,62,mirkokos_AUS
Martin Koscelnik,Slovakia,NAC Breda,RB,64,66,51,59,62,61,62,martinkoscelnik_SLO
Charalampos Kostoulas,Greece,Olympiacos FC,ST,64,68,63,53,61,35,64,charalamposkostoulas_GRE
Loic Kouagba,France,Red Star FC,CB,64,68,34,42,47,61,80,loickouagba_FRA
Therence Koudou,France,Pau FC,RB,64,65,46,58,61,59,60,therencekoudou_FRA
Franko Kovacevic,Croatia,Gangwon FC,ST,64,73,62,53,69,25,68,frankokovacevic_CRO
Kreshnik Krasniqi,Kosovo,Strømsgodset IF,CM,64,62,57,61,64,59,69,kreshnikkrasniqi_KOS
Maximilian Krauss,Germany,Energie Cottbus,LW,64,80,60,54,69,30,59,maximiliankrauss_GER
Luca Kronberger,Austria,SCR Altach,LM,64,69,58,59,62,35,67,lucakronberger_AUS
Theodore Ku-DiPietro,United States,D.C. United,LM,64,73,59,52,68,35,56,theodoreku-dipietro_UNI
Mykola Kuharevych,Ukraine,Hibernian,ST,64,59,66,49,60,23,74,mykolakuharevych_UKR
Garang Kuol,Australia,Newcastle Utd,LW,64,88,56,56,66,28,40,garangkuol_AUS
Markus Kuster,Austria,FC Winterthur,GK,64,63,65,61,61,30,63,markuskuster_AUS
Manuel Kuttin,Austria,GC Zürich,GK,64,63,62,65,64,34,63,manuelkuttin_AUS
Daniel Kyerewaa,Germany,Preußen Münster,RM,64,79,47,58,70,46,58,danielkyerewaa_GER
Brighton Labeau,France,En Avant Guingamp,ST,64,69,64,52,65,21,72,brightonlabeau_FRA
Mathis Lachuer,France,CD Mirandés,CM,64,80,51,67,71,55,41,mathislachuer_FRA
Bram Lagae,Belgium,KV Kortrijk,CB,64,67,34,46,54,65,65,bramlagae_BEL
Ross Laidlaw,Scotland,Ross County,GK,64,64,63,62,64,25,65,rosslaidlaw_SCO
Fynn Lakenmacher,Germany,SV Darmstadt 98,ST,64,74,62,50,63,30,77,fynnlakenmacher_GER
Tygo Land,Netherlands,PSV,CM,64,74,53,64,71,53,47,tygoland_NET
Sondre Langas,Norway,Viking FK,CB,64,78,37,51,59,63,73,sondrelangas_NOR
Dominik Lanius,Germany,FC Hansa Rostock,CB,64,52,35,42,43,63,80,dominiklanius_GER
Michael Lansing,United States,Kristiansund BK,GK,64,64,65,62,62,38,64,michaellansing_UNI
Antoine Larose,France,FC Annecy,RM,64,72,61,58,67,32,56,antoinelarose_FRA
Mads Larsen,Denmark,Silkeborg IF,CM,64,69,57,61,64,57,48,madslarsen_DEN
David Lazar,Romania,FC Gloria Buzău,GK,64,64,64,62,64,54,65,davidlazar_ROM
Lee Jae Won,"Korea, South",Suwon FC,CM,64,65,57,60,68,56,64,leejaewon_KOR
Lee Kang Hyeon,"Korea, South",GwangJu FC,CDM,64,61,44,51,57,61,76,leekanghyeon_KOR
Tommy Leigh,England,MK Dons,MOC,64,71,63,62,64,53,71,tommyleigh_ENG
Granit Lekaj,Kosovo,FC Winterthur,CB,64,31,37,46,48,66,75,granitlekaj_KOS
Jonathan Leko,England,MK Dons,ST,64,90,60,55,66,35,65,jonathanleko_ENG
Noha Lemina,Gabon,FC Annecy,LM,64,77,60,58,69,29,53,nohalemina_GAB
Roberto Leon,Argentina,Racing Club,GK,64,65,63,56,64,27,63,robertoleon_ARG
Gabriel Leyes,Uruguay,Danubio,ST,64,66,66,48,60,27,66,gabrielleyes_URU
Ruben Lezcano,Paraguay,Libertad,CM,64,67,52,60,65,56,58,rubenlezcano_PAR
Li Ang,China,Shanghai Port FC,CB,64,55,57,60,56,62,79,liang_CHI
Li Tixiang,China,Zhejiang Pro,CDM,64,66,54,61,63,57,72,litixiang_CHI
Liao Junjian,China,Meizhou Hakka,CB,64,64,46,54,54,64,72,liaojunjian_CHI
Rai Pablo Lima,Bolivia,Real Tomayapo,CM,64,66,57,63,65,55,62,raipablolima_BOL
Axel Lindahl,Sweden,BK Häcken,RB,64,80,48,61,68,54,59,axellindahl_SWE
Julius Lindberg,Sweden,BK Häcken,RW,64,71,63,58,67,38,58,juliuslindberg_SWE
Armani Little,England,Gillingham,CM,64,78,61,62,66,58,64,armanilittle_ENG
Liu Yun,China,Changchun Yatai,RM,64,79,60,60,62,54,62,liuyun_CHI
Liu Junshuai,China,Qingdao Hainiu,CB,64,61,37,49,50,63,75,liujunshuai_CHI
Enrique Lofolomo,Germany,Viktoria Köln,CB,64,69,52,57,64,62,69,enriquelofolomo_GER
Santiago Lopez,Argentina,Independiente,RW,64,84,65,56,64,25,56,santiagolopez_ARG
Fran Manzanara,Spain,Racing de Ferrol,CDM,64,64,50,57,63,63,64,franmanzanara_SPA
Javi Lopez,Spain,Adelaide United,RB,64,54,52,62,64,64,65,javilopez_SPA
Lopez-Pinto,Spain,Burgos CF,LM,64,67,61,59,65,28,64,lopez-pinto_SPA
Dani Lorenzo,Spain,Málaga CF,CM,64,69,52,64,66,60,55,danilorenzo_SPA
Victor Loturi,Canada,Ross County,CDM,64,69,54,61,68,60,63,victorloturi_CAN
Mathias Lovik,Norway,Molde FK,LB,64,81,39,52,63,57,65,mathiaslovik_NOR
Boyd Lucassen,Netherlands,NAC Breda,RB,64,65,47,53,59,62,66,boydlucassen_NET
Angelo Lucena,Venezuela,Metropolitanos,RM,64,70,61,62,63,50,51,angelolucena_VEN
Juan Luduena,Argentina,Unión,CB,64,55,32,42,48,64,72,juanluduena_ARG
Marcos Luna,Spain,Real Zaragoza,RB,64,71,35,45,52,65,75,marcosluna_SPA
Gustav Lundgren,Sweden,GAIS,RW,64,66,61,64,64,33,66,gustavlundgren_SWE
Jay Lynch,England,Fleetwood Town,GK,64,63,65,60,63,41,64,jaylynch_ENG
Arthur Lyska,Germany,Wehen Wiesbaden,GK,64,66,63,63,67,42,66,arthurlyska_GER
Cristhian Machado,Bolivia,Wilstermann,CDM,64,75,44,54,59,61,68,cristhianmachado_BOL
Manuel Namora,Portugal,Boavista FC,ST,64,67,65,52,63,26,54,manuelnamora_POR
Pedro Ganchas,Portugal,Silkeborg IF,CB,64,46,32,35,38,66,70,pedroganchas_POR
Gary Mackay-Steven,Scotland,Kilmarnock,LM,64,76,58,59,66,36,54,garymackay-steven_SCO
Abdussalam Magashy,Nigeria,Kalmar FF,MOC,64,79,60,59,66,60,78,abdussalammagashy_NIG
Josh Magennis,Northern Ireland,Exeter City,ST,64,48,64,54,59,42,79,joshmagennis_NOR
Enes Mahmutovic,Luxembourg,NAC Breda,CB,64,53,27,38,40,64,71,enesmahmutovic_LUX
Mikkel Maigaard,Denmark,Cracovia,LM,64,60,59,65,63,54,66,mikkelmaigaard_DEN
Filip Majchrowicz,Poland,Górnik Zabrze,GK,64,69,58,63,63,33,65,filipmajchrowicz_POL
Erik Majetschak,Germany,FC Erzgebirge Aue,CB,64,66,53,62,61,63,69,erikmajetschak_GER
Mateusz Mak,Poland,GKS Katowice,LW,64,74,58,61,67,43,58,mateuszmak_POL
Scott Malone,England,Crawley Town,LB,64,69,55,60,59,59,70,scottmalone_ENG
Felix Mambimbi,Switzerland,FC St. Gallen,ST,64,86,62,54,70,24,53,felixmambimbi_SWI
Mikael Mandron,France,St. Mirren,ST,64,55,64,53,60,45,76,mikaelmandron_FRA
Luca Maniero,Italy,Cittadella,GK,64,64,63,60,67,40,66,lucamaniero_ITA
Giacomo Manzari,Italy,Bari,ST,64,77,65,57,66,28,51,giacomomanzari_ITA
Julian Marchioni,Argentina,Politehnica Iași,CM,64,55,59,62,62,61,71,julianmarchioni_ARG
Luc Mares,Netherlands,HamKam Fotball,CB,64,59,52,58,56,62,69,lucmares_NET
Richonell Margaret,Netherlands,RKC Waalwijk,RM,64,77,60,56,66,23,65,richonellmargaret_NET
Eman Markovic,Norway,Sandefjord,LM,64,77,57,57,66,32,61,emanmarkovic_NOR
Ar'jany Martha,Curacao,K. Beerschot VA,LB,64,79,50,61,70,55,50,ar'janymartha_CUR
Ariel Martinez,Chile,Palestino,CM,64,63,59,66,69,49,63,arielmartinez_CHI
Felipe,Brazil,Orlando City,CDM,64,47,63,65,65,59,65,felipe_BRA
Edoardo Masciangelo,Italy,Cittadella,LM,64,80,54,61,65,60,65,edoardomasciangelo_ITA
Conor Masterson,Ireland,Gillingham,CB,64,62,33,44,52,64,72,conormasterson_IRE
Jay Matete,England,Bolton,CM,64,73,55,61,70,62,67,jaymatete_ENG
Jimmy Maurer,United States,FC Dallas,GK,64,64,63,64,64,36,67,jimmymaurer_UNI
Aiman Maurer,Morocco,Clermont Foot 63,LM,64,59,58,63,69,38,44,aimanmaurer_MOR
Niklas May,Germany,Viktoria Köln,LM,64,74,48,59,65,62,61,niklasmay_GER
Ashley Maynard-Brewer,Australia,Charlton Ath,GK,64,65,61,64,66,39,60,ashleymaynard-brewer_AUS
Danny Mayor,England,Fleetwood Town,CM,64,62,58,64,66,48,66,dannymayor_ENG
Jason McCarthy,England,Wycombe,RB,64,71,53,57,60,60,75,jasonmccarthy_ENG
Aaron McEneff,Ireland,Shamrock Rovers,CM,64,66,59,64,65,58,66,aaronmceneff_IRE
James McGarry,New Zealand,Aberdeen,LB,64,82,59,58,67,55,75,jamesmcgarry_NEW
Tommy McNamara,United States,New England,CM,64,46,65,66,65,53,64,tommymcnamara_UNI
Christopher McVey,Sweden,D.C. United,CB,64,65,33,56,54,62,78,christophermcvey_SWE
Ryan Meara,United States,Red Bulls,GK,64,63,62,61,66,46,65,ryanmeara_UNI
Santiago Mederos,Uruguay,Racing Club,LM,64,72,65,59,69,43,54,santiagomederos_URU
Rick Meissen,Netherlands,Sparta Rotterdam,CB,64,47,33,42,47,63,72,rickmeissen_NET
Howell Mena,Colombia,Junior,CB,64,54,24,39,42,64,66,howellmena_COL
Clau Mendes,Guinea-Bissau,Casa Pia AC,ST,64,87,63,59,60,35,61,claumendes_GUI
Sergio Mendoza,Paraguay,S. Trinidense,LB,64,71,50,59,63,58,60,sergiomendoza_PAR
Jorge Mendoza,Paraguay,Sportivo Luqueño,CM,64,63,65,66,67,41,58,jorgemendoza_PAR
Patrik Mercado,Ecuador,IDV,CM,64,72,58,57,64,59,56,patrikmercado_ECU
Benji Michel,United States,Real Salt Lake,LM,64,82,64,53,64,22,58,benjimichel_UNI
Glenn Middleton,Scotland,Dundee United,LW,64,83,57,60,64,27,57,glennmiddleton_SCO
Alex Mighten,England,FC Nordsjælland,LM,64,78,54,56,71,27,48,alexmighten_ENG
Patrik Mijic,Croatia,TSV Hartberg,ST,64,65,63,47,59,27,64,patrikmijic_CRO
William Mikelbrencis,France,Hamburger SV,RB,64,75,38,56,62,60,57,williammikelbrencis_FRA
Thomas Mikkelsen,Denmark,Brøndby IF,GK,64,63,65,64,65,32,66,thomasmikkelsen_DEN
Nikola Mileusnic,Australia,Perth Glory,RM,64,87,59,56,63,42,66,nikolamileusnic_AUS
Sebastian Milewski,Poland,GKS Katowice,CDM,64,71,53,61,64,60,67,sebastianmilewski_POL
Eric Miller,United States,Portland Timbers,RB,64,66,37,52,58,61,69,ericmiller_UNI
Jovan Milosevic,Serbia,FC St. Gallen,ST,64,53,65,51,61,32,65,jovanmilosevic_SER
Sixto Mina,Ecuador,Dep. Cuenca,CB,64,67,47,46,56,64,67,sixtomina_ECU
Muzepper Mirahmetjan,China,Rongcheng FC,CM,64,68,64,65,63,60,76,muzeppermirahmetjan_CHI
Andrei Miron,Romania,FC Botoșani,CB,64,46,42,48,48,63,73,andreimiron_ROM
David Mitov Nilsson,North Macedonia,IFK Norrköping,GK,64,64,61,64,66,26,64,davidmitovnilsson_NOR
Clinton Mola,England,Bristol Rovers,LB,64,73,42,59,64,61,64,clintonmola_ENG
Gavin Molloy,Ireland,Aberdeen,CB,64,55,52,53,56,63,70,gavinmolloy_IRE
Luke Molyneux,England,Doncaster,RM,64,82,59,58,63,48,61,lukemolyneux_ENG
Nacho Monsalve,Spain,CD Eldense,CB,64,54,31,51,53,65,70,nachomonsalve_SPA
Taylor Moore,England,Bristol Rovers,CB,64,61,37,58,58,63,71,taylormoore_ENG
Mikey Moore,England,Spurs,LM,64,75,60,60,66,35,51,mikeymoore_ENG
Matias Moreno,Argentina,Fiorentina,CB,64,56,28,35,43,66,69,matiasmoreno_ARG
Ryoya Morishita,Japan,Legia Warszawa,RM,64,71,57,58,66,59,61,ryoyamorishita_JAP
Liam Morrison,Scotland,QPR,CB,64,53,31,45,53,65,65,liammorrison_SCO
Ebiye Moses,Nigeria,Motherwell,ST,64,82,62,52,63,36,72,ebiyemoses_NIG
Carlos Mosquera,Colombia,Alianza FC,GK,64,60,66,67,65,15,61,carlosmosquera_COL
Nicola Mosti,Italy,SS Juve Stabia,MOC,64,62,52,63,66,42,51,nicolamosti_ITA
Vitinho,Brazil,Arouca,CM,64,65,64,63,66,53,55,vitinho_BRA
Suphanat Mueanta,Thailand,OH Leuven,RW,64,66,61,57,67,23,44,suphanatmueanta_THA
Mun Ji Hwan,"Korea, South",Incheon United,CM,64,57,47,57,59,64,77,munjihwan_KOR
Romaine Mundle,England,Sunderland,LM,64,77,56,57,71,38,55,romainemundle_ENG
Alex Murphy,Ireland,Newcastle Utd,CB,64,65,34,54,57,62,68,alexmurphy_IRE
Simon Murray,Scotland,Dundee FC,ST,64,79,64,46,61,22,71,simonmurray_SCO
Torben Musel,Germany,Rot-Weiss Essen,CM,64,68,63,61,68,46,67,torbenmusel_GER
Danny Musovski,United States,Sounders FC,ST,64,63,63,51,63,43,65,dannymusovski_UNI
Niclas Nadj,Germany,SC Paderborn 07,MOC,64,69,53,60,67,36,56,niclasnadj_GER
Michal Nalepa,Poland,Zagłębie Lubin,CB,64,34,42,47,45,62,79,michalnalepa_POL
Miguel Navarro,Venezuela,Talleres,LB,64,73,31,51,62,60,62,miguelnavarro_VEN
Corrie Ndaba,Ireland,Kilmarnock,LB,64,70,27,53,58,62,75,corriendaba_IRE
Theo Ndicka Matam,France,GC Zürich,LB,64,78,48,57,66,56,66,theondickamatam_FRA
Harrison Neal,England,Carlisle United,CDM,64,43,45,57,56,61,70,harrisonneal_ENG
Dylan Nealis,United States,Red Bulls,RB,64,72,40,46,56,64,68,dylannealis_UNI
Stephan Negru,Ireland,Salford City,CB,64,56,25,42,48,63,70,stephannegru_IRE
Lewis Neilson,Scotland,St. Johnstone,CB,64,66,27,48,55,63,66,lewisneilson_SCO
Aaron Nemane,France,MK Dons,RM,64,89,53,55,66,52,52,aaronnemane_FRA
Elliott Nevitt,England,Gillingham,ST,64,70,62,48,59,27,79,elliottnevitt_ENG
Ahmad Ngouyamsa,Cameroon,Rodez AF,RB,64,76,40,56,65,59,66,ahmadngouyamsa_CAM
Karol Niemczycki,Poland,SV Darmstadt 98,GK,64,65,65,61,66,28,65,karolniemczycki_POL
Jack Nolan,England,Gillingham,RM,64,66,61,61,64,47,68,jacknolan_ENG
Abdulaziz Noor,Sudan,Al Wehda,RM,64,77,56,61,60,30,56,abdulaziznoor_SUD
Lasse Nordas,Norway,Tromsø IL,ST,64,76,61,47,61,25,67,lassenordas_NOR
Gustaf Norlin,Sweden,IFK Göteborg,LM,64,74,56,59,63,37,61,gustafnorlin_SWE
Cameron Norman,England,Tranmere Rovers,RB,64,70,47,57,60,58,78,cameronnorman_ENG
Conor Noss,Ireland,Blau-Weiss Linz,MOC,64,81,57,59,72,32,49,conornoss_IRE
Richard Nunez,Uruguay,Danubio,CDM,64,62,57,60,55,63,65,richardnunez_URU
Javier Nunez,Peru,Sport Huancayo,LW,64,76,58,58,66,50,54,javiernunez_PER
Ethan Nwaneri,England,Arsenal,MOC,64,68,62,62,67,39,50,ethannwaneri_ENG
Anthony O'Connor,Ireland,Harrogate Town,CB,64,51,44,52,54,63,78,anthonyo'connor_IRE
Warren O'Hora,Ireland,Hibernian,CB,64,52,39,49,52,63,78,warreno'hora_IRE
Shane O'Neill,United States,Toronto FC,CB,64,52,47,55,55,62,73,shaneo'neill_UNI
Brandon O'Neill,Australia,Perth Glory,CM,64,56,59,64,62,61,71,brandono'neill_AUS
Daniel O'Shaughnessy,Finland,HJK Helsinki,CB,64,46,39,56,50,64,62,danielo'shaughnessy_FIN
Abraham Odoh,England,Peterborough,LM,64,88,58,56,67,47,72,abrahamodoh_ENG
Ebenezer Ofori,Ghana,Vejle Boldklub,CM,64,71,55,62,67,60,69,ebenezerofori_GHA
Alaaddin Okumus,Turkey,Sivasspor,RB,64,68,48,58,63,61,61,alaaddinokumus_TUR
Junior Olaitan,Benin,Grenoble Foot 38,MOC,64,79,66,60,65,53,77,juniorolaitan_BEN
Roberto Alves,Switzerland,Radomiak Radom,CDM,64,75,64,66,66,57,64,robertoalves_SWI
Pawel Olkowski,Poland,Górnik Zabrze,RM,64,66,56,62,64,61,66,pawelolkowski_POL
Marcus Olsson,Sweden,Halmstads BK,LB,64,65,48,59,63,62,58,marcusolsson_SWE
Elias Mar Omarsson,Iceland,NAC Breda,ST,64,85,60,53,66,37,71,eliasmaromarsson_ICE
Kristian Onsrud,Norway,HamKam Fotball,CM,64,54,61,62,62,58,73,kristianonsrud_NOR
Louis Oppie,Germany,Arminia Bielefeld,LB,64,77,48,56,57,59,76,louisoppie_GER
Renzo Orihuela,Uruguay,Bolívar,CB,64,74,41,53,63,66,58,renzoorihuela_URU
Danilo Orsi,England,Burton Albion,ST,64,73,63,51,63,25,66,daniloorsi_ENG
Martin Ortega,Argentina,Tigre,RB,64,70,33,53,59,58,65,martinortega_ARG
Franco Ortellado,Argentina,S. Ameliano,CB,64,56,30,36,46,64,71,francoortellado_ARG
Arnau Ortiz,Spain,Śląsk Wrocław,LM,64,76,58,59,66,30,48,arnauortiz_SPA
Deji Oshilaja,England,Mansfield Town,CDM,64,78,52,55,60,63,76,dejioshilaja_ENG
Arild Ostbo,Norway,Viking FK,GK,64,62,63,63,64,31,64,arildostbo_NOR
Yari Otto,Germany,SC Verl,MOC,64,70,60,56,66,45,66,yariotto_GER
Sami Ouaissa,Netherlands,N.E.C. Nijmegen,MOC,64,78,57,59,67,40,58,samiouaissa_NET
Aziz Ouattara,Cote d'Ivoire,KV Mechelen,CDM,64,61,24,53,61,62,70,azizouattara_COT
Samuel Oum Gouet,Cameroon,Politehnica Iași,CDM,64,52,53,61,63,61,73,samueloumgouet_CAM
Casper Oyvann,Norway,Molde FK,CB,64,67,41,50,52,64,69,casperoyvann_NOR
Tomas Palacios,Argentina,Lombardia FC,CB,64,53,36,34,38,66,69,tomaspalacios_ARG
Ante Palaversa,Croatia,Aberdeen,CM,64,51,65,61,64,62,66,antepalaversa_CRO
Matt Palmer,England,Notts County,CM,64,76,56,64,66,58,69,mattpalmer_ENG
Murat Paluli,Turkey,Sivasspor,RB,64,71,43,56,64,60,67,muratpaluli_TUR
Aleksander Paluszek,Poland,Śląsk Wrocław,CB,64,51,27,39,44,63,72,aleksanderpaluszek_POL
Parada,Spain,CD Mirandés,LB,64,70,46,58,61,61,65,parada_SPA
Park Chan Yong,"Korea, South",Gimcheon Sangmu,CB,64,61,31,45,40,63,68,parkchanyong_KOR
Park Se Jin,"Korea, South",Daegu FC,CM,64,66,52,61,67,59,55,parksejin_KOR
Park Seung Ho,"Korea, South",Incheon United,RW,64,80,61,51,66,22,65,parkseungho_KOR
Park Kyu Hyun,"Korea, South",Dynamo Dresden,LB,64,72,29,50,63,61,65,parkkyuhyun_KOR
Will Patching,England,Derry City,MOC,64,59,62,64,64,53,59,willpatching_ENG
Harry Paton,Canada,Motherwell,CM,64,71,58,63,66,57,63,harrypaton_CAN
Elvis Patta,Ecuador,Técnico U.,RB,64,76,33,60,59,57,53,elvispatta_ECU
Yeferson Paz,Colombia,Sassuolo,RB,64,72,51,60,60,58,71,yefersonpaz_COL
Myles Peart-Harris,England,Swansea City,CM,64,72,61,63,65,52,71,mylespeart-harris_ENG
Thore Pedersen,Norway,SK Brann,RB,64,67,52,58,62,61,68,thorepedersen_NOR
Matti Peltola,Finland,D.C. United,CDM,64,65,35,55,58,66,65,mattipeltola_FIN
Andy Pembele,France,Paris FC,RM,64,87,53,55,66,33,56,andypembele_FRA
Nicholas Pennington,Australia,Perth Glory,CM,64,56,54,62,61,60,69,nicholaspennington_AUS
James Penrice,Scotland,Hearts,LB,64,78,50,59,62,58,63,jamespenrice_SCO
Agustin Pereira,Uruguay,Racing Club,RB,64,72,35,55,61,61,59,agustinpereira_URU
Guillermo Pereira,Argentina,Dep. Riestra,MOC,64,69,56,63,66,43,57,guillermopereira_ARG
Hamilton Pereira,Uruguay,Cerro Largo,CDM,64,63,62,63,64,62,66,hamiltonpereira_URU
Darlan,Brazil,Wuhan Three Towns,ST,64,61,62,63,69,56,56,darlan_BRA
Dylan Perera,Spain,CD Tenerife,MOC,64,71,56,65,69,48,46,dylanperera_SPA
Javi Perez,Spain,SD Huesca,CDM,64,45,62,58,59,61,69,javiperez_SPA
Edwuin Pernia,Venezuela,Caracas FC,ST,64,59,66,51,55,25,60,edwuinpernia_VEN
Nikola Petkovic,Serbia,Charlotte FC,CDM,64,61,50,61,62,61,58,nikolapetkovic_SER
Oscar Pettersson,Sweden,IFK Göteborg,RW,64,81,60,61,63,52,64,oscarpettersson_SWE
Piao Shihao,China,Qingdao W. Coast,RB,64,81,39,54,51,59,75,piaoshihao_CHI
Selmir Pidro,Bosnia-Herzegovina,St. Louis CITY SC,LB,64,66,40,57,60,60,63,selmirpidro_BOS
Lukas Pinckert,Germany,SV Elversberg,CB,64,66,41,55,59,62,70,lukaspinckert_GER
Miguel Pinto,Chile,Coquimbo Unido,GK,64,63,60,64,63,53,64,miguelpinto_CHI
Ignacio Pintos,Uruguay,Danubio,RM,64,75,59,57,65,53,58,ignaciopintos_URU
Onurcan Piri,Turkey,Kayserispor,GK,64,65,64,57,65,19,64,onurcanpiri_TUR
Reno Piscopo,Australia,Melb. Victory,MOC,64,79,59,61,69,39,56,renopiscopo_AUS
Brian Plat,Netherlands,K. Beerschot VA,CB,64,80,27,49,47,62,77,brianplat_NET
Manuel Polster,Austria,Lausanne-Sport,LM,64,92,61,58,62,34,62,manuelpolster_AUS
Dante Polvara,United States,Aberdeen,RM,64,56,56,62,65,59,73,dantepolvara_UNI
Joaquin Pombo,Argentina,IDV,CB,64,51,32,38,40,64,73,joaquinpombo_ARG
Matviy Ponomarenko,Ukraine,Dynamo Kyiv,ST,64,69,64,48,58,26,62,matviyponomarenko_UKR
Robert Popa,Romania,UTA Arad,GK,64,64,58,66,67,39,63,robertpopa_ROM
Konrad Poprawa,Poland,Śląsk Wrocław,CB,64,80,30,38,41,64,71,konradpoprawa_POL
Francisco Pozzo,Argentina,Talleres,ST,64,59,69,49,58,34,64,franciscopozzo_ARG
Axel Prado,Uruguay,Cerro Largo,CB,64,64,32,46,44,66,64,axelprado_URU
Rafael Profini,Argentina,Unión,CB,64,66,31,42,47,64,69,rafaelprofini_ARG
Eric Puerto,Spain,RC Deportivo,GK,64,67,62,60,67,16,58,ericpuerto_SPA
Joan Puig,Spain,RCD Espanyol,LB,64,75,47,56,61,59,63,joanpuig_SPA
John Pulskamp,United States,Sporting KC,GK,64,67,60,59,67,25,62,johnpulskamp_UNI
Christy Pym,England,Mansfield Town,GK,64,59,64,65,66,43,64,christypym_ENG
Diogo Queiros,Portugal,USL Dunkerque,CB,64,47,36,46,50,64,70,diogoqueiros_POR
Juan Jesus Quinones,Peru,UCV,CB,64,62,40,55,56,64,64,juanjesusquinones_PER
Angel Quinonez,Ecuador,ADT,ST,64,67,64,51,62,40,63,angelquinonez_ECU
Santiago Quiros,Argentina,Racing Club,CB,64,55,36,56,56,63,63,santiagoquiros_ARG
Renzo Rabino,Uruguay,Cerro Largo,LM,64,65,59,60,64,65,66,renzorabino_URU
Bojan Radulovic,Serbia,Huddersfield,ST,64,54,65,48,64,27,65,bojanradulovic_SER
Simen Rafn,Norway,Fredrikstad FK,RB,64,76,48,60,63,57,64,simenrafn_NOR
Marko Raguz,Austria,FK Austria Wien,ST,64,58,63,59,68,22,56,markoraguz_AUS
Jacobo,Spain,Real Madrid,CB,64,63,22,45,48,65,64,jacobo_SPA
Santiago Ramos Mingo,Argentina,Defensa,CB,64,47,34,47,51,65,59,santiagoramosmingo_ARG
Kayne Ramsay,England,Charlton Ath,RB,64,78,47,55,61,59,67,kayneramsay_ENG
Lars Mogstad Ranger,Norway,Lillestrøm SK,RB,64,83,49,54,63,57,72,larsmogstadranger_NOR
Dion Rankine,England,Wigan Athletic,RB,64,88,52,58,67,56,46,dionrankine_ENG
Cornel Rapa,Romania,UTA Arad,RM,64,73,55,61,64,58,70,cornelrapa_ROM
Rodney Redes,Paraguay,Olimpia,RM,64,77,61,62,65,45,55,rodneyredes_PAR
Andrew Redmayne,Australia,Sydney FC,GK,64,63,62,62,64,41,65,andrewredmayne_AUS
Jake Reeves,England,AFC Wimbledon,CM,64,71,56,63,65,57,61,jakereeves_ENG
Alberto Reina,Spain,CD Mirandés,CM,64,66,55,58,61,53,59,albertoreina_SPA
Max Reinthaler,Italy,1860 München,CB,64,59,43,53,53,63,73,maxreinthaler_ITA
Omar Rekik,Tunisia,Arsenal,CB,64,68,38,55,59,62,69,omarrekik_TUN
Ren Hang,China,Wuhan Three Towns,CB,64,59,49,58,56,61,75,renhang_CHI
Samuel Renel,France,Red Star FC,CM,64,71,62,66,69,50,59,samuelrenel_FRA
Tom Reyners,Belgium,K. Beerschot VA,RW,64,76,55,57,69,37,49,tomreyners_BEL
Spencer Richey,United States,Chicago Fire FC,GK,64,63,61,73,65,47,61,spencerrichey_UNI
Julian Rieckmann,Germany,SV Waldhof,CDM,64,65,35,54,55,64,71,julianrieckmann_GER
Julian Rijkhoff,Netherlands,Ajax,ST,64,71,63,53,70,25,51,julianrijkhoff_NET
Andres Rios,Argentina,Dep. Táchira,ST,64,57,63,63,64,37,79,andresrios_ARG
Gonzalo Rios,Argentina,Ind. Rivadavia,RM,64,66,58,61,67,34,45,gonzalorios_ARG
Daniel Rivas,Paraguay,Club Nacional,LB,64,76,23,50,49,60,51,danielrivas_PAR
Maxence Rivera,France,USL Dunkerque,LM,64,77,61,58,68,37,42,maxencerivera_FRA
Brian Araujo,Portugal,Gil Vicente,GK,64,59,63,58,69,23,64,brianaraujo_POR
Mauro Rodrigues,Guinea-Bissau,Yverdon Sport FC,RM,64,70,58,60,68,39,51,maurorodrigues_GUI
Steven Rodriguez,Colombia,Junior,ST,64,73,66,51,64,19,55,stevenrodriguez_COL
Nicklas Rojkjaer,Denmark,Mjällby AIF,CM,64,70,59,61,63,50,63,nicklasrojkjaer_DEN
